,SUBJECT,Subject,MEASURE,Measure,FREQUENCY,Frequency,TIME,Time,Unit Code,Unit,Reference Period Code,Reference Period,Value
41712,CP050000,"CPI: 05 - Furnishings, household equipment and routine household maintenance",IXOB,Index,M,Monthly,2017-09,Sep-2017,IDX,Index,2015_100,2015=100,109.913
41713,CP050000,"CPI: 05 - Furnishings, household equipment and routine household maintenance",IXOB,Index,M,Monthly,2017-10,Oct-2017,IDX,Index,2015_100,2015=100,109.8995
41714,CP050000,"CPI: 05 - Furnishings, household equipment and routine household maintenance",IXOB,Index,M,Monthly,2017-11,Nov-2017,IDX,Index,2015_100,2015=100,110.6026
41715,CP050000,"CPI: 05 - Furnishings, household equipment and routine household maintenance",IXOB,Index,M,Monthly,2017-12,Dec-2017,IDX,Index,2015_100,2015=100,110.9184
41716,CP050000,"CPI: 05 - Furnishings, household equipment and routine household maintenance",IXOB,Index,M,Monthly,2018-01,Jan-2018,IDX,Index,2015_100,2015=100,111.4519
41717,CP050000,"CPI: 05 - Furnishings, household equipment and routine household maintenance",IXOB,Index,M,Monthly,2018-02,Feb-2018,IDX,Index,2015_100,2015=100,112.126
41718,CP050000,"CPI: 05 - Furnishings, household equipment and routine household maintenance",IXOB,Index,M,Monthly,2018-03,Mar-2018,IDX,Index,2015_100,2015=100,112.7677
41719,CP050000,"CPI: 05 - Furnishings, household equipment and routine household maintenance",IXOB,Index,M,Monthly,2018-04,Apr-2018,IDX,Index,2015_100,2015=100,113.1872
41720,CP050000,"CPI: 05 - Furnishings, household equipment and routine household maintenance",IXOB,Index,M,Monthly,2018-05,May-2018,IDX,Index,2015_100,2015=100,113.3538
41721,CP050000,"CPI: 05 - Furnishings, household equipment and routine household maintenance",IXOB,Index,M,Monthly,2018-06,Jun-2018,IDX,Index,2015_100,2015=100,113.7437
41722,CP050000,"CPI: 05 - Furnishings, household equipment and routine household maintenance",IXOB,Index,M,Monthly,2018-07,Jul-2018,IDX,Index,2015_100,2015=100,114.0395
41723,CP050000,"CPI: 05 - Furnishings, household equipment and routine household maintenance",IXOB,Index,M,Monthly,2018-08,Aug-2018,IDX,Index,2015_100,2015=100,114.5177
41724,CP050000,"CPI: 05 - Furnishings, household equipment and routine household maintenance",IXOB,Index,M,Monthly,2018-09,Sep-2018,IDX,Index,2015_100,2015=100,114.9594
41725,CP050000,"CPI: 05 - Furnishings, household equipment and routine household maintenance",IXOB,Index,M,Monthly,2018-10,Oct-2018,IDX,Index,2015_100,2015=100,115.2162
41726,CP050000,"CPI: 05 - Furnishings, household equipment and routine household maintenance",IXOB,Index,M,Monthly,2018-11,Nov-2018,IDX,Index,2015_100,2015=100,115.6283
41727,CP050000,"CPI: 05 - Furnishings, household equipment and routine household maintenance",IXOB,Index,M,Monthly,2018-12,Dec-2018,IDX,Index,2015_100,2015=100,115.9653
41728,CP050000,"CPI: 05 - Furnishings, household equipment and routine household maintenance",IXOB,Index,M,Monthly,2019-01,Jan-2019,IDX,Index,2015_100,2015=100,115.8879
41729,CP050000,"CPI: 05 - Furnishings, household equipment and routine household maintenance",IXOB,Index,M,Monthly,2019-02,Feb-2019,IDX,Index,2015_100,2015=100,116.206
41730,CP050000,"CPI: 05 - Furnishings, household equipment and routine household maintenance",IXOB,Index,M,Monthly,2019-03,Mar-2019,IDX,Index,2015_100,2015=100,116.7042
41731,CP050000,"CPI: 05 - Furnishings, household equipment and routine household maintenance",IXOB,Index,M,Monthly,2019-04,Apr-2019,IDX,Index,2015_100,2015=100,117.3127
41732,CP050000,"CPI: 05 - Furnishings, household equipment and routine household maintenance",IXOB,Index,M,Monthly,2019-05,May-2019,IDX,Index,2015_100,2015=100,117.0394
41733,CP050000,"CPI: 05 - Furnishings, household equipment and routine household maintenance",IXOB,Index,M,Monthly,2019-06,Jun-2019,IDX,Index,2015_100,2015=100,117.5808
41734,CP050000,"CPI: 05 - Furnishings, household equipment and routine household maintenance",IXOB,Index,M,Monthly,2019-07,Jul-2019,IDX,Index,2015_100,2015=100,117.5615
41735,CP050000,"CPI: 05 - Furnishings, household equipment and routine household maintenance",IXOB,Index,M,Monthly,2019-08,Aug-2019,IDX,Index,2015_100,2015=100,117.7849
41736,CP050000,"CPI: 05 - Furnishings, household equipment and routine household maintenance",IXOB,Index,M,Monthly,2019-09,Sep-2019,IDX,Index,2015_100,2015=100,117.9941
41737,CP050000,"CPI: 05 - Furnishings, household equipment and routine household maintenance",IXOB,Index,M,Monthly,2019-10,Oct-2019,IDX,Index,2015_100,2015=100,117.9728
41738,CP050000,"CPI: 05 - Furnishings, household equipment and routine household maintenance",IXOB,Index,M,Monthly,2019-11,Nov-2019,IDX,Index,2015_100,2015=100,118.1358
41739,CP050000,"CPI: 05 - Furnishings, household equipment and routine household maintenance",IXOB,Index,M,Monthly,2019-12,Dec-2019,IDX,Index,2015_100,2015=100,118.4682
41740,CP050000,"CPI: 05 - Furnishings, household equipment and routine household maintenance",IXOB,Index,M,Monthly,2020-01,Jan-2020,IDX,Index,2015_100,2015=100,118.6319
41741,CP050000,"CPI: 05 - Furnishings, household equipment and routine household maintenance",IXOB,Index,M,Monthly,2020-02,Feb-2020,IDX,Index,2015_100,2015=100,119.1886
41742,CP050000,"CPI: 05 - Furnishings, household equipment and routine household maintenance",IXOB,Index,M,Monthly,2020-03,Mar-2020,IDX,Index,2015_100,2015=100,119.5355
41743,CP050000,"CPI: 05 - Furnishings, household equipment and routine household maintenance",IXOB,Index,M,Monthly,2020-04,Apr-2020,IDX,Index,2015_100,2015=100,120.0101
41744,CP060000,CPI: 06 - Health,IXOB,Index,M,Monthly,2015-01,Jan-2015,IDX,Index,2015_100,2015=100,97.96893
41745,CP060000,CPI: 06 - Health,IXOB,Index,M,Monthly,2015-02,Feb-2015,IDX,Index,2015_100,2015=100,98.62806
41746,CP060000,CPI: 06 - Health,IXOB,Index,M,Monthly,2015-03,Mar-2015,IDX,Index,2015_100,2015=100,99.10788
41747,CP060000,CPI: 06 - Health,IXOB,Index,M,Monthly,2015-04,Apr-2015,IDX,Index,2015_100,2015=100,99.39549
41748,CP060000,CPI: 06 - Health,IXOB,Index,M,Monthly,2015-05,May-2015,IDX,Index,2015_100,2015=100,99.68539
41749,CP060000,CPI: 06 - Health,IXOB,Index,M,Monthly,2015-06,Jun-2015,IDX,Index,2015_100,2015=100,100.015
41750,CP060000,CPI: 06 - Health,IXOB,Index,M,Monthly,2015-07,Jul-2015,IDX,Index,2015_100,2015=100,100.1866
41751,CP060000,CPI: 06 - Health,IXOB,Index,M,Monthly,2015-08,Aug-2015,IDX,Index,2015_100,2015=100,100.4486
41752,CP060000,CPI: 06 - Health,IXOB,Index,M,Monthly,2015-09,Sep-2015,IDX,Index,2015_100,2015=100,100.9076
41753,CP060000,CPI: 06 - Health,IXOB,Index,M,Monthly,2015-10,Oct-2015,IDX,Index,2015_100,2015=100,101.0912
41754,CP060000,CPI: 06 - Health,IXOB,Index,M,Monthly,2015-11,Nov-2015,IDX,Index,2015_100,2015=100,101.1563
41755,CP060000,CPI: 06 - Health,IXOB,Index,M,Monthly,2015-12,Dec-2015,IDX,Index,2015_100,2015=100,101.4089
41756,CP060000,CPI: 06 - Health,IXOB,Index,M,Monthly,2016-01,Jan-2016,IDX,Index,2015_100,2015=100,101.9963
41757,CP060000,CPI: 06 - Health,IXOB,Index,M,Monthly,2016-02,Feb-2016,IDX,Index,2015_100,2015=100,103.0187
41758,CP060000,CPI: 06 - Health,IXOB,Index,M,Monthly,2016-03,Mar-2016,IDX,Index,2015_100,2015=100,103.8136
41759,CP060000,CPI: 06 - Health,IXOB,Index,M,Monthly,2016-04,Apr-2016,IDX,Index,2015_100,2015=100,104.2641
41760,CP060000,CPI: 06 - Health,IXOB,Index,M,Monthly,2016-05,May-2016,IDX,Index,2015_100,2015=100,104.5769
41761,CP060000,CPI: 06 - Health,IXOB,Index,M,Monthly,2016-06,Jun-2016,IDX,Index,2015_100,2015=100,104.9035
41762,CP060000,CPI: 06 - Health,IXOB,Index,M,Monthly,2016-07,Jul-2016,IDX,Index,2015_100,2015=100,105.0811
41763,CP060000,CPI: 06 - Health,IXOB,Index,M,Monthly,2016-08,Aug-2016,IDX,Index,2015_100,2015=100,105.3962
41764,CP060000,CPI: 06 - Health,IXOB,Index,M,Monthly,2016-09,Sep-2016,IDX,Index,2015_100,2015=100,105.7221
41765,CP060000,CPI: 06 - Health,IXOB,Index,M,Monthly,2016-10,Oct-2016,IDX,Index,2015_100,2015=100,105.9614
41766,CP060000,CPI: 06 - Health,IXOB,Index,M,Monthly,2016-11,Nov-2016,IDX,Index,2015_100,2015=100,106.3152
41767,CP060000,CPI: 06 - Health,IXOB,Index,M,Monthly,2016-12,Dec-2016,IDX,Index,2015_100,2015=100,106.5194
41768,CP060000,CPI: 06 - Health,IXOB,Index,M,Monthly,2017-01,Jan-2017,IDX,Index,2015_100,2015=100,107.6646
41769,CP060000,CPI: 06 - Health,IXOB,Index,M,Monthly,2017-02,Feb-2017,IDX,Index,2015_100,2015=100,108.3781
41770,CP060000,CPI: 06 - Health,IXOB,Index,M,Monthly,2017-03,Mar-2017,IDX,Index,2015_100,2015=100,109.023
41771,CP060000,CPI: 06 - Health,IXOB,Index,M,Monthly,2017-04,Apr-2017,IDX,Index,2015_100,2015=100,109.422
41772,CP060000,CPI: 06 - Health,IXOB,Index,M,Monthly,2017-05,May-2017,IDX,Index,2015_100,2015=100,109.6993
41773,CP060000,CPI: 06 - Health,IXOB,Index,M,Monthly,2017-06,Jun-2017,IDX,Index,2015_100,2015=100,110.0659
41774,CP060000,CPI: 06 - Health,IXOB,Index,M,Monthly,2017-07,Jul-2017,IDX,Index,2015_100,2015=100,110.2431
41775,CP060000,CPI: 06 - Health,IXOB,Index,M,Monthly,2017-08,Aug-2017,IDX,Index,2015_100,2015=100,110.5211
41776,CP060000,CPI: 06 - Health,IXOB,Index,M,Monthly,2017-09,Sep-2017,IDX,Index,2015_100,2015=100,110.9525
41777,CP060000,CPI: 06 - Health,IXOB,Index,M,Monthly,2017-10,Oct-2017,IDX,Index,2015_100,2015=100,111.1019
41778,CP060000,CPI: 06 - Health,IXOB,Index,M,Monthly,2017-11,Nov-2017,IDX,Index,2015_100,2015=100,111.3627
41779,CP060000,CPI: 06 - Health,IXOB,Index,M,Monthly,2017-12,Dec-2017,IDX,Index,2015_100,2015=100,111.6125
41780,CP060000,CPI: 06 - Health,IXOB,Index,M,Monthly,2018-01,Jan-2018,IDX,Index,2015_100,2015=100,112.5426
41781,CP060000,CPI: 06 - Health,IXOB,Index,M,Monthly,2018-02,Feb-2018,IDX,Index,2015_100,2015=100,113.4673
41782,CP060000,CPI: 06 - Health,IXOB,Index,M,Monthly,2018-03,Mar-2018,IDX,Index,2015_100,2015=100,114.0852
41783,CP060000,CPI: 06 - Health,IXOB,Index,M,Monthly,2018-04,Apr-2018,IDX,Index,2015_100,2015=100,114.5966
41784,CP060000,CPI: 06 - Health,IXOB,Index,M,Monthly,2018-05,May-2018,IDX,Index,2015_100,2015=100,114.8941
41785,CP060000,CPI: 06 - Health,IXOB,Index,M,Monthly,2018-06,Jun-2018,IDX,Index,2015_100,2015=100,115.4655
41786,CP060000,CPI: 06 - Health,IXOB,Index,M,Monthly,2018-07,Jul-2018,IDX,Index,2015_100,2015=100,115.8307
41787,CP060000,CPI: 06 - Health,IXOB,Index,M,Monthly,2018-08,Aug-2018,IDX,Index,2015_100,2015=100,116.0506
41788,CP060000,CPI: 06 - Health,IXOB,Index,M,Monthly,2018-09,Sep-2018,IDX,Index,2015_100,2015=100,116.4508
41789,CP060000,CPI: 06 - Health,IXOB,Index,M,Monthly,2018-10,Oct-2018,IDX,Index,2015_100,2015=100,116.7515
41790,CP060000,CPI: 06 - Health,IXOB,Index,M,Monthly,2018-11,Nov-2018,IDX,Index,2015_100,2015=100,116.8972
41791,CP060000,CPI: 06 - Health,IXOB,Index,M,Monthly,2018-12,Dec-2018,IDX,Index,2015_100,2015=100,117.1547
41792,CP060000,CPI: 06 - Health,IXOB,Index,M,Monthly,2019-01,Jan-2019,IDX,Index,2015_100,2015=100,118.0748
41793,CP060000,CPI: 06 - Health,IXOB,Index,M,Monthly,2019-02,Feb-2019,IDX,Index,2015_100,2015=100,118.7234
41794,CP060000,CPI: 06 - Health,IXOB,Index,M,Monthly,2019-03,Mar-2019,IDX,Index,2015_100,2015=100,119.1288
41795,CP060000,CPI: 06 - Health,IXOB,Index,M,Monthly,2019-04,Apr-2019,IDX,Index,2015_100,2015=100,119.4851
41796,CP060000,CPI: 06 - Health,IXOB,Index,M,Monthly,2019-05,May-2019,IDX,Index,2015_100,2015=100,119.7968
41797,CP060000,CPI: 06 - Health,IXOB,Index,M,Monthly,2019-06,Jun-2019,IDX,Index,2015_100,2015=100,120.2475
41798,CP060000,CPI: 06 - Health,IXOB,Index,M,Monthly,2019-07,Jul-2019,IDX,Index,2015_100,2015=100,120.6522
41799,CP060000,CPI: 06 - Health,IXOB,Index,M,Monthly,2019-08,Aug-2019,IDX,Index,2015_100,2015=100,121.1475
41800,CP060000,CPI: 06 - Health,IXOB,Index,M,Monthly,2019-09,Sep-2019,IDX,Index,2015_100,2015=100,121.4138
41801,CP060000,CPI: 06 - Health,IXOB,Index,M,Monthly,2019-10,Oct-2019,IDX,Index,2015_100,2015=100,121.6605
41802,CP060000,CPI: 06 - Health,IXOB,Index,M,Monthly,2019-11,Nov-2019,IDX,Index,2015_100,2015=100,121.7472
41803,CP060000,CPI: 06 - Health,IXOB,Index,M,Monthly,2019-12,Dec-2019,IDX,Index,2015_100,2015=100,121.9016
41804,CP060000,CPI: 06 - Health,IXOB,Index,M,Monthly,2020-01,Jan-2020,IDX,Index,2015_100,2015=100,122.642
41805,CP060000,CPI: 06 - Health,IXOB,Index,M,Monthly,2020-02,Feb-2020,IDX,Index,2015_100,2015=100,123.5084
41806,CP060000,CPI: 06 - Health,IXOB,Index,M,Monthly,2020-03,Mar-2020,IDX,Index,2015_100,2015=100,124.3377
41807,CP060000,CPI: 06 - Health,IXOB,Index,M,Monthly,2020-04,Apr-2020,IDX,Index,2015_100,2015=100,125.0581
41808,CP070000,CPI: 07 - Transport,IXOB,Index,M,Monthly,2015-01,Jan-2015,IDX,Index,2015_100,2015=100,98.19724
41809,CP070000,CPI: 07 - Transport,IXOB,Index,M,Monthly,2015-02,Feb-2015,IDX,Index,2015_100,2015=100,98.41511
41810,CP070000,CPI: 07 - Transport,IXOB,Index,M,Monthly,2015-03,Mar-2015,IDX,Index,2015_100,2015=100,99.70648
41811,CP070000,CPI: 07 - Transport,IXOB,Index,M,Monthly,2015-04,Apr-2015,IDX,Index,2015_100,2015=100,99.40933
41812,CP070000,CPI: 07 - Transport,IXOB,Index,M,Monthly,2015-05,May-2015,IDX,Index,2015_100,2015=100,100.008
41813,CP070000,CPI: 07 - Transport,IXOB,Index,M,Monthly,2015-06,Jun-2015,IDX,Index,2015_100,2015=100,100.4195
41814,CP070000,CPI: 07 - Transport,IXOB,Index,M,Monthly,2015-07,Jul-2015,IDX,Index,2015_100,2015=100,100.6935
41815,CP070000,CPI: 07 - Transport,IXOB,Index,M,Monthly,2015-08,Aug-2015,IDX,Index,2015_100,2015=100,100.699
41816,CP070000,CPI: 07 - Transport,IXOB,Index,M,Monthly,2015-09,Sep-2015,IDX,Index,2015_100,2015=100,100.6976
41817,CP070000,CPI: 07 - Transport,IXOB,Index,M,Monthly,2015-10,Oct-2015,IDX,Index,2015_100,2015=100,100.575
41818,CP070000,CPI: 07 - Transport,IXOB,Index,M,Monthly,2015-11,Nov-2015,IDX,Index,2015_100,2015=100,100.465
41819,CP070000,CPI: 07 - Transport,IXOB,Index,M,Monthly,2015-12,Dec-2015,IDX,Index,2015_100,2015=100,100.7143
41820,CP070000,CPI: 07 - Transport,IXOB,Index,M,Monthly,2016-01,Jan-2016,IDX,Index,2015_100,2015=100,100.0382
41821,CP070000,CPI: 07 - Transport,IXOB,Index,M,Monthly,2016-02,Feb-2016,IDX,Index,2015_100,2015=100,99.97137
41822,CP070000,CPI: 07 - Transport,IXOB,Index,M,Monthly,2016-03,Mar-2016,IDX,Index,2015_100,2015=100,100.0118
41823,CP070000,CPI: 07 - Transport,IXOB,Index,M,Monthly,2016-04,Apr-2016,IDX,Index,2015_100,2015=100,99.79588
41824,CP070000,CPI: 07 - Transport,IXOB,Index,M,Monthly,2016-05,May-2016,IDX,Index,2015_100,2015=100,99.76282
41825,CP070000,CPI: 07 - Transport,IXOB,Index,M,Monthly,2016-06,Jun-2016,IDX,Index,2015_100,2015=100,100.4029
41826,CP070000,CPI: 07 - Transport,IXOB,Index,M,Monthly,2016-07,Jul-2016,IDX,Index,2015_100,2015=100,102.0128
41827,CP070000,CPI: 07 - Transport,IXOB,Index,M,Monthly,2016-08,Aug-2016,IDX,Index,2015_100,2015=100,102.9914
41828,CP070000,CPI: 07 - Transport,IXOB,Index,M,Monthly,2016-09,Sep-2016,IDX,Index,2015_100,2015=100,103.5066
41829,CP070000,CPI: 07 - Transport,IXOB,Index,M,Monthly,2016-10,Oct-2016,IDX,Index,2015_100,2015=100,104.0133
41830,CP070000,CPI: 07 - Transport,IXOB,Index,M,Monthly,2016-11,Nov-2016,IDX,Index,2015_100,2015=100,104.4279
41831,CP070000,CPI: 07 - Transport,IXOB,Index,M,Monthly,2016-12,Dec-2016,IDX,Index,2015_100,2015=100,105.1007
41832,CP070000,CPI: 07 - Transport,IXOB,Index,M,Monthly,2017-01,Jan-2017,IDX,Index,2015_100,2015=100,112.6965
41833,CP070000,CPI: 07 - Transport,IXOB,Index,M,Monthly,2017-02,Feb-2017,IDX,Index,2015_100,2015=100,113.2545
41834,CP070000,CPI: 07 - Transport,IXOB,Index,M,Monthly,2017-03,Mar-2017,IDX,Index,2015_100,2015=100,113.0862
41835,CP070000,CPI: 07 - Transport,IXOB,Index,M,Monthly,2017-04,Apr-2017,IDX,Index,2015_100,2015=100,113.4573
41836,CP070000,CPI: 07 - Transport,IXOB,Index,M,Monthly,2017-05,May-2017,IDX,Index,2015_100,2015=100,114.0382
41837,CP070000,CPI: 07 - Transport,IXOB,Index,M,Monthly,2017-06,Jun-2017,IDX,Index,2015_100,2015=100,113.9167
41838,CP070000,CPI: 07 - Transport,IXOB,Index,M,Monthly,2017-07,Jul-2017,IDX,Index,2015_100,2015=100,113.8449
41839,CP070000,CPI: 07 - Transport,IXOB,Index,M,Monthly,2017-08,Aug-2017,IDX,Index,2015_100,2015=100,113.9163
41840,CP070000,CPI: 07 - Transport,IXOB,Index,M,Monthly,2017-09,Sep-2017,IDX,Index,2015_100,2015=100,114.2394
41841,CP070000,CPI: 07 - Transport,IXOB,Index,M,Monthly,2017-10,Oct-2017,IDX,Index,2015_100,2015=100,115.6038
41842,CP070000,CPI: 07 - Transport,IXOB,Index,M,Monthly,2017-11,Nov-2017,IDX,Index,2015_100,2015=100,116.2758
41843,CP070000,CPI: 07 - Transport,IXOB,Index,M,Monthly,2017-12,Dec-2017,IDX,Index,2015_100,2015=100,117.5054
41844,CP070000,CPI: 07 - Transport,IXOB,Index,M,Monthly,2018-01,Jan-2018,IDX,Index,2015_100,2015=100,118.4864
41845,CP070000,CPI: 07 - Transport,IXOB,Index,M,Monthly,2018-02,Feb-2018,IDX,Index,2015_100,2015=100,121.0274
41846,CP070000,CPI: 07 - Transport,IXOB,Index,M,Monthly,2018-03,Mar-2018,IDX,Index,2015_100,2015=100,121.9296
41847,CP070000,CPI: 07 - Transport,IXOB,Index,M,Monthly,2018-04,Apr-2018,IDX,Index,2015_100,2015=100,122.0936
41848,CP070000,CPI: 07 - Transport,IXOB,Index,M,Monthly,2018-05,May-2018,IDX,Index,2015_100,2015=100,123.0045
41849,CP070000,CPI: 07 - Transport,IXOB,Index,M,Monthly,2018-06,Jun-2018,IDX,Index,2015_100,2015=100,123.9336
41850,CP070000,CPI: 07 - Transport,IXOB,Index,M,Monthly,2018-07,Jul-2018,IDX,Index,2015_100,2015=100,125.0675
41851,CP070000,CPI: 07 - Transport,IXOB,Index,M,Monthly,2018-08,Aug-2018,IDX,Index,2015_100,2015=100,126.2632
41852,CP070000,CPI: 07 - Transport,IXOB,Index,M,Monthly,2018-09,Sep-2018,IDX,Index,2015_100,2015=100,127.2305
41853,CP070000,CPI: 07 - Transport,IXOB,Index,M,Monthly,2018-10,Oct-2018,IDX,Index,2015_100,2015=100,128.3199
41854,CP070000,CPI: 07 - Transport,IXOB,Index,M,Monthly,2018-11,Nov-2018,IDX,Index,2015_100,2015=100,128.5405
41855,CP070000,CPI: 07 - Transport,IXOB,Index,M,Monthly,2018-12,Dec-2018,IDX,Index,2015_100,2015=100,128.7438
41856,CP070000,CPI: 07 - Transport,IXOB,Index,M,Monthly,2019-01,Jan-2019,IDX,Index,2015_100,2015=100,127.6162
41857,CP070000,CPI: 07 - Transport,IXOB,Index,M,Monthly,2019-02,Feb-2019,IDX,Index,2015_100,2015=100,128.5265
41858,CP070000,CPI: 07 - Transport,IXOB,Index,M,Monthly,2019-03,Mar-2019,IDX,Index,2015_100,2015=100,130.276
41859,CP070000,CPI: 07 - Transport,IXOB,Index,M,Monthly,2019-04,Apr-2019,IDX,Index,2015_100,2015=100,130.2984
41860,CP070000,CPI: 07 - Transport,IXOB,Index,M,Monthly,2019-05,May-2019,IDX,Index,2015_100,2015=100,130.0543
41861,CP070000,CPI: 07 - Transport,IXOB,Index,M,Monthly,2019-06,Jun-2019,IDX,Index,2015_100,2015=100,130.1893
41862,CP070000,CPI: 07 - Transport,IXOB,Index,M,Monthly,2019-07,Jul-2019,IDX,Index,2015_100,2015=100,130.724
41863,CP070000,CPI: 07 - Transport,IXOB,Index,M,Monthly,2019-08,Aug-2019,IDX,Index,2015_100,2015=100,130.3269
41864,CP070000,CPI: 07 - Transport,IXOB,Index,M,Monthly,2019-09,Sep-2019,IDX,Index,2015_100,2015=100,130.6989
41865,CP070000,CPI: 07 - Transport,IXOB,Index,M,Monthly,2019-10,Oct-2019,IDX,Index,2015_100,2015=100,130.905
41866,CP070000,CPI: 07 - Transport,IXOB,Index,M,Monthly,2019-11,Nov-2019,IDX,Index,2015_100,2015=100,131.2509
41867,CP070000,CPI: 07 - Transport,IXOB,Index,M,Monthly,2019-12,Dec-2019,IDX,Index,2015_100,2015=100,132.1698
41868,CP070000,CPI: 07 - Transport,IXOB,Index,M,Monthly,2020-01,Jan-2020,IDX,Index,2015_100,2015=100,132.3749
41869,CP070000,CPI: 07 - Transport,IXOB,Index,M,Monthly,2020-02,Feb-2020,IDX,Index,2015_100,2015=100,132.1692
41870,CP070000,CPI: 07 - Transport,IXOB,Index,M,Monthly,2020-03,Mar-2020,IDX,Index,2015_100,2015=100,128.1683
41871,CP070000,CPI: 07 - Transport,IXOB,Index,M,Monthly,2020-04,Apr-2020,IDX,Index,2015_100,2015=100,119.0757
41872,CP080000,CPI: 08 - Communication,IXOB,Index,M,Monthly,2015-01,Jan-2015,IDX,Index,2015_100,2015=100,100.3436
41873,CP080000,CPI: 08 - Communication,IXOB,Index,M,Monthly,2015-02,Feb-2015,IDX,Index,2015_100,2015=100,101.8466
41874,CP080000,CPI: 08 - Communication,IXOB,Index,M,Monthly,2015-03,Mar-2015,IDX,Index,2015_100,2015=100,101.9444
41875,CP080000,CPI: 08 - Communication,IXOB,Index,M,Monthly,2015-04,Apr-2015,IDX,Index,2015_100,2015=100,102.0108
41876,CP080000,CPI: 08 - Communication,IXOB,Index,M,Monthly,2015-05,May-2015,IDX,Index,2015_100,2015=100,101.8581
41877,CP080000,CPI: 08 - Communication,IXOB,Index,M,Monthly,2015-06,Jun-2015,IDX,Index,2015_100,2015=100,101.5623
41878,CP080000,CPI: 08 - Communication,IXOB,Index,M,Monthly,2015-07,Jul-2015,IDX,Index,2015_100,2015=100,101.2642
41879,CP080000,CPI: 08 - Communication,IXOB,Index,M,Monthly,2015-08,Aug-2015,IDX,Index,2015_100,2015=100,101.0082
41880,CP080000,CPI: 08 - Communication,IXOB,Index,M,Monthly,2015-09,Sep-2015,IDX,Index,2015_100,2015=100,100.4953
41881,CP080000,CPI: 08 - Communication,IXOB,Index,M,Monthly,2015-10,Oct-2015,IDX,Index,2015_100,2015=100,99.79152
41882,CP080000,CPI: 08 - Communication,IXOB,Index,M,Monthly,2015-11,Nov-2015,IDX,Index,2015_100,2015=100,94.71645
41883,CP080000,CPI: 08 - Communication,IXOB,Index,M,Monthly,2015-12,Dec-2015,IDX,Index,2015_100,2015=100,93.15854
41884,CP080000,CPI: 08 - Communication,IXOB,Index,M,Monthly,2016-01,Jan-2016,IDX,Index,2015_100,2015=100,92.74556
41885,CP080000,CPI: 08 - Communication,IXOB,Index,M,Monthly,2016-02,Feb-2016,IDX,Index,2015_100,2015=100,92.47768
41886,CP080000,CPI: 08 - Communication,IXOB,Index,M,Monthly,2016-03,Mar-2016,IDX,Index,2015_100,2015=100,92.12019
41887,CP080000,CPI: 08 - Communication,IXOB,Index,M,Monthly,2016-04,Apr-2016,IDX,Index,2015_100,2015=100,91.53638
41888,CP080000,CPI: 08 - Communication,IXOB,Index,M,Monthly,2016-05,May-2016,IDX,Index,2015_100,2015=100,90.54279
41889,CP080000,CPI: 08 - Communication,IXOB,Index,M,Monthly,2016-06,Jun-2016,IDX,Index,2015_100,2015=100,89.37806
41890,CP080000,CPI: 08 - Communication,IXOB,Index,M,Monthly,2016-07,Jul-2016,IDX,Index,2015_100,2015=100,88.06505
41891,CP080000,CPI: 08 - Communication,IXOB,Index,M,Monthly,2016-08,Aug-2016,IDX,Index,2015_100,2015=100,87.66424
41892,CP080000,CPI: 08 - Communication,IXOB,Index,M,Monthly,2016-09,Sep-2016,IDX,Index,2015_100,2015=100,87.24938
41893,CP080000,CPI: 08 - Communication,IXOB,Index,M,Monthly,2016-10,Oct-2016,IDX,Index,2015_100,2015=100,87.17589
41894,CP080000,CPI: 08 - Communication,IXOB,Index,M,Monthly,2016-11,Nov-2016,IDX,Index,2015_100,2015=100,87.18893
41895,CP080000,CPI: 08 - Communication,IXOB,Index,M,Monthly,2016-12,Dec-2016,IDX,Index,2015_100,2015=100,87.18839
41896,CP080000,CPI: 08 - Communication,IXOB,Index,M,Monthly,2017-01,Jan-2017,IDX,Index,2015_100,2015=100,87.69604
41897,CP080000,CPI: 08 - Communication,IXOB,Index,M,Monthly,2017-02,Feb-2017,IDX,Index,2015_100,2015=100,88.21545
41898,CP080000,CPI: 08 - Communication,IXOB,Index,M,Monthly,2017-03,Mar-2017,IDX,Index,2015_100,2015=100,87.77081
41899,CP080000,CPI: 08 - Communication,IXOB,Index,M,Monthly,2017-04,Apr-2017,IDX,Index,2015_100,2015=100,87.53027
41900,CP080000,CPI: 08 - Communication,IXOB,Index,M,Monthly,2017-05,May-2017,IDX,Index,2015_100,2015=100,87.29086
41901,CP080000,CPI: 08 - Communication,IXOB,Index,M,Monthly,2017-06,Jun-2017,IDX,Index,2015_100,2015=100,87.33247
41902,CP080000,CPI: 08 - Communication,IXOB,Index,M,Monthly,2017-07,Jul-2017,IDX,Index,2015_100,2015=100,87.33518
41903,CP080000,CPI: 08 - Communication,IXOB,Index,M,Monthly,2017-08,Aug-2017,IDX,Index,2015_100,2015=100,87.20884
41904,CP080000,CPI: 08 - Communication,IXOB,Index,M,Monthly,2017-09,Sep-2017,IDX,Index,2015_100,2015=100,85.71543
41905,CP080000,CPI: 08 - Communication,IXOB,Index,M,Monthly,2017-10,Oct-2017,IDX,Index,2015_100,2015=100,86.84241
41906,CP080000,CPI: 08 - Communication,IXOB,Index,M,Monthly,2017-11,Nov-2017,IDX,Index,2015_100,2015=100,86.85303
41907,CP080000,CPI: 08 - Communication,IXOB,Index,M,Monthly,2017-12,Dec-2017,IDX,Index,2015_100,2015=100,87.00259
