,SUBJECT,Subject,MEASURE,Measure,FREQUENCY,Frequency,TIME,Time,Unit Code,Unit,Reference Period Code,Reference Period,Value
43196,CP070000,CPI: 07 - Transport,GY,Percentage change on the same period of the previous year,M,Monthly,2018-09,Sep-2018,PC,Percentage,,,11.37181
43197,CP070000,CPI: 07 - Transport,GY,Percentage change on the same period of the previous year,M,Monthly,2018-10,Oct-2018,PC,Percentage,,,10.99975
43198,CP070000,CPI: 07 - Transport,GY,Percentage change on the same period of the previous year,M,Monthly,2018-11,Nov-2018,PC,Percentage,,,10.54796
43199,CP070000,CPI: 07 - Transport,GY,Percentage change on the same period of the previous year,M,Monthly,2018-12,Dec-2018,PC,Percentage,,,9.56416
43200,CP070000,CPI: 07 - Transport,GY,Percentage change on the same period of the previous year,M,Monthly,2019-01,Jan-2019,PC,Percentage,,,7.705314
43201,CP070000,CPI: 07 - Transport,GY,Percentage change on the same period of the previous year,M,Monthly,2019-02,Feb-2019,PC,Percentage,,,6.196217
43202,CP070000,CPI: 07 - Transport,GY,Percentage change on the same period of the previous year,M,Monthly,2019-03,Mar-2019,PC,Percentage,,,6.845257
43203,CP070000,CPI: 07 - Transport,GY,Percentage change on the same period of the previous year,M,Monthly,2019-04,Apr-2019,PC,Percentage,,,6.720107
43204,CP070000,CPI: 07 - Transport,GY,Percentage change on the same period of the previous year,M,Monthly,2019-05,May-2019,PC,Percentage,,,5.73131
43205,CP070000,CPI: 07 - Transport,GY,Percentage change on the same period of the previous year,M,Monthly,2019-06,Jun-2019,PC,Percentage,,,5.047629
43206,CP070000,CPI: 07 - Transport,GY,Percentage change on the same period of the previous year,M,Monthly,2019-07,Jul-2019,PC,Percentage,,,4.522752
43207,CP070000,CPI: 07 - Transport,GY,Percentage change on the same period of the previous year,M,Monthly,2019-08,Aug-2019,PC,Percentage,,,3.218392
43208,CP070000,CPI: 07 - Transport,GY,Percentage change on the same period of the previous year,M,Monthly,2019-09,Sep-2019,PC,Percentage,,,2.726127
43209,CP070000,CPI: 07 - Transport,GY,Percentage change on the same period of the previous year,M,Monthly,2019-10,Oct-2019,PC,Percentage,,,2.014594
43210,CP070000,CPI: 07 - Transport,GY,Percentage change on the same period of the previous year,M,Monthly,2019-11,Nov-2019,PC,Percentage,,,2.10856
43211,CP070000,CPI: 07 - Transport,GY,Percentage change on the same period of the previous year,M,Monthly,2019-12,Dec-2019,PC,Percentage,,,2.661135
43212,CP070000,CPI: 07 - Transport,GY,Percentage change on the same period of the previous year,M,Monthly,2020-01,Jan-2020,PC,Percentage,,,3.728918
43213,CP070000,CPI: 07 - Transport,GY,Percentage change on the same period of the previous year,M,Monthly,2020-02,Feb-2020,PC,Percentage,,,2.834225
43214,CP070000,CPI: 07 - Transport,GY,Percentage change on the same period of the previous year,M,Monthly,2020-03,Mar-2020,PC,Percentage,,,-1.617861
43215,CP070000,CPI: 07 - Transport,GY,Percentage change on the same period of the previous year,M,Monthly,2020-04,Apr-2020,PC,Percentage,,,-8.613098
43216,CP080000,CPI: 08 - Communication,GY,Percentage change on the same period of the previous year,M,Monthly,2015-01,Jan-2015,PC,Percentage,,,-13.0038
43217,CP080000,CPI: 08 - Communication,GY,Percentage change on the same period of the previous year,M,Monthly,2015-02,Feb-2015,PC,Percentage,,,-12.37913
43218,CP080000,CPI: 08 - Communication,GY,Percentage change on the same period of the previous year,M,Monthly,2015-03,Mar-2015,PC,Percentage,,,-12.31099
43219,CP080000,CPI: 08 - Communication,GY,Percentage change on the same period of the previous year,M,Monthly,2015-04,Apr-2015,PC,Percentage,,,-11.44072
43220,CP080000,CPI: 08 - Communication,GY,Percentage change on the same period of the previous year,M,Monthly,2015-05,May-2015,PC,Percentage,,,-10.33661
43221,CP080000,CPI: 08 - Communication,GY,Percentage change on the same period of the previous year,M,Monthly,2015-06,Jun-2015,PC,Percentage,,,-10.56725
43222,CP080000,CPI: 08 - Communication,GY,Percentage change on the same period of the previous year,M,Monthly,2015-07,Jul-2015,PC,Percentage,,,-10.87839
43223,CP080000,CPI: 08 - Communication,GY,Percentage change on the same period of the previous year,M,Monthly,2015-08,Aug-2015,PC,Percentage,,,-10.6185
43224,CP080000,CPI: 08 - Communication,GY,Percentage change on the same period of the previous year,M,Monthly,2015-09,Sep-2015,PC,Percentage,,,-9.60088
43225,CP080000,CPI: 08 - Communication,GY,Percentage change on the same period of the previous year,M,Monthly,2015-10,Oct-2015,PC,Percentage,,,-8.991902
43226,CP080000,CPI: 08 - Communication,GY,Percentage change on the same period of the previous year,M,Monthly,2015-11,Nov-2015,PC,Percentage,,,-13.17643
43227,CP080000,CPI: 08 - Communication,GY,Percentage change on the same period of the previous year,M,Monthly,2015-12,Dec-2015,PC,Percentage,,,-12.43499
43228,CP080000,CPI: 08 - Communication,GY,Percentage change on the same period of the previous year,M,Monthly,2016-01,Jan-2016,PC,Percentage,,,-7.572031
43229,CP080000,CPI: 08 - Communication,GY,Percentage change on the same period of the previous year,M,Monthly,2016-02,Feb-2016,PC,Percentage,,,-9.199076
43230,CP080000,CPI: 08 - Communication,GY,Percentage change on the same period of the previous year,M,Monthly,2016-03,Mar-2016,PC,Percentage,,,-9.63683
43231,CP080000,CPI: 08 - Communication,GY,Percentage change on the same period of the previous year,M,Monthly,2016-04,Apr-2016,PC,Percentage,,,-10.26794
43232,CP080000,CPI: 08 - Communication,GY,Percentage change on the same period of the previous year,M,Monthly,2016-05,May-2016,PC,Percentage,,,-11.10889
43233,CP080000,CPI: 08 - Communication,GY,Percentage change on the same period of the previous year,M,Monthly,2016-06,Jun-2016,PC,Percentage,,,-11.99679
43234,CP080000,CPI: 08 - Communication,GY,Percentage change on the same period of the previous year,M,Monthly,2016-07,Jul-2016,PC,Percentage,,,-13.0344
43235,CP080000,CPI: 08 - Communication,GY,Percentage change on the same period of the previous year,M,Monthly,2016-08,Aug-2016,PC,Percentage,,,-13.21074
43236,CP080000,CPI: 08 - Communication,GY,Percentage change on the same period of the previous year,M,Monthly,2016-09,Sep-2016,PC,Percentage,,,-13.18064
43237,CP080000,CPI: 08 - Communication,GY,Percentage change on the same period of the previous year,M,Monthly,2016-10,Oct-2016,PC,Percentage,,,-12.64198
43238,CP080000,CPI: 08 - Communication,GY,Percentage change on the same period of the previous year,M,Monthly,2016-11,Nov-2016,PC,Percentage,,,-7.947427
43239,CP080000,CPI: 08 - Communication,GY,Percentage change on the same period of the previous year,M,Monthly,2016-12,Dec-2016,PC,Percentage,,,-6.408589
43240,CP080000,CPI: 08 - Communication,GY,Percentage change on the same period of the previous year,M,Monthly,2017-01,Jan-2017,PC,Percentage,,,-5.444482
43241,CP080000,CPI: 08 - Communication,GY,Percentage change on the same period of the previous year,M,Monthly,2017-02,Feb-2017,PC,Percentage,,,-4.608932
43242,CP080000,CPI: 08 - Communication,GY,Percentage change on the same period of the previous year,M,Monthly,2017-03,Mar-2017,PC,Percentage,,,-4.721434
43243,CP080000,CPI: 08 - Communication,GY,Percentage change on the same period of the previous year,M,Monthly,2017-04,Apr-2017,PC,Percentage,,,-4.376512
43244,CP080000,CPI: 08 - Communication,GY,Percentage change on the same period of the previous year,M,Monthly,2017-05,May-2017,PC,Percentage,,,-3.591593
43245,CP080000,CPI: 08 - Communication,GY,Percentage change on the same period of the previous year,M,Monthly,2017-06,Jun-2017,PC,Percentage,,,-2.288682
43246,CP080000,CPI: 08 - Communication,GY,Percentage change on the same period of the previous year,M,Monthly,2017-07,Jul-2017,PC,Percentage,,,-0.8287833
43247,CP080000,CPI: 08 - Communication,GY,Percentage change on the same period of the previous year,M,Monthly,2017-08,Aug-2017,PC,Percentage,,,-0.5194827
43248,CP080000,CPI: 08 - Communication,GY,Percentage change on the same period of the previous year,M,Monthly,2017-09,Sep-2017,PC,Percentage,,,-1.758129
43249,CP080000,CPI: 08 - Communication,GY,Percentage change on the same period of the previous year,M,Monthly,2017-10,Oct-2017,PC,Percentage,,,-0.3825304
43250,CP080000,CPI: 08 - Communication,GY,Percentage change on the same period of the previous year,M,Monthly,2017-11,Nov-2017,PC,Percentage,,,-0.3852452
43251,CP080000,CPI: 08 - Communication,GY,Percentage change on the same period of the previous year,M,Monthly,2017-12,Dec-2017,PC,Percentage,,,-0.2131026
43252,CP080000,CPI: 08 - Communication,GY,Percentage change on the same period of the previous year,M,Monthly,2018-01,Jan-2018,PC,Percentage,,,-0.8751886
43253,CP080000,CPI: 08 - Communication,GY,Percentage change on the same period of the previous year,M,Monthly,2018-02,Feb-2018,PC,Percentage,,,-1.08925
43254,CP080000,CPI: 08 - Communication,GY,Percentage change on the same period of the previous year,M,Monthly,2018-03,Mar-2018,PC,Percentage,,,-0.6183329
43255,CP080000,CPI: 08 - Communication,GY,Percentage change on the same period of the previous year,M,Monthly,2018-04,Apr-2018,PC,Percentage,,,-0.4962457
43256,CP080000,CPI: 08 - Communication,GY,Percentage change on the same period of the previous year,M,Monthly,2018-05,May-2018,PC,Percentage,,,-0.3481818
43257,CP080000,CPI: 08 - Communication,GY,Percentage change on the same period of the previous year,M,Monthly,2018-06,Jun-2018,PC,Percentage,,,-0.4941274
43258,CP080000,CPI: 08 - Communication,GY,Percentage change on the same period of the previous year,M,Monthly,2018-07,Jul-2018,PC,Percentage,,,-0.4237171
43259,CP080000,CPI: 08 - Communication,GY,Percentage change on the same period of the previous year,M,Monthly,2018-08,Aug-2018,PC,Percentage,,,-0.564937
43260,CP080000,CPI: 08 - Communication,GY,Percentage change on the same period of the previous year,M,Monthly,2018-09,Sep-2018,PC,Percentage,,,1.059507
43261,CP080000,CPI: 08 - Communication,GY,Percentage change on the same period of the previous year,M,Monthly,2018-10,Oct-2018,PC,Percentage,,,-0.2777604
43262,CP080000,CPI: 08 - Communication,GY,Percentage change on the same period of the previous year,M,Monthly,2018-11,Nov-2018,PC,Percentage,,,-0.3647662
43263,CP080000,CPI: 08 - Communication,GY,Percentage change on the same period of the previous year,M,Monthly,2018-12,Dec-2018,PC,Percentage,,,-0.7715275
43264,CP080000,CPI: 08 - Communication,GY,Percentage change on the same period of the previous year,M,Monthly,2019-01,Jan-2019,PC,Percentage,,,-0.599088
43265,CP080000,CPI: 08 - Communication,GY,Percentage change on the same period of the previous year,M,Monthly,2019-02,Feb-2019,PC,Percentage,,,-0.9879072
43266,CP080000,CPI: 08 - Communication,GY,Percentage change on the same period of the previous year,M,Monthly,2019-03,Mar-2019,PC,Percentage,,,-1.005051
43267,CP080000,CPI: 08 - Communication,GY,Percentage change on the same period of the previous year,M,Monthly,2019-04,Apr-2019,PC,Percentage,,,-1.005533
43268,CP080000,CPI: 08 - Communication,GY,Percentage change on the same period of the previous year,M,Monthly,2019-05,May-2019,PC,Percentage,,,-0.8506858
43269,CP080000,CPI: 08 - Communication,GY,Percentage change on the same period of the previous year,M,Monthly,2019-06,Jun-2019,PC,Percentage,,,-0.7196728
43270,CP080000,CPI: 08 - Communication,GY,Percentage change on the same period of the previous year,M,Monthly,2019-07,Jul-2019,PC,Percentage,,,-0.7446118
43271,CP080000,CPI: 08 - Communication,GY,Percentage change on the same period of the previous year,M,Monthly,2019-08,Aug-2019,PC,Percentage,,,-0.5638301
43272,CP080000,CPI: 08 - Communication,GY,Percentage change on the same period of the previous year,M,Monthly,2019-09,Sep-2019,PC,Percentage,,,-1.003171
43273,CP080000,CPI: 08 - Communication,GY,Percentage change on the same period of the previous year,M,Monthly,2019-10,Oct-2019,PC,Percentage,,,-0.9742201
43274,CP080000,CPI: 08 - Communication,GY,Percentage change on the same period of the previous year,M,Monthly,2019-11,Nov-2019,PC,Percentage,,,-0.9179032
43275,CP080000,CPI: 08 - Communication,GY,Percentage change on the same period of the previous year,M,Monthly,2019-12,Dec-2019,PC,Percentage,,,-0.8504859
43276,CP080000,CPI: 08 - Communication,GY,Percentage change on the same period of the previous year,M,Monthly,2020-01,Jan-2020,PC,Percentage,,,-1.532477
43277,CP080000,CPI: 08 - Communication,GY,Percentage change on the same period of the previous year,M,Monthly,2020-02,Feb-2020,PC,Percentage,,,-1.516243
43278,CP080000,CPI: 08 - Communication,GY,Percentage change on the same period of the previous year,M,Monthly,2020-03,Mar-2020,PC,Percentage,,,-1.495226
43279,CP080000,CPI: 08 - Communication,GY,Percentage change on the same period of the previous year,M,Monthly,2020-04,Apr-2020,PC,Percentage,,,-1.591266
43280,CP090000,CPI: 09 - Recreation and culture,GY,Percentage change on the same period of the previous year,M,Monthly,2015-01,Jan-2015,PC,Percentage,,,2.404914
43281,CP090000,CPI: 09 - Recreation and culture,GY,Percentage change on the same period of the previous year,M,Monthly,2015-02,Feb-2015,PC,Percentage,,,2.192702
43282,CP090000,CPI: 09 - Recreation and culture,GY,Percentage change on the same period of the previous year,M,Monthly,2015-03,Mar-2015,PC,Percentage,,,3.42439
43283,CP090000,CPI: 09 - Recreation and culture,GY,Percentage change on the same period of the previous year,M,Monthly,2015-04,Apr-2015,PC,Percentage,,,1.528478
43284,CP090000,CPI: 09 - Recreation and culture,GY,Percentage change on the same period of the previous year,M,Monthly,2015-05,May-2015,PC,Percentage,,,2.551366
43285,CP090000,CPI: 09 - Recreation and culture,GY,Percentage change on the same period of the previous year,M,Monthly,2015-06,Jun-2015,PC,Percentage,,,2.735609
43286,CP090000,CPI: 09 - Recreation and culture,GY,Percentage change on the same period of the previous year,M,Monthly,2015-07,Jul-2015,PC,Percentage,,,2.703592
43287,CP090000,CPI: 09 - Recreation and culture,GY,Percentage change on the same period of the previous year,M,Monthly,2015-08,Aug-2015,PC,Percentage,,,2.601972
43288,CP090000,CPI: 09 - Recreation and culture,GY,Percentage change on the same period of the previous year,M,Monthly,2015-09,Sep-2015,PC,Percentage,,,2.568126
43289,CP090000,CPI: 09 - Recreation and culture,GY,Percentage change on the same period of the previous year,M,Monthly,2015-10,Oct-2015,PC,Percentage,,,2.588637
43290,CP090000,CPI: 09 - Recreation and culture,GY,Percentage change on the same period of the previous year,M,Monthly,2015-11,Nov-2015,PC,Percentage,,,2.406822
43291,CP090000,CPI: 09 - Recreation and culture,GY,Percentage change on the same period of the previous year,M,Monthly,2015-12,Dec-2015,PC,Percentage,,,2.414594
43292,CP090000,CPI: 09 - Recreation and culture,GY,Percentage change on the same period of the previous year,M,Monthly,2016-01,Jan-2016,PC,Percentage,,,2.285
43293,CP090000,CPI: 09 - Recreation and culture,GY,Percentage change on the same period of the previous year,M,Monthly,2016-02,Feb-2016,PC,Percentage,,,2.489581
43294,CP090000,CPI: 09 - Recreation and culture,GY,Percentage change on the same period of the previous year,M,Monthly,2016-03,Mar-2016,PC,Percentage,,,2.75525
43295,CP090000,CPI: 09 - Recreation and culture,GY,Percentage change on the same period of the previous year,M,Monthly,2016-04,Apr-2016,PC,Percentage,,,3.131406
43296,CP090000,CPI: 09 - Recreation and culture,GY,Percentage change on the same period of the previous year,M,Monthly,2016-05,May-2016,PC,Percentage,,,3.223334
43297,CP090000,CPI: 09 - Recreation and culture,GY,Percentage change on the same period of the previous year,M,Monthly,2016-06,Jun-2016,PC,Percentage,,,3.268653
43298,CP090000,CPI: 09 - Recreation and culture,GY,Percentage change on the same period of the previous year,M,Monthly,2016-07,Jul-2016,PC,Percentage,,,3.22742
43299,CP090000,CPI: 09 - Recreation and culture,GY,Percentage change on the same period of the previous year,M,Monthly,2016-08,Aug-2016,PC,Percentage,,,3.215879
43300,CP090000,CPI: 09 - Recreation and culture,GY,Percentage change on the same period of the previous year,M,Monthly,2016-09,Sep-2016,PC,Percentage,,,3.361646
43301,CP090000,CPI: 09 - Recreation and culture,GY,Percentage change on the same period of the previous year,M,Monthly,2016-10,Oct-2016,PC,Percentage,,,3.015734
43302,CP090000,CPI: 09 - Recreation and culture,GY,Percentage change on the same period of the previous year,M,Monthly,2016-11,Nov-2016,PC,Percentage,,,3.590256
43303,CP090000,CPI: 09 - Recreation and culture,GY,Percentage change on the same period of the previous year,M,Monthly,2016-12,Dec-2016,PC,Percentage,,,3.533187
43304,CP090000,CPI: 09 - Recreation and culture,GY,Percentage change on the same period of the previous year,M,Monthly,2017-01,Jan-2017,PC,Percentage,,,3.755519
43305,CP090000,CPI: 09 - Recreation and culture,GY,Percentage change on the same period of the previous year,M,Monthly,2017-02,Feb-2017,PC,Percentage,,,4.258969
43306,CP090000,CPI: 09 - Recreation and culture,GY,Percentage change on the same period of the previous year,M,Monthly,2017-03,Mar-2017,PC,Percentage,,,3.891298
43307,CP090000,CPI: 09 - Recreation and culture,GY,Percentage change on the same period of the previous year,M,Monthly,2017-04,Apr-2017,PC,Percentage,,,5.280508
43308,CP090000,CPI: 09 - Recreation and culture,GY,Percentage change on the same period of the previous year,M,Monthly,2017-05,May-2017,PC,Percentage,,,4.012942
43309,CP090000,CPI: 09 - Recreation and culture,GY,Percentage change on the same period of the previous year,M,Monthly,2017-06,Jun-2017,PC,Percentage,,,3.852408
43310,CP090000,CPI: 09 - Recreation and culture,GY,Percentage change on the same period of the previous year,M,Monthly,2017-07,Jul-2017,PC,Percentage,,,4.156755
43311,CP090000,CPI: 09 - Recreation and culture,GY,Percentage change on the same period of the previous year,M,Monthly,2017-08,Aug-2017,PC,Percentage,,,4.091966
43312,CP090000,CPI: 09 - Recreation and culture,GY,Percentage change on the same period of the previous year,M,Monthly,2017-09,Sep-2017,PC,Percentage,,,3.940193
43313,CP090000,CPI: 09 - Recreation and culture,GY,Percentage change on the same period of the previous year,M,Monthly,2017-10,Oct-2017,PC,Percentage,,,4.561294
43314,CP090000,CPI: 09 - Recreation and culture,GY,Percentage change on the same period of the previous year,M,Monthly,2017-11,Nov-2017,PC,Percentage,,,4.589276
43315,CP090000,CPI: 09 - Recreation and culture,GY,Percentage change on the same period of the previous year,M,Monthly,2017-12,Dec-2017,PC,Percentage,,,4.246531
43316,CP090000,CPI: 09 - Recreation and culture,GY,Percentage change on the same period of the previous year,M,Monthly,2018-01,Jan-2018,PC,Percentage,,,3.712322
43317,CP090000,CPI: 09 - Recreation and culture,GY,Percentage change on the same period of the previous year,M,Monthly,2018-02,Feb-2018,PC,Percentage,,,3.47647
43318,CP090000,CPI: 09 - Recreation and culture,GY,Percentage change on the same period of the previous year,M,Monthly,2018-03,Mar-2018,PC,Percentage,,,3.846499
43319,CP090000,CPI: 09 - Recreation and culture,GY,Percentage change on the same period of the previous year,M,Monthly,2018-04,Apr-2018,PC,Percentage,,,1.718317
43320,CP090000,CPI: 09 - Recreation and culture,GY,Percentage change on the same period of the previous year,M,Monthly,2018-05,May-2018,PC,Percentage,,,3.128982
43321,CP090000,CPI: 09 - Recreation and culture,GY,Percentage change on the same period of the previous year,M,Monthly,2018-06,Jun-2018,PC,Percentage,,,3.223158
43322,CP090000,CPI: 09 - Recreation and culture,GY,Percentage change on the same period of the previous year,M,Monthly,2018-07,Jul-2018,PC,Percentage,,,2.617237
43323,CP090000,CPI: 09 - Recreation and culture,GY,Percentage change on the same period of the previous year,M,Monthly,2018-08,Aug-2018,PC,Percentage,,,3.376062
43324,CP090000,CPI: 09 - Recreation and culture,GY,Percentage change on the same period of the previous year,M,Monthly,2018-09,Sep-2018,PC,Percentage,,,3.561195
43325,CP090000,CPI: 09 - Recreation and culture,GY,Percentage change on the same period of the previous year,M,Monthly,2018-10,Oct-2018,PC,Percentage,,,3.381233
43326,CP090000,CPI: 09 - Recreation and culture,GY,Percentage change on the same period of the previous year,M,Monthly,2018-11,Nov-2018,PC,Percentage,,,2.820655
43327,CP090000,CPI: 09 - Recreation and culture,GY,Percentage change on the same period of the previous year,M,Monthly,2018-12,Dec-2018,PC,Percentage,,,2.901081
43328,CP090000,CPI: 09 - Recreation and culture,GY,Percentage change on the same period of the previous year,M,Monthly,2019-01,Jan-2019,PC,Percentage,,,3.095212
43329,CP090000,CPI: 09 - Recreation and culture,GY,Percentage change on the same period of the previous year,M,Monthly,2019-02,Feb-2019,PC,Percentage,,,2.771757
43330,CP090000,CPI: 09 - Recreation and culture,GY,Percentage change on the same period of the previous year,M,Monthly,2019-03,Mar-2019,PC,Percentage,,,1.744517
43331,CP090000,CPI: 09 - Recreation and culture,GY,Percentage change on the same period of the previous year,M,Monthly,2019-04,Apr-2019,PC,Percentage,,,3.884663
43332,CP090000,CPI: 09 - Recreation and culture,GY,Percentage change on the same period of the previous year,M,Monthly,2019-05,May-2019,PC,Percentage,,,2.579352
43333,CP090000,CPI: 09 - Recreation and culture,GY,Percentage change on the same period of the previous year,M,Monthly,2019-06,Jun-2019,PC,Percentage,,,2.438604
43334,CP090000,CPI: 09 - Recreation and culture,GY,Percentage change on the same period of the previous year,M,Monthly,2019-07,Jul-2019,PC,Percentage,,,2.150008
43335,CP090000,CPI: 09 - Recreation and culture,GY,Percentage change on the same period of the previous year,M,Monthly,2019-08,Aug-2019,PC,Percentage,,,2.248941
43336,CP090000,CPI: 09 - Recreation and culture,GY,Percentage change on the same period of the previous year,M,Monthly,2019-09,Sep-2019,PC,Percentage,,,2.222203
43337,CP090000,CPI: 09 - Recreation and culture,GY,Percentage change on the same period of the previous year,M,Monthly,2019-10,Oct-2019,PC,Percentage,,,2.306524
43338,CP090000,CPI: 09 - Recreation and culture,GY,Percentage change on the same period of the previous year,M,Monthly,2019-11,Nov-2019,PC,Percentage,,,2.266131
43339,CP090000,CPI: 09 - Recreation and culture,GY,Percentage change on the same period of the previous year,M,Monthly,2019-12,Dec-2019,PC,Percentage,,,2.000775
43340,CP090000,CPI: 09 - Recreation and culture,GY,Percentage change on the same period of the previous year,M,Monthly,2020-01,Jan-2020,PC,Percentage,,,2.126853
43341,CP090000,CPI: 09 - Recreation and culture,GY,Percentage change on the same period of the previous year,M,Monthly,2020-02,Feb-2020,PC,Percentage,,,2.129805
43342,CP090000,CPI: 09 - Recreation and culture,GY,Percentage change on the same period of the previous year,M,Monthly,2020-03,Mar-2020,PC,Percentage,,,1.626843
43343,CP090000,CPI: 09 - Recreation and culture,GY,Percentage change on the same period of the previous year,M,Monthly,2020-04,Apr-2020,PC,Percentage,,,0.5317538
43344,CP100000,CPI: 10 - Education,GY,Percentage change on the same period of the previous year,M,Monthly,2015-01,Jan-2015,PC,Percentage,,,4.307761
43345,CP100000,CPI: 10 - Education,GY,Percentage change on the same period of the previous year,M,Monthly,2015-02,Feb-2015,PC,Percentage,,,4.372155
43346,CP100000,CPI: 10 - Education,GY,Percentage change on the same period of the previous year,M,Monthly,2015-03,Mar-2015,PC,Percentage,,,4.404585
43347,CP100000,CPI: 10 - Education,GY,Percentage change on the same period of the previous year,M,Monthly,2015-04,Apr-2015,PC,Percentage,,,4.403095
43348,CP100000,CPI: 10 - Education,GY,Percentage change on the same period of the previous year,M,Monthly,2015-05,May-2015,PC,Percentage,,,4.362588
43349,CP100000,CPI: 10 - Education,GY,Percentage change on the same period of the previous year,M,Monthly,2015-06,Jun-2015,PC,Percentage,,,4.29623
43350,CP100000,CPI: 10 - Education,GY,Percentage change on the same period of the previous year,M,Monthly,2015-07,Jul-2015,PC,Percentage,,,4.358983
43351,CP100000,CPI: 10 - Education,GY,Percentage change on the same period of the previous year,M,Monthly,2015-08,Aug-2015,PC,Percentage,,,4.479179
43352,CP100000,CPI: 10 - Education,GY,Percentage change on the same period of the previous year,M,Monthly,2015-09,Sep-2015,PC,Percentage,,,4.273839
43353,CP100000,CPI: 10 - Education,GY,Percentage change on the same period of the previous year,M,Monthly,2015-10,Oct-2015,PC,Percentage,,,4.283065
43354,CP100000,CPI: 10 - Education,GY,Percentage change on the same period of the previous year,M,Monthly,2015-11,Nov-2015,PC,Percentage,,,4.283123
43355,CP100000,CPI: 10 - Education,GY,Percentage change on the same period of the previous year,M,Monthly,2015-12,Dec-2015,PC,Percentage,,,4.286908
43356,CP100000,CPI: 10 - Education,GY,Percentage change on the same period of the previous year,M,Monthly,2016-01,Jan-2016,PC,Percentage,,,4.32298
43357,CP100000,CPI: 10 - Education,GY,Percentage change on the same period of the previous year,M,Monthly,2016-02,Feb-2016,PC,Percentage,,,4.172251
43358,CP100000,CPI: 10 - Education,GY,Percentage change on the same period of the previous year,M,Monthly,2016-03,Mar-2016,PC,Percentage,,,4.127533
43359,CP100000,CPI: 10 - Education,GY,Percentage change on the same period of the previous year,M,Monthly,2016-04,Apr-2016,PC,Percentage,,,4.120817
43360,CP100000,CPI: 10 - Education,GY,Percentage change on the same period of the previous year,M,Monthly,2016-05,May-2016,PC,Percentage,,,4.117766
43361,CP100000,CPI: 10 - Education,GY,Percentage change on the same period of the previous year,M,Monthly,2016-06,Jun-2016,PC,Percentage,,,4.141273
43362,CP100000,CPI: 10 - Education,GY,Percentage change on the same period of the previous year,M,Monthly,2016-07,Jul-2016,PC,Percentage,,,4.175202
43363,CP100000,CPI: 10 - Education,GY,Percentage change on the same period of the previous year,M,Monthly,2016-08,Aug-2016,PC,Percentage,,,4.064325
43364,CP100000,CPI: 10 - Education,GY,Percentage change on the same period of the previous year,M,Monthly,2016-09,Sep-2016,PC,Percentage,,,4.27003
43365,CP100000,CPI: 10 - Education,GY,Percentage change on the same period of the previous year,M,Monthly,2016-10,Oct-2016,PC,Percentage,,,4.262393
43366,CP100000,CPI: 10 - Education,GY,Percentage change on the same period of the previous year,M,Monthly,2016-11,Nov-2016,PC,Percentage,,,4.262317
43367,CP100000,CPI: 10 - Education,GY,Percentage change on the same period of the previous year,M,Monthly,2016-12,Dec-2016,PC,Percentage,,,4.258514
43368,CP100000,CPI: 10 - Education,GY,Percentage change on the same period of the previous year,M,Monthly,2017-01,Jan-2017,PC,Percentage,,,4.292995
43369,CP100000,CPI: 10 - Education,GY,Percentage change on the same period of the previous year,M,Monthly,2017-02,Feb-2017,PC,Percentage,,,4.40407
43370,CP100000,CPI: 10 - Education,GY,Percentage change on the same period of the previous year,M,Monthly,2017-03,Mar-2017,PC,Percentage,,,4.405293
43371,CP100000,CPI: 10 - Education,GY,Percentage change on the same period of the previous year,M,Monthly,2017-04,Apr-2017,PC,Percentage,,,4.39738
43372,CP100000,CPI: 10 - Education,GY,Percentage change on the same period of the previous year,M,Monthly,2017-05,May-2017,PC,Percentage,,,4.402961
43373,CP100000,CPI: 10 - Education,GY,Percentage change on the same period of the previous year,M,Monthly,2017-06,Jun-2017,PC,Percentage,,,4.367907
43374,CP100000,CPI: 10 - Education,GY,Percentage change on the same period of the previous year,M,Monthly,2017-07,Jul-2017,PC,Percentage,,,4.319908
43375,CP100000,CPI: 10 - Education,GY,Percentage change on the same period of the previous year,M,Monthly,2017-08,Aug-2017,PC,Percentage,,,4.627776
43376,CP100000,CPI: 10 - Education,GY,Percentage change on the same period of the previous year,M,Monthly,2017-09,Sep-2017,PC,Percentage,,,4.734007
43377,CP100000,CPI: 10 - Education,GY,Percentage change on the same period of the previous year,M,Monthly,2017-10,Oct-2017,PC,Percentage,,,4.73691
43378,CP100000,CPI: 10 - Education,GY,Percentage change on the same period of the previous year,M,Monthly,2017-11,Nov-2017,PC,Percentage,,,4.73691
43379,CP100000,CPI: 10 - Education,GY,Percentage change on the same period of the previous year,M,Monthly,2017-12,Dec-2017,PC,Percentage,,,4.73691
43380,CP100000,CPI: 10 - Education,GY,Percentage change on the same period of the previous year,M,Monthly,2018-01,Jan-2018,PC,Percentage,,,4.693801
43381,CP100000,CPI: 10 - Education,GY,Percentage change on the same period of the previous year,M,Monthly,2018-02,Feb-2018,PC,Percentage,,,4.826217
43382,CP100000,CPI: 10 - Education,GY,Percentage change on the same period of the previous year,M,Monthly,2018-03,Mar-2018,PC,Percentage,,,4.836584
43383,CP100000,CPI: 10 - Education,GY,Percentage change on the same period of the previous year,M,Monthly,2018-04,Apr-2018,PC,Percentage,,,4.837308
43384,CP100000,CPI: 10 - Education,GY,Percentage change on the same period of the previous year,M,Monthly,2018-05,May-2018,PC,Percentage,,,4.821865
