,SUBJECT,Subject,MEASURE,Measure,FREQUENCY,Frequency,TIME,Time,Unit Code,Unit,PowerCode Code,PowerCode,Reference Period Code,Reference Period,Value
9902,XTIMVA01,Imports in goods (value),NCMLSA,"National Currency, Seasonally adjusted",M,Monthly,2019-07,Jul-2019,NATCUR,National currency,9,Billions,,,727.7173
9903,XTIMVA01,Imports in goods (value),NCMLSA,"National Currency, Seasonally adjusted",M,Monthly,2019-08,Aug-2019,NATCUR,National currency,9,Billions,,,748.9098
9904,XTIMVA01,Imports in goods (value),NCMLSA,"National Currency, Seasonally adjusted",M,Monthly,2019-09,Sep-2019,NATCUR,National currency,9,Billions,,,730.6674
9905,XTIMVA01,Imports in goods (value),NCMLSA,"National Currency, Seasonally adjusted",M,Monthly,2019-10,Oct-2019,NATCUR,National currency,9,Billions,,,715.556
9906,XTIMVA01,Imports in goods (value),NCMLSA,"National Currency, Seasonally adjusted",M,Monthly,2019-11,Nov-2019,NATCUR,National currency,9,Billions,,,707.7389999999999
9907,XTIMVA01,Imports in goods (value),NCMLSA,"National Currency, Seasonally adjusted",M,Monthly,2019-12,Dec-2019,NATCUR,National currency,9,Billions,,,697.8608
9908,XTIMVA01,Imports in goods (value),NCMLSA,"National Currency, Seasonally adjusted",M,Monthly,2020-01,Jan-2020,NATCUR,National currency,9,Billions,,,706.8502
9909,XTIMVA01,Imports in goods (value),NCMLSA,"National Currency, Seasonally adjusted",M,Monthly,2020-02,Feb-2020,NATCUR,National currency,9,Billions,,,689.9778
9910,XTIMVA01,Imports in goods (value),NCMLSA,"National Currency, Seasonally adjusted",M,Monthly,2020-03,Mar-2020,NATCUR,National currency,9,Billions,,,768.0363
9911,XTIMVA01,Imports in goods (value),NCMLSA,"National Currency, Seasonally adjusted",M,Monthly,2020-04,Apr-2020,NATCUR,National currency,9,Billions,,,652.6513
9912,XTNTVA01,Net trade in goods (value),NCMLSA,"National Currency, Seasonally adjusted",M,Monthly,2018-10,Oct-2018,NATCUR,National currency,9,Billions,,,-26.8322
9913,XTNTVA01,Net trade in goods (value),NCMLSA,"National Currency, Seasonally adjusted",M,Monthly,2018-11,Nov-2018,NATCUR,National currency,9,Billions,,,-45.41858
9914,XTNTVA01,Net trade in goods (value),NCMLSA,"National Currency, Seasonally adjusted",M,Monthly,2018-12,Dec-2018,NATCUR,National currency,9,Billions,,,3.540671
9915,XTNTVA01,Net trade in goods (value),NCMLSA,"National Currency, Seasonally adjusted",M,Monthly,2019-01,Jan-2019,NATCUR,National currency,9,Billions,,,-20.196170000000002
9916,XTNTVA01,Net trade in goods (value),NCMLSA,"National Currency, Seasonally adjusted",M,Monthly,2019-02,Feb-2019,NATCUR,National currency,9,Billions,,,-0.7216088
9917,XTNTVA01,Net trade in goods (value),NCMLSA,"National Currency, Seasonally adjusted",M,Monthly,2019-03,Mar-2019,NATCUR,National currency,9,Billions,,,-0.23768809999999999
9918,XTNTVA01,Net trade in goods (value),NCMLSA,"National Currency, Seasonally adjusted",M,Monthly,2019-04,Apr-2019,NATCUR,National currency,9,Billions,,,3.423916
9919,XTNTVA01,Net trade in goods (value),NCMLSA,"National Currency, Seasonally adjusted",M,Monthly,2019-05,May-2019,NATCUR,National currency,9,Billions,,,12.26222
9920,XTNTVA01,Net trade in goods (value),NCMLSA,"National Currency, Seasonally adjusted",M,Monthly,2019-06,Jun-2019,NATCUR,National currency,9,Billions,,,21.804560000000002
9921,XTNTVA01,Net trade in goods (value),NCMLSA,"National Currency, Seasonally adjusted",M,Monthly,2019-07,Jul-2019,NATCUR,National currency,9,Billions,,,4.853033
9922,XTNTVA01,Net trade in goods (value),NCMLSA,"National Currency, Seasonally adjusted",M,Monthly,2019-08,Aug-2019,NATCUR,National currency,9,Billions,,,27.85414
9923,XTNTVA01,Net trade in goods (value),NCMLSA,"National Currency, Seasonally adjusted",M,Monthly,2019-09,Sep-2019,NATCUR,National currency,9,Billions,,,10.81511
9924,XTNTVA01,Net trade in goods (value),NCMLSA,"National Currency, Seasonally adjusted",M,Monthly,2019-10,Oct-2019,NATCUR,National currency,9,Billions,,,7.075839
9925,XTNTVA01,Net trade in goods (value),NCMLSA,"National Currency, Seasonally adjusted",M,Monthly,2019-11,Nov-2019,NATCUR,National currency,9,Billions,,,14.327520000000002
9926,XTNTVA01,Net trade in goods (value),NCMLSA,"National Currency, Seasonally adjusted",M,Monthly,2019-12,Dec-2019,NATCUR,National currency,9,Billions,,,25.19667
9927,XTNTVA01,Net trade in goods (value),NCMLSA,"National Currency, Seasonally adjusted",M,Monthly,2020-01,Jan-2020,NATCUR,National currency,9,Billions,,,32.08416
9928,XTNTVA01,Net trade in goods (value),NCMLSA,"National Currency, Seasonally adjusted",M,Monthly,2020-02,Feb-2020,NATCUR,National currency,9,Billions,,,25.17434
9929,XTNTVA01,Net trade in goods (value),NCMLSA,"National Currency, Seasonally adjusted",M,Monthly,2020-03,Mar-2020,NATCUR,National currency,9,Billions,,,41.4636
9930,XTNTVA01,Net trade in goods (value),NCMLSA,"National Currency, Seasonally adjusted",M,Monthly,2020-04,Apr-2020,NATCUR,National currency,9,Billions,,,-103.4587
9931,XTEXVA01,Exports in goods (value),GPSA,Percentage change from previous period,M,Monthly,2018-10,Oct-2018,PC,Percentage,0,Units,,,-2.978631
9932,XTEXVA01,Exports in goods (value),GPSA,Percentage change from previous period,M,Monthly,2018-11,Nov-2018,PC,Percentage,0,Units,,,-1.727285
9933,XTEXVA01,Exports in goods (value),GPSA,Percentage change from previous period,M,Monthly,2018-12,Dec-2018,PC,Percentage,0,Units,,,2.046116
9934,XTEXVA01,Exports in goods (value),GPSA,Percentage change from previous period,M,Monthly,2019-01,Jan-2019,PC,Percentage,0,Units,,,-0.44410320000000003
9935,XTEXVA01,Exports in goods (value),GPSA,Percentage change from previous period,M,Monthly,2019-02,Feb-2019,PC,Percentage,0,Units,,,0.9759384
9936,XTEXVA01,Exports in goods (value),GPSA,Percentage change from previous period,M,Monthly,2019-03,Mar-2019,PC,Percentage,0,Units,,,0.04052897
9937,XTEXVA01,Exports in goods (value),GPSA,Percentage change from previous period,M,Monthly,2019-04,Apr-2019,PC,Percentage,0,Units,,,1.4442760000000001
9938,XTEXVA01,Exports in goods (value),GPSA,Percentage change from previous period,M,Monthly,2019-05,May-2019,PC,Percentage,0,Units,,,0.831824
9939,XTEXVA01,Exports in goods (value),GPSA,Percentage change from previous period,M,Monthly,2019-06,Jun-2019,PC,Percentage,0,Units,,,-1.420089
9940,XTEXVA01,Exports in goods (value),GPSA,Percentage change from previous period,M,Monthly,2019-07,Jul-2019,PC,Percentage,0,Units,,,-0.5284158
9941,XTEXVA01,Exports in goods (value),GPSA,Percentage change from previous period,M,Monthly,2019-08,Aug-2019,PC,Percentage,0,Units,,,2.600916
9942,XTEXVA01,Exports in goods (value),GPSA,Percentage change from previous period,M,Monthly,2019-09,Sep-2019,PC,Percentage,0,Units,,,-4.009165
9943,XTEXVA01,Exports in goods (value),GPSA,Percentage change from previous period,M,Monthly,2019-10,Oct-2019,PC,Percentage,0,Units,,,-1.305151
9944,XTEXVA01,Exports in goods (value),GPSA,Percentage change from previous period,M,Monthly,2019-11,Nov-2019,PC,Percentage,0,Units,,,-0.01903431
9945,XTEXVA01,Exports in goods (value),GPSA,Percentage change from previous period,M,Monthly,2019-12,Dec-2019,PC,Percentage,0,Units,,,1.225162
9946,XTEXVA01,Exports in goods (value),GPSA,Percentage change from previous period,M,Monthly,2020-01,Jan-2020,PC,Percentage,0,Units,,,3.850014
9947,XTEXVA01,Exports in goods (value),GPSA,Percentage change from previous period,M,Monthly,2020-02,Feb-2020,PC,Percentage,0,Units,,,-3.353094
9948,XTEXVA01,Exports in goods (value),GPSA,Percentage change from previous period,M,Monthly,2020-03,Mar-2020,PC,Percentage,0,Units,,,-3.8825239999999996
9949,XTEXVA01,Exports in goods (value),GPSA,Percentage change from previous period,M,Monthly,2020-04,Apr-2020,PC,Percentage,0,Units,,,-37.67107
9950,XTIMVA01,Imports in goods (value),GPSA,Percentage change from previous period,M,Monthly,2018-10,Oct-2018,PC,Percentage,0,Units,,,-0.05989248
9951,XTIMVA01,Imports in goods (value),GPSA,Percentage change from previous period,M,Monthly,2018-11,Nov-2018,PC,Percentage,0,Units,,,0.477196
9952,XTIMVA01,Imports in goods (value),GPSA,Percentage change from previous period,M,Monthly,2018-12,Dec-2018,PC,Percentage,0,Units,,,-4.186801999999999
9953,XTIMVA01,Imports in goods (value),GPSA,Percentage change from previous period,M,Monthly,2019-01,Jan-2019,PC,Percentage,0,Units,,,2.7941759999999998
9954,XTIMVA01,Imports in goods (value),GPSA,Percentage change from previous period,M,Monthly,2019-02,Feb-2019,PC,Percentage,0,Units,,,-1.6536919999999997
9955,XTIMVA01,Imports in goods (value),GPSA,Percentage change from previous period,M,Monthly,2019-03,Mar-2019,PC,Percentage,0,Units,,,-0.02533609
9956,XTIMVA01,Imports in goods (value),GPSA,Percentage change from previous period,M,Monthly,2019-04,Apr-2019,PC,Percentage,0,Units,,,0.940966
9957,XTIMVA01,Imports in goods (value),GPSA,Percentage change from previous period,M,Monthly,2019-05,May-2019,PC,Percentage,0,Units,,,-0.3549587
9958,XTIMVA01,Imports in goods (value),GPSA,Percentage change from previous period,M,Monthly,2019-06,Jun-2019,PC,Percentage,0,Units,,,-2.717849
9959,XTIMVA01,Imports in goods (value),GPSA,Percentage change from previous period,M,Monthly,2019-07,Jul-2019,PC,Percentage,0,Units,,,1.795759
9960,XTIMVA01,Imports in goods (value),GPSA,Percentage change from previous period,M,Monthly,2019-08,Aug-2019,PC,Percentage,0,Units,,,-0.4185782
9961,XTIMVA01,Imports in goods (value),GPSA,Percentage change from previous period,M,Monthly,2019-09,Sep-2019,PC,Percentage,0,Units,,,-1.8911630000000001
9962,XTIMVA01,Imports in goods (value),GPSA,Percentage change from previous period,M,Monthly,2019-10,Oct-2019,PC,Percentage,0,Units,,,-0.8250011
9963,XTIMVA01,Imports in goods (value),GPSA,Percentage change from previous period,M,Monthly,2019-11,Nov-2019,PC,Percentage,0,Units,,,-1.033842
9964,XTIMVA01,Imports in goods (value),GPSA,Percentage change from previous period,M,Monthly,2019-12,Dec-2019,PC,Percentage,0,Units,,,-0.3244712
9965,XTIMVA01,Imports in goods (value),GPSA,Percentage change from previous period,M,Monthly,2020-01,Jan-2020,PC,Percentage,0,Units,,,2.92766
9966,XTIMVA01,Imports in goods (value),GPSA,Percentage change from previous period,M,Monthly,2020-02,Feb-2020,PC,Percentage,0,Units,,,-2.522787
9967,XTIMVA01,Imports in goods (value),GPSA,Percentage change from previous period,M,Monthly,2020-03,Mar-2020,PC,Percentage,0,Units,,,-5.478494
9968,XTIMVA01,Imports in goods (value),GPSA,Percentage change from previous period,M,Monthly,2020-04,Apr-2020,PC,Percentage,0,Units,,,-21.93052
9969,XTEXVA01,Exports in goods (value),GYSA,Percentage change on the same period of the previous year,M,Monthly,2018-10,Oct-2018,PC,Percentage,0,Units,,,9.18603
9970,XTEXVA01,Exports in goods (value),GYSA,Percentage change on the same period of the previous year,M,Monthly,2018-11,Nov-2018,PC,Percentage,0,Units,,,3.558586
9971,XTEXVA01,Exports in goods (value),GYSA,Percentage change on the same period of the previous year,M,Monthly,2018-12,Dec-2018,PC,Percentage,0,Units,,,4.615604
9972,XTEXVA01,Exports in goods (value),GYSA,Percentage change on the same period of the previous year,M,Monthly,2019-01,Jan-2019,PC,Percentage,0,Units,,,5.688264
9973,XTEXVA01,Exports in goods (value),GYSA,Percentage change on the same period of the previous year,M,Monthly,2019-02,Feb-2019,PC,Percentage,0,Units,,,3.432554
9974,XTEXVA01,Exports in goods (value),GYSA,Percentage change on the same period of the previous year,M,Monthly,2019-03,Mar-2019,PC,Percentage,0,Units,,,0.3495483
9975,XTEXVA01,Exports in goods (value),GYSA,Percentage change on the same period of the previous year,M,Monthly,2019-04,Apr-2019,PC,Percentage,0,Units,,,4.1169150000000005
9976,XTEXVA01,Exports in goods (value),GYSA,Percentage change on the same period of the previous year,M,Monthly,2019-05,May-2019,PC,Percentage,0,Units,,,7.370276
9977,XTEXVA01,Exports in goods (value),GYSA,Percentage change on the same period of the previous year,M,Monthly,2019-06,Jun-2019,PC,Percentage,0,Units,,,4.38314
9978,XTEXVA01,Exports in goods (value),GYSA,Percentage change on the same period of the previous year,M,Monthly,2019-07,Jul-2019,PC,Percentage,0,Units,,,3.3224940000000003
9979,XTEXVA01,Exports in goods (value),GYSA,Percentage change on the same period of the previous year,M,Monthly,2019-08,Aug-2019,PC,Percentage,0,Units,,,4.184396
9980,XTEXVA01,Exports in goods (value),GYSA,Percentage change on the same period of the previous year,M,Monthly,2019-09,Sep-2019,PC,Percentage,0,Units,,,-3.3389889999999998
9981,XTEXVA01,Exports in goods (value),GYSA,Percentage change on the same period of the previous year,M,Monthly,2019-10,Oct-2019,PC,Percentage,0,Units,,,-1.6717240000000002
9982,XTEXVA01,Exports in goods (value),GYSA,Percentage change on the same period of the previous year,M,Monthly,2019-11,Nov-2019,PC,Percentage,0,Units,,,0.03749259
9983,XTEXVA01,Exports in goods (value),GYSA,Percentage change on the same period of the previous year,M,Monthly,2019-12,Dec-2019,PC,Percentage,0,Units,,,-0.7673025
9984,XTEXVA01,Exports in goods (value),GYSA,Percentage change on the same period of the previous year,M,Monthly,2020-01,Jan-2020,PC,Percentage,0,Units,,,3.5128739999999996
9985,XTEXVA01,Exports in goods (value),GYSA,Percentage change on the same period of the previous year,M,Monthly,2020-02,Feb-2020,PC,Percentage,0,Units,,,-0.9249216999999998
9986,XTEXVA01,Exports in goods (value),GYSA,Percentage change on the same period of the previous year,M,Monthly,2020-03,Mar-2020,PC,Percentage,0,Units,,,-4.810114
9987,XTEXVA01,Exports in goods (value),GYSA,Percentage change on the same period of the previous year,M,Monthly,2020-04,Apr-2020,PC,Percentage,0,Units,,,-41.51386
9988,XTIMVA01,Imports in goods (value),GYSA,Percentage change on the same period of the previous year,M,Monthly,2018-10,Oct-2018,PC,Percentage,0,Units,,,8.921963
9989,XTIMVA01,Imports in goods (value),GYSA,Percentage change on the same period of the previous year,M,Monthly,2018-11,Nov-2018,PC,Percentage,0,Units,,,10.17583
9990,XTIMVA01,Imports in goods (value),GYSA,Percentage change on the same period of the previous year,M,Monthly,2018-12,Dec-2018,PC,Percentage,0,Units,,,0.1408007
9991,XTIMVA01,Imports in goods (value),GYSA,Percentage change on the same period of the previous year,M,Monthly,2019-01,Jan-2019,PC,Percentage,0,Units,,,6.170726
9992,XTIMVA01,Imports in goods (value),GYSA,Percentage change on the same period of the previous year,M,Monthly,2019-02,Feb-2019,PC,Percentage,0,Units,,,2.2324509999999997
9993,XTIMVA01,Imports in goods (value),GYSA,Percentage change on the same period of the previous year,M,Monthly,2019-03,Mar-2019,PC,Percentage,0,Units,,,-1.382789
9994,XTIMVA01,Imports in goods (value),GYSA,Percentage change on the same period of the previous year,M,Monthly,2019-04,Apr-2019,PC,Percentage,0,Units,,,2.129409
9995,XTIMVA01,Imports in goods (value),GYSA,Percentage change on the same period of the previous year,M,Monthly,2019-05,May-2019,PC,Percentage,0,Units,,,-0.3352493
9996,XTIMVA01,Imports in goods (value),GYSA,Percentage change on the same period of the previous year,M,Monthly,2019-06,Jun-2019,PC,Percentage,0,Units,,,-3.359365
9997,XTIMVA01,Imports in goods (value),GYSA,Percentage change on the same period of the previous year,M,Monthly,2019-07,Jul-2019,PC,Percentage,0,Units,,,-2.107863
9998,XTIMVA01,Imports in goods (value),GYSA,Percentage change on the same period of the previous year,M,Monthly,2019-08,Aug-2019,PC,Percentage,0,Units,,,-2.278816
9999,XTIMVA01,Imports in goods (value),GYSA,Percentage change on the same period of the previous year,M,Monthly,2019-09,Sep-2019,PC,Percentage,0,Units,,,-5.3715720000000005
10000,XTIMVA01,Imports in goods (value),GYSA,Percentage change on the same period of the previous year,M,Monthly,2019-10,Oct-2019,PC,Percentage,0,Units,,,-6.0960160000000005
10001,XTIMVA01,Imports in goods (value),GYSA,Percentage change on the same period of the previous year,M,Monthly,2019-11,Nov-2019,PC,Percentage,0,Units,,,-7.508202000000001
10002,XTIMVA01,Imports in goods (value),GYSA,Percentage change on the same period of the previous year,M,Monthly,2019-12,Dec-2019,PC,Percentage,0,Units,,,-3.77976
10003,XTIMVA01,Imports in goods (value),GYSA,Percentage change on the same period of the previous year,M,Monthly,2020-01,Jan-2020,PC,Percentage,0,Units,,,-3.654813
10004,XTIMVA01,Imports in goods (value),GYSA,Percentage change on the same period of the previous year,M,Monthly,2020-02,Feb-2020,PC,Percentage,0,Units,,,-4.506223
10005,XTIMVA01,Imports in goods (value),GYSA,Percentage change on the same period of the previous year,M,Monthly,2020-03,Mar-2020,PC,Percentage,0,Units,,,-9.71497
10006,XTIMVA01,Imports in goods (value),GYSA,Percentage change on the same period of the previous year,M,Monthly,2020-04,Apr-2020,PC,Percentage,0,Units,,,-30.171999999999997
15788,XTEXVA01,Exports in goods (value),NCML,National Currency,Q,Quarterly,2018-Q4,Q4-2018,NATCUR,National currency,9,Billions,,,2322.385
15789,XTEXVA01,Exports in goods (value),NCML,National Currency,Q,Quarterly,2019-Q1,Q1-2019,NATCUR,National currency,9,Billions,,,2071.644
15790,XTEXVA01,Exports in goods (value),NCML,National Currency,Q,Quarterly,2019-Q2,Q2-2019,NATCUR,National currency,9,Billions,,,2275.147
15791,XTEXVA01,Exports in goods (value),NCML,National Currency,Q,Quarterly,2019-Q3,Q3-2019,NATCUR,National currency,9,Billions,,,2258.021
15792,XTEXVA01,Exports in goods (value),NCML,National Currency,Q,Quarterly,2019-Q4,Q4-2019,NATCUR,National currency,9,Billions,,,2248.43
15793,XTEXVA01,Exports in goods (value),NCML,National Currency,Q,Quarterly,2020-Q1,Q1-2020,NATCUR,National currency,9,Billions,,,2167.616
15794,XTIMVA01,Imports in goods (value),NCML,National Currency,Q,Quarterly,2018-Q4,Q4-2018,NATCUR,National currency,9,Billions,,,2387.445
15795,XTIMVA01,Imports in goods (value),NCML,National Currency,Q,Quarterly,2019-Q1,Q1-2019,NATCUR,National currency,9,Billions,,,2105.506
15796,XTIMVA01,Imports in goods (value),NCML,National Currency,Q,Quarterly,2019-Q2,Q2-2019,NATCUR,National currency,9,Billions,,,2179.465
15797,XTIMVA01,Imports in goods (value),NCML,National Currency,Q,Quarterly,2019-Q3,Q3-2019,NATCUR,National currency,9,Billions,,,2277.624
15798,XTIMVA01,Imports in goods (value),NCML,National Currency,Q,Quarterly,2019-Q4,Q4-2019,NATCUR,National currency,9,Billions,,,2187.113
15799,XTIMVA01,Imports in goods (value),NCML,National Currency,Q,Quarterly,2020-Q1,Q1-2020,NATCUR,National currency,9,Billions,,,2086.4210000000003
16179,XTEXVA01,Exports in goods (value),NCML,National Currency,M,Monthly,2018-10,Oct-2018,NATCUR,National currency,9,Billions,,,790.4984
16180,XTEXVA01,Exports in goods (value),NCML,National Currency,M,Monthly,2018-11,Nov-2018,NATCUR,National currency,9,Billions,,,779.0973
16181,XTEXVA01,Exports in goods (value),NCML,National Currency,M,Monthly,2018-12,Dec-2018,NATCUR,National currency,9,Billions,,,752.7897
16182,XTEXVA01,Exports in goods (value),NCML,National Currency,M,Monthly,2019-01,Jan-2019,NATCUR,National currency,9,Billions,,,624.8439
16183,XTEXVA01,Exports in goods (value),NCML,National Currency,M,Monthly,2019-02,Feb-2019,NATCUR,National currency,9,Billions,,,697.8404
16184,XTEXVA01,Exports in goods (value),NCML,National Currency,M,Monthly,2019-03,Mar-2019,NATCUR,National currency,9,Billions,,,748.96
16185,XTEXVA01,Exports in goods (value),NCML,National Currency,M,Monthly,2019-04,Apr-2019,NATCUR,National currency,9,Billions,,,749.6503
16186,XTEXVA01,Exports in goods (value),NCML,National Currency,M,Monthly,2019-05,May-2019,NATCUR,National currency,9,Billions,,,796.7827
16187,XTEXVA01,Exports in goods (value),NCML,National Currency,M,Monthly,2019-06,Jun-2019,NATCUR,National currency,9,Billions,,,728.7145
16188,XTEXVA01,Exports in goods (value),NCML,National Currency,M,Monthly,2019-07,Jul-2019,NATCUR,National currency,9,Billions,,,744.06
16189,XTEXVA01,Exports in goods (value),NCML,National Currency,M,Monthly,2019-08,Aug-2019,NATCUR,National currency,9,Billions,,,787.2241
16190,XTEXVA01,Exports in goods (value),NCML,National Currency,M,Monthly,2019-09,Sep-2019,NATCUR,National currency,9,Billions,,,726.7373
16191,XTEXVA01,Exports in goods (value),NCML,National Currency,M,Monthly,2019-10,Oct-2019,NATCUR,National currency,9,Billions,,,786.7662
16192,XTEXVA01,Exports in goods (value),NCML,National Currency,M,Monthly,2019-11,Nov-2019,NATCUR,National currency,9,Billions,,,722.7306
16193,XTEXVA01,Exports in goods (value),NCML,National Currency,M,Monthly,2019-12,Dec-2019,NATCUR,National currency,9,Billions,,,738.933
16194,XTEXVA01,Exports in goods (value),NCML,National Currency,M,Monthly,2020-01,Jan-2020,NATCUR,National currency,9,Billions,,,630.6356
16195,XTEXVA01,Exports in goods (value),NCML,National Currency,M,Monthly,2020-02,Feb-2020,NATCUR,National currency,9,Billions,,,687.9945
16196,XTEXVA01,Exports in goods (value),NCML,National Currency,M,Monthly,2020-03,Mar-2020,NATCUR,National currency,9,Billions,,,848.9857
16197,XTEXVA01,Exports in goods (value),NCML,National Currency,M,Monthly,2020-04,Apr-2020,NATCUR,National currency,9,Billions,,,563.5981
16198,XTIMVA01,Imports in goods (value),NCML,National Currency,M,Monthly,2018-10,Oct-2018,NATCUR,National currency,9,Billions,,,846.5922
16199,XTIMVA01,Imports in goods (value),NCML,National Currency,M,Monthly,2018-11,Nov-2018,NATCUR,National currency,9,Billions,,,826.1968
16200,XTIMVA01,Imports in goods (value),NCML,National Currency,M,Monthly,2018-12,Dec-2018,NATCUR,National currency,9,Billions,,,714.6556
16201,XTIMVA01,Imports in goods (value),NCML,National Currency,M,Monthly,2019-01,Jan-2019,NATCUR,National currency,9,Billions,,,713.3939999999999
16202,XTIMVA01,Imports in goods (value),NCML,National Currency,M,Monthly,2019-02,Feb-2019,NATCUR,National currency,9,Billions,,,671.7189
16203,XTIMVA01,Imports in goods (value),NCML,National Currency,M,Monthly,2019-03,Mar-2019,NATCUR,National currency,9,Billions,,,720.3927
16204,XTIMVA01,Imports in goods (value),NCML,National Currency,M,Monthly,2019-04,Apr-2019,NATCUR,National currency,9,Billions,,,721.0611
16205,XTIMVA01,Imports in goods (value),NCML,National Currency,M,Monthly,2019-05,May-2019,NATCUR,National currency,9,Billions,,,778.5110000000001
16206,XTIMVA01,Imports in goods (value),NCML,National Currency,M,Monthly,2019-06,Jun-2019,NATCUR,National currency,9,Billions,,,679.8929
16207,XTIMVA01,Imports in goods (value),NCML,National Currency,M,Monthly,2019-07,Jul-2019,NATCUR,National currency,9,Billions,,,768.5917
16208,XTIMVA01,Imports in goods (value),NCML,National Currency,M,Monthly,2019-08,Aug-2019,NATCUR,National currency,9,Billions,,,779.3204
16209,XTIMVA01,Imports in goods (value),NCML,National Currency,M,Monthly,2019-09,Sep-2019,NATCUR,National currency,9,Billions,,,729.7115
16210,XTIMVA01,Imports in goods (value),NCML,National Currency,M,Monthly,2019-10,Oct-2019,NATCUR,National currency,9,Billions,,,800.0386
16211,XTIMVA01,Imports in goods (value),NCML,National Currency,M,Monthly,2019-11,Nov-2019,NATCUR,National currency,9,Billions,,,707.9345
16212,XTIMVA01,Imports in goods (value),NCML,National Currency,M,Monthly,2019-12,Dec-2019,NATCUR,National currency,9,Billions,,,679.1398
16213,XTIMVA01,Imports in goods (value),NCML,National Currency,M,Monthly,2020-01,Jan-2020,NATCUR,National currency,9,Billions,,,677.22
16214,XTIMVA01,Imports in goods (value),NCML,National Currency,M,Monthly,2020-02,Feb-2020,NATCUR,National currency,9,Billions,,,634.0708
16215,XTIMVA01,Imports in goods (value),NCML,National Currency,M,Monthly,2020-03,Mar-2020,NATCUR,National currency,9,Billions,,,775.1302
16216,XTIMVA01,Imports in goods (value),NCML,National Currency,M,Monthly,2020-04,Apr-2020,NATCUR,National currency,9,Billions,,,638.0078
18031,XTNTVA01,Net trade in goods (value),NCML,National Currency,Q,Quarterly,2018-Q4,Q4-2018,NATCUR,National currency,9,Billions,,,-65.05923
18032,XTNTVA01,Net trade in goods (value),NCML,National Currency,Q,Quarterly,2019-Q1,Q1-2019,NATCUR,National currency,9,Billions,,,-33.86139
18033,XTNTVA01,Net trade in goods (value),NCML,National Currency,Q,Quarterly,2019-Q2,Q2-2019,NATCUR,National currency,9,Billions,,,95.6825
18034,XTNTVA01,Net trade in goods (value),NCML,National Currency,Q,Quarterly,2019-Q3,Q3-2019,NATCUR,National currency,9,Billions,,,-19.60229
18035,XTNTVA01,Net trade in goods (value),NCML,National Currency,Q,Quarterly,2019-Q4,Q4-2019,NATCUR,National currency,9,Billions,,,61.31685
18036,XTNTVA01,Net trade in goods (value),NCML,National Currency,Q,Quarterly,2020-Q1,Q1-2020,NATCUR,National currency,9,Billions,,,81.19478000000001
18202,XTNTVA01,Net trade in goods (value),NCML,National Currency,M,Monthly,2018-10,Oct-2018,NATCUR,National currency,9,Billions,,,-56.09373000000001
18203,XTNTVA01,Net trade in goods (value),NCML,National Currency,M,Monthly,2018-11,Nov-2018,NATCUR,National currency,9,Billions,,,-47.099579999999996
18204,XTNTVA01,Net trade in goods (value),NCML,National Currency,M,Monthly,2018-12,Dec-2018,NATCUR,National currency,9,Billions,,,38.13409
18205,XTNTVA01,Net trade in goods (value),NCML,National Currency,M,Monthly,2019-01,Jan-2019,NATCUR,National currency,9,Billions,,,-88.55017
18206,XTNTVA01,Net trade in goods (value),NCML,National Currency,M,Monthly,2019-02,Feb-2019,NATCUR,National currency,9,Billions,,,26.12148
18207,XTNTVA01,Net trade in goods (value),NCML,National Currency,M,Monthly,2019-03,Mar-2019,NATCUR,National currency,9,Billions,,,28.5673
18208,XTNTVA01,Net trade in goods (value),NCML,National Currency,M,Monthly,2019-04,Apr-2019,NATCUR,National currency,9,Billions,,,28.58922
18209,XTNTVA01,Net trade in goods (value),NCML,National Currency,M,Monthly,2019-05,May-2019,NATCUR,National currency,9,Billions,,,18.2717
18210,XTNTVA01,Net trade in goods (value),NCML,National Currency,M,Monthly,2019-06,Jun-2019,NATCUR,National currency,9,Billions,,,48.82157
18211,XTNTVA01,Net trade in goods (value),NCML,National Currency,M,Monthly,2019-07,Jul-2019,NATCUR,National currency,9,Billions,,,-24.53173
18212,XTNTVA01,Net trade in goods (value),NCML,National Currency,M,Monthly,2019-08,Aug-2019,NATCUR,National currency,9,Billions,,,7.903708
18213,XTNTVA01,Net trade in goods (value),NCML,National Currency,M,Monthly,2019-09,Sep-2019,NATCUR,National currency,9,Billions,,,-2.974263
18214,XTNTVA01,Net trade in goods (value),NCML,National Currency,M,Monthly,2019-10,Oct-2019,NATCUR,National currency,9,Billions,,,-13.27246
18215,XTNTVA01,Net trade in goods (value),NCML,National Currency,M,Monthly,2019-11,Nov-2019,NATCUR,National currency,9,Billions,,,14.796079999999998
18216,XTNTVA01,Net trade in goods (value),NCML,National Currency,M,Monthly,2019-12,Dec-2019,NATCUR,National currency,9,Billions,,,59.79322
18217,XTNTVA01,Net trade in goods (value),NCML,National Currency,M,Monthly,2020-01,Jan-2020,NATCUR,National currency,9,Billions,,,-46.58445
18218,XTNTVA01,Net trade in goods (value),NCML,National Currency,M,Monthly,2020-02,Feb-2020,NATCUR,National currency,9,Billions,,,53.923730000000006
18219,XTNTVA01,Net trade in goods (value),NCML,National Currency,M,Monthly,2020-03,Mar-2020,NATCUR,National currency,9,Billions,,,73.8555
18220,XTNTVA01,Net trade in goods (value),NCML,National Currency,M,Monthly,2020-04,Apr-2020,NATCUR,National currency,9,Billions,,,-74.40957
