,SUBJECT,Subject,MEASURE,Measure,FREQUENCY,Frequency,TIME,Time,Unit Code,Unit,PowerCode Code,PowerCode,Reference Period Code,Reference Period,Value
27580,PIEAFD02,Economic activities - Domestic Producer prices - Manufacture of food products,GY,Percentage change on the same period of the previous year,A,Annual,2017,2017,PC,Percentage,0,Units,,,6.242146
27581,PIEAFD02,Economic activities - Domestic Producer prices - Manufacture of food products,GY,Percentage change on the same period of the previous year,A,Annual,2018,2018,PC,Percentage,0,Units,,,4.7316
27582,PIEAFD02,Economic activities - Domestic Producer prices - Manufacture of food products,GY,Percentage change on the same period of the previous year,A,Annual,2019,2019,PC,Percentage,0,Units,,,3.9120779999999997
31600,PIEAMP02,Economic activities - Domestic producer prices - Manufacturing,GY,Percentage change on the same period of the previous year,Q,Quarterly,2017-Q1,Q1-2017,PC,Percentage,0,Units,,,12.97224
31601,PIEAMP02,Economic activities - Domestic producer prices - Manufacturing,GY,Percentage change on the same period of the previous year,Q,Quarterly,2017-Q2,Q2-2017,PC,Percentage,0,Units,,,9.160319
31602,PIEAMP02,Economic activities - Domestic producer prices - Manufacturing,GY,Percentage change on the same period of the previous year,Q,Quarterly,2017-Q3,Q3-2017,PC,Percentage,0,Units,,,5.2918959999999995
31603,PIEAMP02,Economic activities - Domestic producer prices - Manufacturing,GY,Percentage change on the same period of the previous year,Q,Quarterly,2017-Q4,Q4-2017,PC,Percentage,0,Units,,,5.228743
31604,PIEAMP02,Economic activities - Domestic producer prices - Manufacturing,GY,Percentage change on the same period of the previous year,Q,Quarterly,2018-Q1,Q1-2018,PC,Percentage,0,Units,,,2.626262
31605,PIEAMP02,Economic activities - Domestic producer prices - Manufacturing,GY,Percentage change on the same period of the previous year,Q,Quarterly,2018-Q2,Q2-2018,PC,Percentage,0,Units,,,6.522607
31606,PIEAMP02,Economic activities - Domestic producer prices - Manufacturing,GY,Percentage change on the same period of the previous year,Q,Quarterly,2018-Q3,Q3-2018,PC,Percentage,0,Units,,,8.150675
31607,PIEAMP02,Economic activities - Domestic producer prices - Manufacturing,GY,Percentage change on the same period of the previous year,Q,Quarterly,2018-Q4,Q4-2018,PC,Percentage,0,Units,,,7.0652610000000005
31608,PIEAMP02,Economic activities - Domestic producer prices - Manufacturing,GY,Percentage change on the same period of the previous year,Q,Quarterly,2019-Q1,Q1-2019,PC,Percentage,0,Units,,,4.797346
31609,PIEAMP02,Economic activities - Domestic producer prices - Manufacturing,GY,Percentage change on the same period of the previous year,Q,Quarterly,2019-Q2,Q2-2019,PC,Percentage,0,Units,,,2.936584
31610,PIEAMP02,Economic activities - Domestic producer prices - Manufacturing,GY,Percentage change on the same period of the previous year,Q,Quarterly,2019-Q3,Q3-2019,PC,Percentage,0,Units,,,3.054008
31611,PIEAMP02,Economic activities - Domestic producer prices - Manufacturing,GY,Percentage change on the same period of the previous year,Q,Quarterly,2019-Q4,Q4-2019,PC,Percentage,0,Units,,,0.9773322
31612,PIEAMP02,Economic activities - Domestic producer prices - Manufacturing,GY,Percentage change on the same period of the previous year,Q,Quarterly,2020-Q1,Q1-2020,PC,Percentage,0,Units,,,1.838993
31613,PIEATI02,Economic activities - Domestic producer prices - Industrial Activities,GY,Percentage change on the same period of the previous year,Q,Quarterly,2017-Q1,Q1-2017,PC,Percentage,0,Units,,,18.44908
31614,PIEATI02,Economic activities - Domestic producer prices - Industrial Activities,GY,Percentage change on the same period of the previous year,Q,Quarterly,2017-Q2,Q2-2017,PC,Percentage,0,Units,,,10.620330000000001
31615,PIEATI02,Economic activities - Domestic producer prices - Industrial Activities,GY,Percentage change on the same period of the previous year,Q,Quarterly,2017-Q3,Q3-2017,PC,Percentage,0,Units,,,6.02126
31616,PIEATI02,Economic activities - Domestic producer prices - Industrial Activities,GY,Percentage change on the same period of the previous year,Q,Quarterly,2017-Q4,Q4-2017,PC,Percentage,0,Units,,,6.610113
31617,PIEATI02,Economic activities - Domestic producer prices - Industrial Activities,GY,Percentage change on the same period of the previous year,Q,Quarterly,2018-Q1,Q1-2018,PC,Percentage,0,Units,,,4.0023040000000005
31618,PIEATI02,Economic activities - Domestic producer prices - Industrial Activities,GY,Percentage change on the same period of the previous year,Q,Quarterly,2018-Q2,Q2-2018,PC,Percentage,0,Units,,,10.53178
31619,PIEATI02,Economic activities - Domestic producer prices - Industrial Activities,GY,Percentage change on the same period of the previous year,Q,Quarterly,2018-Q3,Q3-2018,PC,Percentage,0,Units,,,12.6049
31620,PIEATI02,Economic activities - Domestic producer prices - Industrial Activities,GY,Percentage change on the same period of the previous year,Q,Quarterly,2018-Q4,Q4-2018,PC,Percentage,0,Units,,,8.922483
31621,PIEATI02,Economic activities - Domestic producer prices - Industrial Activities,GY,Percentage change on the same period of the previous year,Q,Quarterly,2019-Q1,Q1-2019,PC,Percentage,0,Units,,,4.572483
31622,PIEATI02,Economic activities - Domestic producer prices - Industrial Activities,GY,Percentage change on the same period of the previous year,Q,Quarterly,2019-Q2,Q2-2019,PC,Percentage,0,Units,,,2.011869
31623,PIEATI02,Economic activities - Domestic producer prices - Industrial Activities,GY,Percentage change on the same period of the previous year,Q,Quarterly,2019-Q3,Q3-2019,PC,Percentage,0,Units,,,0.7624434
31624,PIEATI02,Economic activities - Domestic producer prices - Industrial Activities,GY,Percentage change on the same period of the previous year,Q,Quarterly,2019-Q4,Q4-2019,PC,Percentage,0,Units,,,-0.8465686
31625,PIEATI02,Economic activities - Domestic producer prices - Industrial Activities,GY,Percentage change on the same period of the previous year,Q,Quarterly,2020-Q1,Q1-2020,PC,Percentage,0,Units,,,0.33264429999999995
31626,PIEAMI02,Economic activities - Domestic Producer prices - Mining and quarrying activities,GY,Percentage change on the same period of the previous year,Q,Quarterly,2017-Q1,Q1-2017,PC,Percentage,0,Units,,,56.045590000000004
31627,PIEAMI02,Economic activities - Domestic Producer prices - Mining and quarrying activities,GY,Percentage change on the same period of the previous year,Q,Quarterly,2017-Q2,Q2-2017,PC,Percentage,0,Units,,,15.676879999999999
31628,PIEAMI02,Economic activities - Domestic Producer prices - Mining and quarrying activities,GY,Percentage change on the same period of the previous year,Q,Quarterly,2017-Q3,Q3-2017,PC,Percentage,0,Units,,,8.248053
31629,PIEAMI02,Economic activities - Domestic Producer prices - Mining and quarrying activities,GY,Percentage change on the same period of the previous year,Q,Quarterly,2017-Q4,Q4-2017,PC,Percentage,0,Units,,,13.757589999999999
31630,PIEAMI02,Economic activities - Domestic Producer prices - Mining and quarrying activities,GY,Percentage change on the same period of the previous year,Q,Quarterly,2018-Q1,Q1-2018,PC,Percentage,0,Units,,,11.89835
31631,PIEAMI02,Economic activities - Domestic Producer prices - Mining and quarrying activities,GY,Percentage change on the same period of the previous year,Q,Quarterly,2018-Q2,Q2-2018,PC,Percentage,0,Units,,,35.19835
31632,PIEAMI02,Economic activities - Domestic Producer prices - Mining and quarrying activities,GY,Percentage change on the same period of the previous year,Q,Quarterly,2018-Q3,Q3-2018,PC,Percentage,0,Units,,,36.95182
31633,PIEAMI02,Economic activities - Domestic Producer prices - Mining and quarrying activities,GY,Percentage change on the same period of the previous year,Q,Quarterly,2018-Q4,Q4-2018,PC,Percentage,0,Units,,,17.00025
31634,PIEAMI02,Economic activities - Domestic Producer prices - Mining and quarrying activities,GY,Percentage change on the same period of the previous year,Q,Quarterly,2019-Q1,Q1-2019,PC,Percentage,0,Units,,,2.155545
31635,PIEAMI02,Economic activities - Domestic Producer prices - Mining and quarrying activities,GY,Percentage change on the same period of the previous year,Q,Quarterly,2019-Q2,Q2-2019,PC,Percentage,0,Units,,,-3.290825
31636,PIEAMI02,Economic activities - Domestic Producer prices - Mining and quarrying activities,GY,Percentage change on the same period of the previous year,Q,Quarterly,2019-Q3,Q3-2019,PC,Percentage,0,Units,,,-9.936133
31637,PIEAMI02,Economic activities - Domestic Producer prices - Mining and quarrying activities,GY,Percentage change on the same period of the previous year,Q,Quarterly,2019-Q4,Q4-2019,PC,Percentage,0,Units,,,-10.79653
31638,PIEAMI02,Economic activities - Domestic Producer prices - Mining and quarrying activities,GY,Percentage change on the same period of the previous year,Q,Quarterly,2020-Q1,Q1-2020,PC,Percentage,0,Units,,,-14.03561
31639,PIEAFD02,Economic activities - Domestic Producer prices - Manufacture of food products,GY,Percentage change on the same period of the previous year,Q,Quarterly,2017-Q1,Q1-2017,PC,Percentage,0,Units,,,6.629643
31640,PIEAFD02,Economic activities - Domestic Producer prices - Manufacture of food products,GY,Percentage change on the same period of the previous year,Q,Quarterly,2017-Q2,Q2-2017,PC,Percentage,0,Units,,,6.944246000000001
31641,PIEAFD02,Economic activities - Domestic Producer prices - Manufacture of food products,GY,Percentage change on the same period of the previous year,Q,Quarterly,2017-Q3,Q3-2017,PC,Percentage,0,Units,,,6.23395
31642,PIEAFD02,Economic activities - Domestic Producer prices - Manufacture of food products,GY,Percentage change on the same period of the previous year,Q,Quarterly,2017-Q4,Q4-2017,PC,Percentage,0,Units,,,5.187736
31643,PIEAFD02,Economic activities - Domestic Producer prices - Manufacture of food products,GY,Percentage change on the same period of the previous year,Q,Quarterly,2018-Q1,Q1-2018,PC,Percentage,0,Units,,,4.937506
31644,PIEAFD02,Economic activities - Domestic Producer prices - Manufacture of food products,GY,Percentage change on the same period of the previous year,Q,Quarterly,2018-Q2,Q2-2018,PC,Percentage,0,Units,,,4.444498
31645,PIEAFD02,Economic activities - Domestic Producer prices - Manufacture of food products,GY,Percentage change on the same period of the previous year,Q,Quarterly,2018-Q3,Q3-2018,PC,Percentage,0,Units,,,4.392348
31646,PIEAFD02,Economic activities - Domestic Producer prices - Manufacture of food products,GY,Percentage change on the same period of the previous year,Q,Quarterly,2018-Q4,Q4-2018,PC,Percentage,0,Units,,,5.155744
31647,PIEAFD02,Economic activities - Domestic Producer prices - Manufacture of food products,GY,Percentage change on the same period of the previous year,Q,Quarterly,2019-Q1,Q1-2019,PC,Percentage,0,Units,,,4.575371
31648,PIEAFD02,Economic activities - Domestic Producer prices - Manufacture of food products,GY,Percentage change on the same period of the previous year,Q,Quarterly,2019-Q2,Q2-2019,PC,Percentage,0,Units,,,4.085138
31649,PIEAFD02,Economic activities - Domestic Producer prices - Manufacture of food products,GY,Percentage change on the same period of the previous year,Q,Quarterly,2019-Q3,Q3-2019,PC,Percentage,0,Units,,,4.743901999999999
31650,PIEAFD02,Economic activities - Domestic Producer prices - Manufacture of food products,GY,Percentage change on the same period of the previous year,Q,Quarterly,2019-Q4,Q4-2019,PC,Percentage,0,Units,,,2.275225
31651,PIEAFD02,Economic activities - Domestic Producer prices - Manufacture of food products,GY,Percentage change on the same period of the previous year,Q,Quarterly,2020-Q1,Q1-2020,PC,Percentage,0,Units,,,1.664233
44711,PIEAMP02,Economic activities - Domestic producer prices - Manufacturing,GY,Percentage change on the same period of the previous year,M,Monthly,2017-01,Jan-2017,PC,Percentage,0,Units,,,13.88156
44712,PIEAMP02,Economic activities - Domestic producer prices - Manufacturing,GY,Percentage change on the same period of the previous year,M,Monthly,2017-02,Feb-2017,PC,Percentage,0,Units,,,12.813189999999999
44713,PIEAMP02,Economic activities - Domestic producer prices - Manufacturing,GY,Percentage change on the same period of the previous year,M,Monthly,2017-03,Mar-2017,PC,Percentage,0,Units,,,12.229619999999999
44714,PIEAMP02,Economic activities - Domestic producer prices - Manufacturing,GY,Percentage change on the same period of the previous year,M,Monthly,2017-04,Apr-2017,PC,Percentage,0,Units,,,10.79685
44715,PIEAMP02,Economic activities - Domestic producer prices - Manufacturing,GY,Percentage change on the same period of the previous year,M,Monthly,2017-05,May-2017,PC,Percentage,0,Units,,,9.617157
44716,PIEAMP02,Economic activities - Domestic producer prices - Manufacturing,GY,Percentage change on the same period of the previous year,M,Monthly,2017-06,Jun-2017,PC,Percentage,0,Units,,,7.1204979999999995
44717,PIEAMP02,Economic activities - Domestic producer prices - Manufacturing,GY,Percentage change on the same period of the previous year,M,Monthly,2017-07,Jul-2017,PC,Percentage,0,Units,,,5.8521589999999994
44718,PIEAMP02,Economic activities - Domestic producer prices - Manufacturing,GY,Percentage change on the same period of the previous year,M,Monthly,2017-08,Aug-2017,PC,Percentage,0,Units,,,5.575697
44719,PIEAMP02,Economic activities - Domestic producer prices - Manufacturing,GY,Percentage change on the same period of the previous year,M,Monthly,2017-09,Sep-2017,PC,Percentage,0,Units,,,4.462673000000001
44720,PIEAMP02,Economic activities - Domestic producer prices - Manufacturing,GY,Percentage change on the same period of the previous year,M,Monthly,2017-10,Oct-2017,PC,Percentage,0,Units,,,5.7717529999999995
44721,PIEAMP02,Economic activities - Domestic producer prices - Manufacturing,GY,Percentage change on the same period of the previous year,M,Monthly,2017-11,Nov-2017,PC,Percentage,0,Units,,,5.442961
44722,PIEAMP02,Economic activities - Domestic producer prices - Manufacturing,GY,Percentage change on the same period of the previous year,M,Monthly,2017-12,Dec-2017,PC,Percentage,0,Units,,,4.488999
44723,PIEAMP02,Economic activities - Domestic producer prices - Manufacturing,GY,Percentage change on the same period of the previous year,M,Monthly,2018-01,Jan-2018,PC,Percentage,0,Units,,,2.229363
44724,PIEAMP02,Economic activities - Domestic producer prices - Manufacturing,GY,Percentage change on the same period of the previous year,M,Monthly,2018-02,Feb-2018,PC,Percentage,0,Units,,,2.187757
44725,PIEAMP02,Economic activities - Domestic producer prices - Manufacturing,GY,Percentage change on the same period of the previous year,M,Monthly,2018-03,Mar-2018,PC,Percentage,0,Units,,,3.4681300000000004
44726,PIEAMP02,Economic activities - Domestic producer prices - Manufacturing,GY,Percentage change on the same period of the previous year,M,Monthly,2018-04,Apr-2018,PC,Percentage,0,Units,,,4.340166
44727,PIEAMP02,Economic activities - Domestic producer prices - Manufacturing,GY,Percentage change on the same period of the previous year,M,Monthly,2018-05,May-2018,PC,Percentage,0,Units,,,6.314169000000001
44728,PIEAMP02,Economic activities - Domestic producer prices - Manufacturing,GY,Percentage change on the same period of the previous year,M,Monthly,2018-06,Jun-2018,PC,Percentage,0,Units,,,8.925691
44729,PIEAMP02,Economic activities - Domestic producer prices - Manufacturing,GY,Percentage change on the same period of the previous year,M,Monthly,2018-07,Jul-2018,PC,Percentage,0,Units,,,8.45208
44730,PIEAMP02,Economic activities - Domestic producer prices - Manufacturing,GY,Percentage change on the same period of the previous year,M,Monthly,2018-08,Aug-2018,PC,Percentage,0,Units,,,7.9107009999999995
44731,PIEAMP02,Economic activities - Domestic producer prices - Manufacturing,GY,Percentage change on the same period of the previous year,M,Monthly,2018-09,Sep-2018,PC,Percentage,0,Units,,,8.089995
44732,PIEAMP02,Economic activities - Domestic producer prices - Manufacturing,GY,Percentage change on the same period of the previous year,M,Monthly,2018-10,Oct-2018,PC,Percentage,0,Units,,,6.838895
44733,PIEAMP02,Economic activities - Domestic producer prices - Manufacturing,GY,Percentage change on the same period of the previous year,M,Monthly,2018-11,Nov-2018,PC,Percentage,0,Units,,,7.299917
44734,PIEAMP02,Economic activities - Domestic producer prices - Manufacturing,GY,Percentage change on the same period of the previous year,M,Monthly,2018-12,Dec-2018,PC,Percentage,0,Units,,,7.05417
44735,PIEAMP02,Economic activities - Domestic producer prices - Manufacturing,GY,Percentage change on the same period of the previous year,M,Monthly,2019-01,Jan-2019,PC,Percentage,0,Units,,,4.71815
44736,PIEAMP02,Economic activities - Domestic producer prices - Manufacturing,GY,Percentage change on the same period of the previous year,M,Monthly,2019-02,Feb-2019,PC,Percentage,0,Units,,,4.927068
44737,PIEAMP02,Economic activities - Domestic producer prices - Manufacturing,GY,Percentage change on the same period of the previous year,M,Monthly,2019-03,Mar-2019,PC,Percentage,0,Units,,,4.746903
44738,PIEAMP02,Economic activities - Domestic producer prices - Manufacturing,GY,Percentage change on the same period of the previous year,M,Monthly,2019-04,Apr-2019,PC,Percentage,0,Units,,,4.735881
44739,PIEAMP02,Economic activities - Domestic producer prices - Manufacturing,GY,Percentage change on the same period of the previous year,M,Monthly,2019-05,May-2019,PC,Percentage,0,Units,,,2.756137
44740,PIEAMP02,Economic activities - Domestic producer prices - Manufacturing,GY,Percentage change on the same period of the previous year,M,Monthly,2019-06,Jun-2019,PC,Percentage,0,Units,,,1.3821860000000001
44741,PIEAMP02,Economic activities - Domestic producer prices - Manufacturing,GY,Percentage change on the same period of the previous year,M,Monthly,2019-07,Jul-2019,PC,Percentage,0,Units,,,2.802121
44742,PIEAMP02,Economic activities - Domestic producer prices - Manufacturing,GY,Percentage change on the same period of the previous year,M,Monthly,2019-08,Aug-2019,PC,Percentage,0,Units,,,3.3544690000000004
44743,PIEAMP02,Economic activities - Domestic producer prices - Manufacturing,GY,Percentage change on the same period of the previous year,M,Monthly,2019-09,Sep-2019,PC,Percentage,0,Units,,,3.0065720000000002
44744,PIEAMP02,Economic activities - Domestic producer prices - Manufacturing,GY,Percentage change on the same period of the previous year,M,Monthly,2019-10,Oct-2019,PC,Percentage,0,Units,,,2.213084
44745,PIEAMP02,Economic activities - Domestic producer prices - Manufacturing,GY,Percentage change on the same period of the previous year,M,Monthly,2019-11,Nov-2019,PC,Percentage,0,Units,,,0.3436807
44746,PIEAMP02,Economic activities - Domestic producer prices - Manufacturing,GY,Percentage change on the same period of the previous year,M,Monthly,2019-12,Dec-2019,PC,Percentage,0,Units,,,0.39637990000000006
44747,PIEAMP02,Economic activities - Domestic producer prices - Manufacturing,GY,Percentage change on the same period of the previous year,M,Monthly,2020-01,Jan-2020,PC,Percentage,0,Units,,,0.9387749
44748,PIEAMP02,Economic activities - Domestic producer prices - Manufacturing,GY,Percentage change on the same period of the previous year,M,Monthly,2020-02,Feb-2020,PC,Percentage,0,Units,,,0.5797324
44749,PIEAMP02,Economic activities - Domestic producer prices - Manufacturing,GY,Percentage change on the same period of the previous year,M,Monthly,2020-03,Mar-2020,PC,Percentage,0,Units,,,3.990758
44750,PIEAMP02,Economic activities - Domestic producer prices - Manufacturing,GY,Percentage change on the same period of the previous year,M,Monthly,2020-04,Apr-2020,PC,Percentage,0,Units,,,7.346571000000001
44751,PIEATI02,Economic activities - Domestic producer prices - Industrial Activities,GY,Percentage change on the same period of the previous year,M,Monthly,2017-01,Jan-2017,PC,Percentage,0,Units,,,20.76984
44752,PIEATI02,Economic activities - Domestic producer prices - Industrial Activities,GY,Percentage change on the same period of the previous year,M,Monthly,2017-02,Feb-2017,PC,Percentage,0,Units,,,18.581020000000002
44753,PIEATI02,Economic activities - Domestic producer prices - Industrial Activities,GY,Percentage change on the same period of the previous year,M,Monthly,2017-03,Mar-2017,PC,Percentage,0,Units,,,16.04335
44754,PIEATI02,Economic activities - Domestic producer prices - Industrial Activities,GY,Percentage change on the same period of the previous year,M,Monthly,2017-04,Apr-2017,PC,Percentage,0,Units,,,13.77365
44755,PIEATI02,Economic activities - Domestic producer prices - Industrial Activities,GY,Percentage change on the same period of the previous year,M,Monthly,2017-05,May-2017,PC,Percentage,0,Units,,,11.301169999999999
44756,PIEATI02,Economic activities - Domestic producer prices - Industrial Activities,GY,Percentage change on the same period of the previous year,M,Monthly,2017-06,Jun-2017,PC,Percentage,0,Units,,,6.947008
44757,PIEATI02,Economic activities - Domestic producer prices - Industrial Activities,GY,Percentage change on the same period of the previous year,M,Monthly,2017-07,Jul-2017,PC,Percentage,0,Units,,,6.3752889999999995
44758,PIEATI02,Economic activities - Domestic producer prices - Industrial Activities,GY,Percentage change on the same period of the previous year,M,Monthly,2017-08,Aug-2017,PC,Percentage,0,Units,,,6.294912999999999
44759,PIEATI02,Economic activities - Domestic producer prices - Industrial Activities,GY,Percentage change on the same period of the previous year,M,Monthly,2017-09,Sep-2017,PC,Percentage,0,Units,,,5.405893
44760,PIEATI02,Economic activities - Domestic producer prices - Industrial Activities,GY,Percentage change on the same period of the previous year,M,Monthly,2017-10,Oct-2017,PC,Percentage,0,Units,,,6.739731
44761,PIEATI02,Economic activities - Domestic producer prices - Industrial Activities,GY,Percentage change on the same period of the previous year,M,Monthly,2017-11,Nov-2017,PC,Percentage,0,Units,,,7.498155000000001
44762,PIEATI02,Economic activities - Domestic producer prices - Industrial Activities,GY,Percentage change on the same period of the previous year,M,Monthly,2017-12,Dec-2017,PC,Percentage,0,Units,,,5.617043
44763,PIEATI02,Economic activities - Domestic producer prices - Industrial Activities,GY,Percentage change on the same period of the previous year,M,Monthly,2018-01,Jan-2018,PC,Percentage,0,Units,,,3.2468779999999997
44764,PIEATI02,Economic activities - Domestic producer prices - Industrial Activities,GY,Percentage change on the same period of the previous year,M,Monthly,2018-02,Feb-2018,PC,Percentage,0,Units,,,3.286464
44765,PIEATI02,Economic activities - Domestic producer prices - Industrial Activities,GY,Percentage change on the same period of the previous year,M,Monthly,2018-03,Mar-2018,PC,Percentage,0,Units,,,5.500692
44766,PIEATI02,Economic activities - Domestic producer prices - Industrial Activities,GY,Percentage change on the same period of the previous year,M,Monthly,2018-04,Apr-2018,PC,Percentage,0,Units,,,6.721489999999999
44767,PIEATI02,Economic activities - Domestic producer prices - Industrial Activities,GY,Percentage change on the same period of the previous year,M,Monthly,2018-05,May-2018,PC,Percentage,0,Units,,,10.166310000000001
44768,PIEATI02,Economic activities - Domestic producer prices - Industrial Activities,GY,Percentage change on the same period of the previous year,M,Monthly,2018-06,Jun-2018,PC,Percentage,0,Units,,,14.770660000000001
44769,PIEATI02,Economic activities - Domestic producer prices - Industrial Activities,GY,Percentage change on the same period of the previous year,M,Monthly,2018-07,Jul-2018,PC,Percentage,0,Units,,,13.416929999999999
44770,PIEATI02,Economic activities - Domestic producer prices - Industrial Activities,GY,Percentage change on the same period of the previous year,M,Monthly,2018-08,Aug-2018,PC,Percentage,0,Units,,,11.82882
44771,PIEATI02,Economic activities - Domestic producer prices - Industrial Activities,GY,Percentage change on the same period of the previous year,M,Monthly,2018-09,Sep-2018,PC,Percentage,0,Units,,,12.57267
44772,PIEATI02,Economic activities - Domestic producer prices - Industrial Activities,GY,Percentage change on the same period of the previous year,M,Monthly,2018-10,Oct-2018,PC,Percentage,0,Units,,,11.1255
44773,PIEATI02,Economic activities - Domestic producer prices - Industrial Activities,GY,Percentage change on the same period of the previous year,M,Monthly,2018-11,Nov-2018,PC,Percentage,0,Units,,,9.040625
44774,PIEATI02,Economic activities - Domestic producer prices - Industrial Activities,GY,Percentage change on the same period of the previous year,M,Monthly,2018-12,Dec-2018,PC,Percentage,0,Units,,,6.661377000000001
44775,PIEATI02,Economic activities - Domestic producer prices - Industrial Activities,GY,Percentage change on the same period of the previous year,M,Monthly,2019-01,Jan-2019,PC,Percentage,0,Units,,,3.868899
44776,PIEATI02,Economic activities - Domestic producer prices - Industrial Activities,GY,Percentage change on the same period of the previous year,M,Monthly,2019-02,Feb-2019,PC,Percentage,0,Units,,,4.861508000000001
44777,PIEATI02,Economic activities - Domestic producer prices - Industrial Activities,GY,Percentage change on the same period of the previous year,M,Monthly,2019-03,Mar-2019,PC,Percentage,0,Units,,,4.987061
44778,PIEATI02,Economic activities - Domestic producer prices - Industrial Activities,GY,Percentage change on the same period of the previous year,M,Monthly,2019-04,Apr-2019,PC,Percentage,0,Units,,,5.307048
44779,PIEATI02,Economic activities - Domestic producer prices - Industrial Activities,GY,Percentage change on the same period of the previous year,M,Monthly,2019-05,May-2019,PC,Percentage,0,Units,,,1.732287
44780,PIEATI02,Economic activities - Domestic producer prices - Industrial Activities,GY,Percentage change on the same period of the previous year,M,Monthly,2019-06,Jun-2019,PC,Percentage,0,Units,,,-0.8256538
44781,PIEATI02,Economic activities - Domestic producer prices - Industrial Activities,GY,Percentage change on the same period of the previous year,M,Monthly,2019-07,Jul-2019,PC,Percentage,0,Units,,,0.5319216
44782,PIEATI02,Economic activities - Domestic producer prices - Industrial Activities,GY,Percentage change on the same period of the previous year,M,Monthly,2019-08,Aug-2019,PC,Percentage,0,Units,,,1.255643
44783,PIEATI02,Economic activities - Domestic producer prices - Industrial Activities,GY,Percentage change on the same period of the previous year,M,Monthly,2019-09,Sep-2019,PC,Percentage,0,Units,,,0.5059875
44784,PIEATI02,Economic activities - Domestic producer prices - Industrial Activities,GY,Percentage change on the same period of the previous year,M,Monthly,2019-10,Oct-2019,PC,Percentage,0,Units,,,-1.2589
44785,PIEATI02,Economic activities - Domestic producer prices - Industrial Activities,GY,Percentage change on the same period of the previous year,M,Monthly,2019-11,Nov-2019,PC,Percentage,0,Units,,,-1.710064
44786,PIEATI02,Economic activities - Domestic producer prices - Industrial Activities,GY,Percentage change on the same period of the previous year,M,Monthly,2019-12,Dec-2019,PC,Percentage,0,Units,,,0.44990519999999995
44787,PIEATI02,Economic activities - Domestic producer prices - Industrial Activities,GY,Percentage change on the same period of the previous year,M,Monthly,2020-01,Jan-2020,PC,Percentage,0,Units,,,0.625077
44788,PIEATI02,Economic activities - Domestic producer prices - Industrial Activities,GY,Percentage change on the same period of the previous year,M,Monthly,2020-02,Feb-2020,PC,Percentage,0,Units,,,-0.37697240000000004
44789,PIEATI02,Economic activities - Domestic producer prices - Industrial Activities,GY,Percentage change on the same period of the previous year,M,Monthly,2020-03,Mar-2020,PC,Percentage,0,Units,,,0.7494211999999999
44790,PIEATI02,Economic activities - Domestic producer prices - Industrial Activities,GY,Percentage change on the same period of the previous year,M,Monthly,2020-04,Apr-2020,PC,Percentage,0,Units,,,2.758826
44791,PIEAMI02,Economic activities - Domestic Producer prices - Mining and quarrying activities,GY,Percentage change on the same period of the previous year,M,Monthly,2017-01,Jan-2017,PC,Percentage,0,Units,,,72.80197
44792,PIEAMI02,Economic activities - Domestic Producer prices - Mining and quarrying activities,GY,Percentage change on the same period of the previous year,M,Monthly,2017-02,Feb-2017,PC,Percentage,0,Units,,,60.06665
44793,PIEAMI02,Economic activities - Domestic Producer prices - Mining and quarrying activities,GY,Percentage change on the same period of the previous year,M,Monthly,2017-03,Mar-2017,PC,Percentage,0,Units,,,37.28172
44794,PIEAMI02,Economic activities - Domestic Producer prices - Mining and quarrying activities,GY,Percentage change on the same period of the previous year,M,Monthly,2017-04,Apr-2017,PC,Percentage,0,Units,,,30.033379999999998
44795,PIEAMI02,Economic activities - Domestic Producer prices - Mining and quarrying activities,GY,Percentage change on the same period of the previous year,M,Monthly,2017-05,May-2017,PC,Percentage,0,Units,,,17.72394
44796,PIEAMI02,Economic activities - Domestic Producer prices - Mining and quarrying activities,GY,Percentage change on the same period of the previous year,M,Monthly,2017-06,Jun-2017,PC,Percentage,0,Units,,,1.9202299999999999
44797,PIEAMI02,Economic activities - Domestic Producer prices - Mining and quarrying activities,GY,Percentage change on the same period of the previous year,M,Monthly,2017-07,Jul-2017,PC,Percentage,0,Units,,,6.42799
44798,PIEAMI02,Economic activities - Domestic Producer prices - Mining and quarrying activities,GY,Percentage change on the same period of the previous year,M,Monthly,2017-08,Aug-2017,PC,Percentage,0,Units,,,8.420452000000001
44799,PIEAMI02,Economic activities - Domestic Producer prices - Mining and quarrying activities,GY,Percentage change on the same period of the previous year,M,Monthly,2017-09,Sep-2017,PC,Percentage,0,Units,,,9.847888000000001
44800,PIEAMI02,Economic activities - Domestic Producer prices - Mining and quarrying activities,GY,Percentage change on the same period of the previous year,M,Monthly,2017-10,Oct-2017,PC,Percentage,0,Units,,,11.350060000000001
44801,PIEAMI02,Economic activities - Domestic Producer prices - Mining and quarrying activities,GY,Percentage change on the same period of the previous year,M,Monthly,2017-11,Nov-2017,PC,Percentage,0,Units,,,18.935579999999998
44802,PIEAMI02,Economic activities - Domestic Producer prices - Mining and quarrying activities,GY,Percentage change on the same period of the previous year,M,Monthly,2017-12,Dec-2017,PC,Percentage,0,Units,,,11.203660000000001
44803,PIEAMI02,Economic activities - Domestic Producer prices - Mining and quarrying activities,GY,Percentage change on the same period of the previous year,M,Monthly,2018-01,Jan-2018,PC,Percentage,0,Units,,,7.8420380000000005
