,SUBJECT,Subject,FREQUENCY,Frequency,TIME,Time,Unit Code,Unit,PowerCode Code,PowerCode,Reference Period Code,Reference Period,Value
5207,PRCNTO01,"Production of total construction sa, Index",M,Monthly,2017-12,Dec-2017,IDX,Index,0,Units,2015_100,2015=100,105.2601
5208,PRCNTO01,"Production of total construction sa, Index",M,Monthly,2018-01,Jan-2018,IDX,Index,0,Units,2015_100,2015=100,103.6185
5209,PRCNTO01,"Production of total construction sa, Index",M,Monthly,2018-02,Feb-2018,IDX,Index,0,Units,2015_100,2015=100,104.03200000000001
5210,PRCNTO01,"Production of total construction sa, Index",M,Monthly,2018-03,Mar-2018,IDX,Index,0,Units,2015_100,2015=100,103.9637
5211,PRCNTO01,"Production of total construction sa, Index",M,Monthly,2018-04,Apr-2018,IDX,Index,0,Units,2015_100,2015=100,103.1095
5212,PRCNTO01,"Production of total construction sa, Index",M,Monthly,2018-05,May-2018,IDX,Index,0,Units,2015_100,2015=100,104.2216
5213,PRCNTO01,"Production of total construction sa, Index",M,Monthly,2018-06,Jun-2018,IDX,Index,0,Units,2015_100,2015=100,103.0827
5214,PRCNTO01,"Production of total construction sa, Index",M,Monthly,2018-07,Jul-2018,IDX,Index,0,Units,2015_100,2015=100,104.1685
5215,PRCNTO01,"Production of total construction sa, Index",M,Monthly,2018-08,Aug-2018,IDX,Index,0,Units,2015_100,2015=100,99.33029
5216,PRCNTO01,"Production of total construction sa, Index",M,Monthly,2018-09,Sep-2018,IDX,Index,0,Units,2015_100,2015=100,101.4433
5217,PRCNTO01,"Production of total construction sa, Index",M,Monthly,2018-10,Oct-2018,IDX,Index,0,Units,2015_100,2015=100,101.2727
5218,PRCNTO01,"Production of total construction sa, Index",M,Monthly,2018-11,Nov-2018,IDX,Index,0,Units,2015_100,2015=100,96.85677
5219,PRCNTO01,"Production of total construction sa, Index",M,Monthly,2018-12,Dec-2018,IDX,Index,0,Units,2015_100,2015=100,98.09154000000001
5220,PRCNTO01,"Production of total construction sa, Index",M,Monthly,2019-01,Jan-2019,IDX,Index,0,Units,2015_100,2015=100,103.4965
5221,PRCNTO01,"Production of total construction sa, Index",M,Monthly,2019-02,Feb-2019,IDX,Index,0,Units,2015_100,2015=100,103.1544
5222,PRCNTO01,"Production of total construction sa, Index",M,Monthly,2019-03,Mar-2019,IDX,Index,0,Units,2015_100,2015=100,98.8527
5223,PRCNTO01,"Production of total construction sa, Index",M,Monthly,2019-04,Apr-2019,IDX,Index,0,Units,2015_100,2015=100,100.23100000000001
5224,PRCNTO01,"Production of total construction sa, Index",M,Monthly,2019-05,May-2019,IDX,Index,0,Units,2015_100,2015=100,94.82719
5225,PRCNTO01,"Production of total construction sa, Index",M,Monthly,2019-06,Jun-2019,IDX,Index,0,Units,2015_100,2015=100,96.18231999999999
5226,PRCNTO01,"Production of total construction sa, Index",M,Monthly,2019-07,Jul-2019,IDX,Index,0,Units,2015_100,2015=100,94.65573
5227,PRCNTO01,"Production of total construction sa, Index",M,Monthly,2019-08,Aug-2019,IDX,Index,0,Units,2015_100,2015=100,96.7647
5228,PRCNTO01,"Production of total construction sa, Index",M,Monthly,2019-09,Sep-2019,IDX,Index,0,Units,2015_100,2015=100,93.85438
5229,PRCNTO01,"Production of total construction sa, Index",M,Monthly,2019-10,Oct-2019,IDX,Index,0,Units,2015_100,2015=100,92.02924
5230,PRCNTO01,"Production of total construction sa, Index",M,Monthly,2019-11,Nov-2019,IDX,Index,0,Units,2015_100,2015=100,93.5405
5231,PRCNTO01,"Production of total construction sa, Index",M,Monthly,2019-12,Dec-2019,IDX,Index,0,Units,2015_100,2015=100,93.88914
5232,PRCNTO01,"Production of total construction sa, Index",M,Monthly,2020-01,Jan-2020,IDX,Index,0,Units,2015_100,2015=100,94.41195
5233,PRCNTO01,"Production of total construction sa, Index",M,Monthly,2020-02,Feb-2020,IDX,Index,0,Units,2015_100,2015=100,93.26514
5234,PRCNTO01,"Production of total construction sa, Index",M,Monthly,2020-03,Mar-2020,IDX,Index,0,Units,2015_100,2015=100,91.96713000000001
