,SUBJECT,Subject,MEASURE,Measure,FREQUENCY,Frequency,TIME,Period,Unit Code,Unit,PowerCode Code,PowerCode,Reference Period Code,Reference Period,Value
121653,B1GVR_U,Other service activities (ISIC Rev.4),VNBQR,"National currency, constant prices, national base year, quarterly levels",Q,Quarterly,2018-Q4,Q4-2018,MXN,Mexican Peso,6,Millions,2013,2013,82994.814875
121654,B1GVR_U,Other service activities (ISIC Rev.4),VNBQR,"National currency, constant prices, national base year, quarterly levels",Q,Quarterly,2019-Q1,Q1-2019,MXN,Mexican Peso,6,Millions,2013,2013,82526.3159
121655,B1GVR_U,Other service activities (ISIC Rev.4),VNBQR,"National currency, constant prices, national base year, quarterly levels",Q,Quarterly,2019-Q2,Q2-2019,MXN,Mexican Peso,6,Millions,2013,2013,84386.170225
121656,B1GVR_U,Other service activities (ISIC Rev.4),VNBQR,"National currency, constant prices, national base year, quarterly levels",Q,Quarterly,2019-Q3,Q3-2019,MXN,Mexican Peso,6,Millions,2013,2013,83292.959975
121657,B1GVR_U,Other service activities (ISIC Rev.4),VNBQR,"National currency, constant prices, national base year, quarterly levels",Q,Quarterly,2019-Q4,Q4-2019,MXN,Mexican Peso,6,Millions,2013,2013,81577.092975
121658,B1GVR_U,Other service activities (ISIC Rev.4),VNBQR,"National currency, constant prices, national base year, quarterly levels",Q,Quarterly,2020-Q1,Q1-2020,MXN,Mexican Peso,6,Millions,2013,2013,79344.81545
121659,B1GVA,"Agriculture, forestry and fishing (ISIC Rev.4)",CAR,"National currency, current prices, annual levels",Q,Quarterly,2018-Q1,Q1-2018,MXN,Mexican Peso,6,Millions,,,754570.0809999999
121660,B1GVA,"Agriculture, forestry and fishing (ISIC Rev.4)",CAR,"National currency, current prices, annual levels",Q,Quarterly,2018-Q2,Q2-2018,MXN,Mexican Peso,6,Millions,,,816504.7248
121661,B1GVA,"Agriculture, forestry and fishing (ISIC Rev.4)",CAR,"National currency, current prices, annual levels",Q,Quarterly,2018-Q3,Q3-2018,MXN,Mexican Peso,6,Millions,,,635867.5038
121662,B1GVA,"Agriculture, forestry and fishing (ISIC Rev.4)",CAR,"National currency, current prices, annual levels",Q,Quarterly,2018-Q4,Q4-2018,MXN,Mexican Peso,6,Millions,,,967561.0544
121663,B1GVA,"Agriculture, forestry and fishing (ISIC Rev.4)",CAR,"National currency, current prices, annual levels",Q,Quarterly,2019-Q1,Q1-2019,MXN,Mexican Peso,6,Millions,,,788723.9296
121664,B1GVA,"Agriculture, forestry and fishing (ISIC Rev.4)",CAR,"National currency, current prices, annual levels",Q,Quarterly,2019-Q2,Q2-2019,MXN,Mexican Peso,6,Millions,,,852364.1196
121665,B1GVA,"Agriculture, forestry and fishing (ISIC Rev.4)",CAR,"National currency, current prices, annual levels",Q,Quarterly,2019-Q3,Q3-2019,MXN,Mexican Peso,6,Millions,,,684966.7467
121666,B1GVA,"Agriculture, forestry and fishing (ISIC Rev.4)",CAR,"National currency, current prices, annual levels",Q,Quarterly,2019-Q4,Q4-2019,MXN,Mexican Peso,6,Millions,,,979762.7621
121667,B1GVA,"Agriculture, forestry and fishing (ISIC Rev.4)",CAR,"National currency, current prices, annual levels",Q,Quarterly,2020-Q1,Q1-2020,MXN,Mexican Peso,6,Millions,,,838348.5746
121668,B1GVF,Construction (ISIC Rev.4),CAR,"National currency, current prices, annual levels",Q,Quarterly,2018-Q1,Q1-2018,MXN,Mexican Peso,6,Millions,,,1680228.313
121669,B1GVF,Construction (ISIC Rev.4),CAR,"National currency, current prices, annual levels",Q,Quarterly,2018-Q2,Q2-2018,MXN,Mexican Peso,6,Millions,,,1764575.217
121670,B1GVF,Construction (ISIC Rev.4),CAR,"National currency, current prices, annual levels",Q,Quarterly,2018-Q3,Q3-2018,MXN,Mexican Peso,6,Millions,,,1775755.1430000002
121671,B1GVF,Construction (ISIC Rev.4),CAR,"National currency, current prices, annual levels",Q,Quarterly,2018-Q4,Q4-2018,MXN,Mexican Peso,6,Millions,,,1756095.315
121672,B1GVF,Construction (ISIC Rev.4),CAR,"National currency, current prices, annual levels",Q,Quarterly,2019-Q1,Q1-2019,MXN,Mexican Peso,6,Millions,,,1803821.138
121673,B1GVF,Construction (ISIC Rev.4),CAR,"National currency, current prices, annual levels",Q,Quarterly,2019-Q2,Q2-2019,MXN,Mexican Peso,6,Millions,,,1707768.033
121674,B1GVF,Construction (ISIC Rev.4),CAR,"National currency, current prices, annual levels",Q,Quarterly,2019-Q3,Q3-2019,MXN,Mexican Peso,6,Millions,,,1682186.095
121675,B1GVF,Construction (ISIC Rev.4),CAR,"National currency, current prices, annual levels",Q,Quarterly,2019-Q4,Q4-2019,MXN,Mexican Peso,6,Millions,,,1666357.9230000002
121676,B1GVF,Construction (ISIC Rev.4),CAR,"National currency, current prices, annual levels",Q,Quarterly,2020-Q1,Q1-2020,MXN,Mexican Peso,6,Millions,,,1661804.7
121677,RB1_GE,Residual item,CQR,"National currency, current prices, quarterly levels",Q,Quarterly,2018-Q1,Q1-2018,MXN,Mexican Peso,6,Millions,,,129831.708525
121678,RB1_GE,Residual item,CQR,"National currency, current prices, quarterly levels",Q,Quarterly,2018-Q2,Q2-2018,MXN,Mexican Peso,6,Millions,,,175751.970775
121679,RB1_GE,Residual item,CQR,"National currency, current prices, quarterly levels",Q,Quarterly,2018-Q3,Q3-2018,MXN,Mexican Peso,6,Millions,,,166403.18525
121680,RB1_GE,Residual item,CQR,"National currency, current prices, quarterly levels",Q,Quarterly,2018-Q4,Q4-2018,MXN,Mexican Peso,6,Millions,,,159281.61695
121681,RB1_GE,Residual item,CQR,"National currency, current prices, quarterly levels",Q,Quarterly,2019-Q1,Q1-2019,MXN,Mexican Peso,6,Millions,,,190934.4535
121682,RB1_GE,Residual item,CQR,"National currency, current prices, quarterly levels",Q,Quarterly,2019-Q2,Q2-2019,MXN,Mexican Peso,6,Millions,,,119069.7038
121683,RB1_GE,Residual item,CQR,"National currency, current prices, quarterly levels",Q,Quarterly,2019-Q3,Q3-2019,MXN,Mexican Peso,6,Millions,,,74554.558025
121684,RB1_GE,Residual item,CQR,"National currency, current prices, quarterly levels",Q,Quarterly,2019-Q4,Q4-2019,MXN,Mexican Peso,6,Millions,,,20308.866617
123539,EEMNC,Employees,PER,Persons,Q,Quarterly,2018-Q1,Q1-2018,PER,Persons,3,Thousands,,,38014.032
123540,EEMNC,Employees,PER,Persons,Q,Quarterly,2018-Q2,Q2-2018,PER,Persons,3,Thousands,,,37424.323
123541,EEMNC,Employees,PER,Persons,Q,Quarterly,2018-Q3,Q3-2018,PER,Persons,3,Thousands,,,37585.481
123542,EEMNC,Employees,PER,Persons,Q,Quarterly,2018-Q4,Q4-2018,PER,Persons,3,Thousands,,,37822.657
123543,EEMNC,Employees,PER,Persons,Q,Quarterly,2019-Q1,Q1-2019,PER,Persons,3,Thousands,,,38218.968
123544,EEMNC,Employees,PER,Persons,Q,Quarterly,2019-Q2,Q2-2019,PER,Persons,3,Thousands,,,37671.659
123545,EEMNC,Employees,PER,Persons,Q,Quarterly,2019-Q3,Q3-2019,PER,Persons,3,Thousands,,,37597.058
123546,EEMNC,Employees,PER,Persons,Q,Quarterly,2019-Q4,Q4-2019,PER,Persons,3,Thousands,,,37780.06
123547,EEMNC,Employees,PER,Persons,Q,Quarterly,2020-Q1,Q1-2020,PER,Persons,3,Thousands,,,38456.263999999996
123564,ESENC,Self-employed,PER,Persons,Q,Quarterly,2018-Q1,Q1-2018,PER,Persons,3,Thousands,,,14862.883999999998
123565,ESENC,Self-employed,PER,Persons,Q,Quarterly,2018-Q2,Q2-2018,PER,Persons,3,Thousands,,,16360.934
123566,ESENC,Self-employed,PER,Persons,Q,Quarterly,2018-Q3,Q3-2018,PER,Persons,3,Thousands,,,16442.516
123567,ESENC,Self-employed,PER,Persons,Q,Quarterly,2018-Q4,Q4-2018,PER,Persons,3,Thousands,,,16371.951000000001
123568,ESENC,Self-employed,PER,Persons,Q,Quarterly,2019-Q1,Q1-2019,PER,Persons,3,Thousands,,,15933.298
123569,ESENC,Self-employed,PER,Persons,Q,Quarterly,2019-Q2,Q2-2019,PER,Persons,3,Thousands,,,17265.06
123570,ESENC,Self-employed,PER,Persons,Q,Quarterly,2019-Q3,Q3-2019,PER,Persons,3,Thousands,,,17604.881
123571,ESENC,Self-employed,PER,Persons,Q,Quarterly,2019-Q4,Q4-2019,PER,Persons,3,Thousands,,,17903.39
123572,ESENC,Self-employed,PER,Persons,Q,Quarterly,2020-Q1,Q1-2020,PER,Persons,3,Thousands,,,16896.04
123581,ETONC,Total employment,PER,Persons,Q,Quarterly,2018-Q1,Q1-2018,PER,Persons,3,Thousands,,,52876.916
123582,ETONC,Total employment,PER,Persons,Q,Quarterly,2018-Q2,Q2-2018,PER,Persons,3,Thousands,,,53785.257000000005
123583,ETONC,Total employment,PER,Persons,Q,Quarterly,2018-Q3,Q3-2018,PER,Persons,3,Thousands,,,54027.997
123584,ETONC,Total employment,PER,Persons,Q,Quarterly,2018-Q4,Q4-2018,PER,Persons,3,Thousands,,,54194.608
123585,ETONC,Total employment,PER,Persons,Q,Quarterly,2019-Q1,Q1-2019,PER,Persons,3,Thousands,,,54152.265999999996
123586,ETONC,Total employment,PER,Persons,Q,Quarterly,2019-Q2,Q2-2019,PER,Persons,3,Thousands,,,54936.719000000005
123587,ETONC,Total employment,PER,Persons,Q,Quarterly,2019-Q3,Q3-2019,PER,Persons,3,Thousands,,,55201.939000000006
123588,ETONC,Total employment,PER,Persons,Q,Quarterly,2019-Q4,Q4-2019,PER,Persons,3,Thousands,,,55683.45
123589,ETONC,Total employment,PER,Persons,Q,Quarterly,2020-Q1,Q1-2020,PER,Persons,3,Thousands,,,55352.304000000004
123590,POPNC,Total population,PER,Persons,Q,Quarterly,2018-Q1,Q1-2018,PER,Persons,3,Thousands,,,124286.623
123591,POPNC,Total population,PER,Persons,Q,Quarterly,2018-Q2,Q2-2018,PER,Persons,3,Thousands,,,124587.12400000001
123592,POPNC,Total population,PER,Persons,Q,Quarterly,2018-Q3,Q3-2018,PER,Persons,3,Thousands,,,124891.145
123593,POPNC,Total population,PER,Persons,Q,Quarterly,2018-Q4,Q4-2018,PER,Persons,3,Thousands,,,125191.9
123594,POPNC,Total population,PER,Persons,Q,Quarterly,2019-Q1,Q1-2019,PER,Persons,3,Thousands,,,125489.149
123595,POPNC,Total population,PER,Persons,Q,Quarterly,2019-Q2,Q2-2019,PER,Persons,3,Thousands,,,125782.87199999999
123596,POPNC,Total population,PER,Persons,Q,Quarterly,2019-Q3,Q3-2019,PER,Persons,3,Thousands,,,126078.86
123597,POPNC,Total population,PER,Persons,Q,Quarterly,2019-Q4,Q4-2019,PER,Persons,3,Thousands,,,126371.35800000001
123598,POPNC,Total population,PER,Persons,Q,Quarterly,2020-Q1,Q1-2020,PER,Persons,3,Thousands,,,126661.70300000001
137687,DB1_GE,Statistical discrepancy,VNBAR,"National currency, constant prices, national base year, annual levels",Q,Quarterly,2018-Q1,Q1-2018,MXN,Mexican Peso,6,Millions,2013,2013,-16128.35288
137688,DB1_GE,Statistical discrepancy,VNBAR,"National currency, constant prices, national base year, annual levels",Q,Quarterly,2018-Q2,Q2-2018,MXN,Mexican Peso,6,Millions,2013,2013,24896.71324
137689,DB1_GE,Statistical discrepancy,VNBAR,"National currency, constant prices, national base year, annual levels",Q,Quarterly,2018-Q3,Q3-2018,MXN,Mexican Peso,6,Millions,2013,2013,188386.8713
137690,DB1_GE,Statistical discrepancy,VNBAR,"National currency, constant prices, national base year, annual levels",Q,Quarterly,2018-Q4,Q4-2018,MXN,Mexican Peso,6,Millions,2013,2013,364523.1153
137691,DB1_GE,Statistical discrepancy,VNBAR,"National currency, constant prices, national base year, annual levels",Q,Quarterly,2019-Q1,Q1-2019,MXN,Mexican Peso,6,Millions,2013,2013,115374.1147
137692,DB1_GE,Statistical discrepancy,VNBAR,"National currency, constant prices, national base year, annual levels",Q,Quarterly,2019-Q2,Q2-2019,MXN,Mexican Peso,6,Millions,2013,2013,28728.54218
137693,DB1_GE,Statistical discrepancy,VNBAR,"National currency, constant prices, national base year, annual levels",Q,Quarterly,2019-Q3,Q3-2019,MXN,Mexican Peso,6,Millions,2013,2013,154735.1441
137694,DB1_GE,Statistical discrepancy,VNBAR,"National currency, constant prices, national base year, annual levels",Q,Quarterly,2019-Q4,Q4-2019,MXN,Mexican Peso,6,Millions,2013,2013,241892.7165
137755,DB1_GE,Statistical discrepancy,CAR,"National currency, current prices, annual levels",Q,Quarterly,2018-Q1,Q1-2018,MXN,Mexican Peso,6,Millions,,,519326.8308
137756,DB1_GE,Statistical discrepancy,CAR,"National currency, current prices, annual levels",Q,Quarterly,2018-Q2,Q2-2018,MXN,Mexican Peso,6,Millions,,,703007.8828
137757,DB1_GE,Statistical discrepancy,CAR,"National currency, current prices, annual levels",Q,Quarterly,2018-Q3,Q3-2018,MXN,Mexican Peso,6,Millions,,,665612.7406
137758,DB1_GE,Statistical discrepancy,CAR,"National currency, current prices, annual levels",Q,Quarterly,2018-Q4,Q4-2018,MXN,Mexican Peso,6,Millions,,,637126.4698
137759,DB1_GE,Statistical discrepancy,CAR,"National currency, current prices, annual levels",Q,Quarterly,2019-Q1,Q1-2019,MXN,Mexican Peso,6,Millions,,,763737.8145
137760,DB1_GE,Statistical discrepancy,CAR,"National currency, current prices, annual levels",Q,Quarterly,2019-Q2,Q2-2019,MXN,Mexican Peso,6,Millions,,,476278.8133
137761,DB1_GE,Statistical discrepancy,CAR,"National currency, current prices, annual levels",Q,Quarterly,2019-Q3,Q3-2019,MXN,Mexican Peso,6,Millions,,,298218.2289
137762,DB1_GE,Statistical discrepancy,CAR,"National currency, current prices, annual levels",Q,Quarterly,2019-Q4,Q4-2019,MXN,Mexican Peso,6,Millions,,,81235.465
139495,D21_D31,Taxes less subsidies on products,VNBARSA,"National currency, constant prices, national base year, annual levels, seasonally adjusted",Q,Quarterly,2018-Q1,Q1-2018,MXN,Mexican Peso,6,Millions,2013,2013,810073.2281
139496,D21_D31,Taxes less subsidies on products,VNBARSA,"National currency, constant prices, national base year, annual levels, seasonally adjusted",Q,Quarterly,2018-Q2,Q2-2018,MXN,Mexican Peso,6,Millions,2013,2013,815157.1227
139497,D21_D31,Taxes less subsidies on products,VNBARSA,"National currency, constant prices, national base year, annual levels, seasonally adjusted",Q,Quarterly,2018-Q3,Q3-2018,MXN,Mexican Peso,6,Millions,2013,2013,821945.9246
139498,D21_D31,Taxes less subsidies on products,VNBARSA,"National currency, constant prices, national base year, annual levels, seasonally adjusted",Q,Quarterly,2018-Q4,Q4-2018,MXN,Mexican Peso,6,Millions,2013,2013,825044.531
139499,D21_D31,Taxes less subsidies on products,VNBARSA,"National currency, constant prices, national base year, annual levels, seasonally adjusted",Q,Quarterly,2019-Q1,Q1-2019,MXN,Mexican Peso,6,Millions,2013,2013,826247.2842
139500,D21_D31,Taxes less subsidies on products,VNBARSA,"National currency, constant prices, national base year, annual levels, seasonally adjusted",Q,Quarterly,2019-Q2,Q2-2019,MXN,Mexican Peso,6,Millions,2013,2013,820292.8084
139501,D21_D31,Taxes less subsidies on products,VNBARSA,"National currency, constant prices, national base year, annual levels, seasonally adjusted",Q,Quarterly,2019-Q3,Q3-2019,MXN,Mexican Peso,6,Millions,2013,2013,821058.7997
139502,D21_D31,Taxes less subsidies on products,VNBARSA,"National currency, constant prices, national base year, annual levels, seasonally adjusted",Q,Quarterly,2019-Q4,Q4-2019,MXN,Mexican Peso,6,Millions,2013,2013,820429.2227
139503,D21_D31,Taxes less subsidies on products,VNBARSA,"National currency, constant prices, national base year, annual levels, seasonally adjusted",Q,Quarterly,2020-Q1,Q1-2020,MXN,Mexican Peso,6,Millions,2013,2013,798958.4759999999
139504,RB1_GA,Residual item,VNBARSA,"National currency, constant prices, national base year, annual levels, seasonally adjusted",Q,Quarterly,2018-Q1,Q1-2018,MXN,Mexican Peso,6,Millions,2013,2013,23521.3519
139505,RB1_GA,Residual item,VNBARSA,"National currency, constant prices, national base year, annual levels, seasonally adjusted",Q,Quarterly,2018-Q2,Q2-2018,MXN,Mexican Peso,6,Millions,2013,2013,-2986.2327
139506,RB1_GA,Residual item,VNBARSA,"National currency, constant prices, national base year, annual levels, seasonally adjusted",Q,Quarterly,2018-Q3,Q3-2018,MXN,Mexican Peso,6,Millions,2013,2013,-7594.1546
139507,RB1_GA,Residual item,VNBARSA,"National currency, constant prices, national base year, annual levels, seasonally adjusted",Q,Quarterly,2018-Q4,Q4-2018,MXN,Mexican Peso,6,Millions,2013,2013,3270.469
139508,RB1_GA,Residual item,VNBARSA,"National currency, constant prices, national base year, annual levels, seasonally adjusted",Q,Quarterly,2019-Q1,Q1-2019,MXN,Mexican Peso,6,Millions,2013,2013,-4266.9842
139509,RB1_GA,Residual item,VNBARSA,"National currency, constant prices, national base year, annual levels, seasonally adjusted",Q,Quarterly,2019-Q2,Q2-2019,MXN,Mexican Peso,6,Millions,2013,2013,25633.8016
139510,RB1_GA,Residual item,VNBARSA,"National currency, constant prices, national base year, annual levels, seasonally adjusted",Q,Quarterly,2019-Q3,Q3-2019,MXN,Mexican Peso,6,Millions,2013,2013,-4161.8597
139511,RB1_GA,Residual item,VNBARSA,"National currency, constant prices, national base year, annual levels, seasonally adjusted",Q,Quarterly,2019-Q4,Q4-2019,MXN,Mexican Peso,6,Millions,2013,2013,303.2773
139512,RB1_GA,Residual item,VNBARSA,"National currency, constant prices, national base year, annual levels, seasonally adjusted",Q,Quarterly,2020-Q1,Q1-2020,MXN,Mexican Peso,6,Millions,2013,2013,-77305.98599999999
139513,B1GVC,of which: Manufacturing (ISIC Rev.4),VNBARSA,"National currency, constant prices, national base year, annual levels, seasonally adjusted",Q,Quarterly,2018-Q1,Q1-2018,MXN,Mexican Peso,6,Millions,2013,2013,2937350.435
139514,B1GVC,of which: Manufacturing (ISIC Rev.4),VNBARSA,"National currency, constant prices, national base year, annual levels, seasonally adjusted",Q,Quarterly,2018-Q2,Q2-2018,MXN,Mexican Peso,6,Millions,2013,2013,2934795.5689999997
139515,B1GVC,of which: Manufacturing (ISIC Rev.4),VNBARSA,"National currency, constant prices, national base year, annual levels, seasonally adjusted",Q,Quarterly,2018-Q3,Q3-2018,MXN,Mexican Peso,6,Millions,2013,2013,2936147.292
139516,B1GVC,of which: Manufacturing (ISIC Rev.4),VNBARSA,"National currency, constant prices, national base year, annual levels, seasonally adjusted",Q,Quarterly,2018-Q4,Q4-2018,MXN,Mexican Peso,6,Millions,2013,2013,2938925.555
139517,B1GVC,of which: Manufacturing (ISIC Rev.4),VNBARSA,"National currency, constant prices, national base year, annual levels, seasonally adjusted",Q,Quarterly,2019-Q1,Q1-2019,MXN,Mexican Peso,6,Millions,2013,2013,2955302.2
139518,B1GVC,of which: Manufacturing (ISIC Rev.4),VNBARSA,"National currency, constant prices, national base year, annual levels, seasonally adjusted",Q,Quarterly,2019-Q2,Q2-2019,MXN,Mexican Peso,6,Millions,2013,2013,2974734.816
139519,B1GVC,of which: Manufacturing (ISIC Rev.4),VNBARSA,"National currency, constant prices, national base year, annual levels, seasonally adjusted",Q,Quarterly,2019-Q3,Q3-2019,MXN,Mexican Peso,6,Millions,2013,2013,2972497.99
139520,B1GVC,of which: Manufacturing (ISIC Rev.4),VNBARSA,"National currency, constant prices, national base year, annual levels, seasonally adjusted",Q,Quarterly,2019-Q4,Q4-2019,MXN,Mexican Peso,6,Millions,2013,2013,2896479.852
139521,B1GVC,of which: Manufacturing (ISIC Rev.4),VNBARSA,"National currency, constant prices, national base year, annual levels, seasonally adjusted",Q,Quarterly,2020-Q1,Q1-2020,MXN,Mexican Peso,6,Millions,2013,2013,2840003.17
139522,B1GVO_Q,Public admin.; compulsory s.s.; education; human health (ISIC Rev.4),VNBARSA,"National currency, constant prices, national base year, annual levels, seasonally adjusted",Q,Quarterly,2018-Q1,Q1-2018,MXN,Mexican Peso,6,Millions,2013,2013,1807134.9440000001
139523,B1GVO_Q,Public admin.; compulsory s.s.; education; human health (ISIC Rev.4),VNBARSA,"National currency, constant prices, national base year, annual levels, seasonally adjusted",Q,Quarterly,2018-Q2,Q2-2018,MXN,Mexican Peso,6,Millions,2013,2013,1818740.198
139524,B1GVO_Q,Public admin.; compulsory s.s.; education; human health (ISIC Rev.4),VNBARSA,"National currency, constant prices, national base year, annual levels, seasonally adjusted",Q,Quarterly,2018-Q3,Q3-2018,MXN,Mexican Peso,6,Millions,2013,2013,1800940.372
139525,B1GVO_Q,Public admin.; compulsory s.s.; education; human health (ISIC Rev.4),VNBARSA,"National currency, constant prices, national base year, annual levels, seasonally adjusted",Q,Quarterly,2018-Q4,Q4-2018,MXN,Mexican Peso,6,Millions,2013,2013,1791414.3290000001
139526,B1GVO_Q,Public admin.; compulsory s.s.; education; human health (ISIC Rev.4),VNBARSA,"National currency, constant prices, national base year, annual levels, seasonally adjusted",Q,Quarterly,2019-Q1,Q1-2019,MXN,Mexican Peso,6,Millions,2013,2013,1786224.215
139527,B1GVO_Q,Public admin.; compulsory s.s.; education; human health (ISIC Rev.4),VNBARSA,"National currency, constant prices, national base year, annual levels, seasonally adjusted",Q,Quarterly,2019-Q2,Q2-2019,MXN,Mexican Peso,6,Millions,2013,2013,1780611.842
139528,B1GVO_Q,Public admin.; compulsory s.s.; education; human health (ISIC Rev.4),VNBARSA,"National currency, constant prices, national base year, annual levels, seasonally adjusted",Q,Quarterly,2019-Q3,Q3-2019,MXN,Mexican Peso,6,Millions,2013,2013,1773951.075
139529,B1GVO_Q,Public admin.; compulsory s.s.; education; human health (ISIC Rev.4),VNBARSA,"National currency, constant prices, national base year, annual levels, seasonally adjusted",Q,Quarterly,2019-Q4,Q4-2019,MXN,Mexican Peso,6,Millions,2013,2013,1782513.581
139530,D21_D31,Taxes less subsidies on products,VNBQRSA,"National currency, constant prices, national base year, quarterly levels, seasonally adjusted",Q,Quarterly,2018-Q1,Q1-2018,MXN,Mexican Peso,6,Millions,2013,2013,202518.307025
139531,D21_D31,Taxes less subsidies on products,VNBQRSA,"National currency, constant prices, national base year, quarterly levels, seasonally adjusted",Q,Quarterly,2018-Q2,Q2-2018,MXN,Mexican Peso,6,Millions,2013,2013,203789.280675
139532,D21_D31,Taxes less subsidies on products,VNBQRSA,"National currency, constant prices, national base year, quarterly levels, seasonally adjusted",Q,Quarterly,2018-Q3,Q3-2018,MXN,Mexican Peso,6,Millions,2013,2013,205486.48115
139533,D21_D31,Taxes less subsidies on products,VNBQRSA,"National currency, constant prices, national base year, quarterly levels, seasonally adjusted",Q,Quarterly,2018-Q4,Q4-2018,MXN,Mexican Peso,6,Millions,2013,2013,206261.13275
139534,D21_D31,Taxes less subsidies on products,VNBQRSA,"National currency, constant prices, national base year, quarterly levels, seasonally adjusted",Q,Quarterly,2019-Q1,Q1-2019,MXN,Mexican Peso,6,Millions,2013,2013,206561.82105
139535,D21_D31,Taxes less subsidies on products,VNBQRSA,"National currency, constant prices, national base year, quarterly levels, seasonally adjusted",Q,Quarterly,2019-Q2,Q2-2019,MXN,Mexican Peso,6,Millions,2013,2013,205073.2021
139536,D21_D31,Taxes less subsidies on products,VNBQRSA,"National currency, constant prices, national base year, quarterly levels, seasonally adjusted",Q,Quarterly,2019-Q3,Q3-2019,MXN,Mexican Peso,6,Millions,2013,2013,205264.699925
139537,D21_D31,Taxes less subsidies on products,VNBQRSA,"National currency, constant prices, national base year, quarterly levels, seasonally adjusted",Q,Quarterly,2019-Q4,Q4-2019,MXN,Mexican Peso,6,Millions,2013,2013,205107.305675
139538,D21_D31,Taxes less subsidies on products,VNBQRSA,"National currency, constant prices, national base year, quarterly levels, seasonally adjusted",Q,Quarterly,2020-Q1,Q1-2020,MXN,Mexican Peso,6,Millions,2013,2013,199739.61899999998
139539,RB1_GA,Residual item,VNBQRSA,"National currency, constant prices, national base year, quarterly levels, seasonally adjusted",Q,Quarterly,2018-Q1,Q1-2018,MXN,Mexican Peso,6,Millions,2013,2013,5880.337975
139540,RB1_GA,Residual item,VNBQRSA,"National currency, constant prices, national base year, quarterly levels, seasonally adjusted",Q,Quarterly,2018-Q2,Q2-2018,MXN,Mexican Peso,6,Millions,2013,2013,-746.558175
139541,RB1_GA,Residual item,VNBQRSA,"National currency, constant prices, national base year, quarterly levels, seasonally adjusted",Q,Quarterly,2018-Q3,Q3-2018,MXN,Mexican Peso,6,Millions,2013,2013,-1898.53865
139542,RB1_GA,Residual item,VNBQRSA,"National currency, constant prices, national base year, quarterly levels, seasonally adjusted",Q,Quarterly,2018-Q4,Q4-2018,MXN,Mexican Peso,6,Millions,2013,2013,817.61725
139543,RB1_GA,Residual item,VNBQRSA,"National currency, constant prices, national base year, quarterly levels, seasonally adjusted",Q,Quarterly,2019-Q1,Q1-2019,MXN,Mexican Peso,6,Millions,2013,2013,-1066.74605
139544,RB1_GA,Residual item,VNBQRSA,"National currency, constant prices, national base year, quarterly levels, seasonally adjusted",Q,Quarterly,2019-Q2,Q2-2019,MXN,Mexican Peso,6,Millions,2013,2013,6408.4504
139545,RB1_GA,Residual item,VNBQRSA,"National currency, constant prices, national base year, quarterly levels, seasonally adjusted",Q,Quarterly,2019-Q3,Q3-2019,MXN,Mexican Peso,6,Millions,2013,2013,-1040.464925
139546,RB1_GA,Residual item,VNBQRSA,"National currency, constant prices, national base year, quarterly levels, seasonally adjusted",Q,Quarterly,2019-Q4,Q4-2019,MXN,Mexican Peso,6,Millions,2013,2013,75.819325
139547,RB1_GA,Residual item,VNBQRSA,"National currency, constant prices, national base year, quarterly levels, seasonally adjusted",Q,Quarterly,2020-Q1,Q1-2020,MXN,Mexican Peso,6,Millions,2013,2013,-19326.4965
139548,B1GVC,of which: Manufacturing (ISIC Rev.4),VNBQRSA,"National currency, constant prices, national base year, quarterly levels, seasonally adjusted",Q,Quarterly,2018-Q1,Q1-2018,MXN,Mexican Peso,6,Millions,2013,2013,734337.60875
139549,B1GVC,of which: Manufacturing (ISIC Rev.4),VNBQRSA,"National currency, constant prices, national base year, quarterly levels, seasonally adjusted",Q,Quarterly,2018-Q2,Q2-2018,MXN,Mexican Peso,6,Millions,2013,2013,733698.89225
139550,B1GVC,of which: Manufacturing (ISIC Rev.4),VNBQRSA,"National currency, constant prices, national base year, quarterly levels, seasonally adjusted",Q,Quarterly,2018-Q3,Q3-2018,MXN,Mexican Peso,6,Millions,2013,2013,734036.823
139551,B1GVC,of which: Manufacturing (ISIC Rev.4),VNBQRSA,"National currency, constant prices, national base year, quarterly levels, seasonally adjusted",Q,Quarterly,2018-Q4,Q4-2018,MXN,Mexican Peso,6,Millions,2013,2013,734731.38875
139552,B1GVC,of which: Manufacturing (ISIC Rev.4),VNBQRSA,"National currency, constant prices, national base year, quarterly levels, seasonally adjusted",Q,Quarterly,2019-Q1,Q1-2019,MXN,Mexican Peso,6,Millions,2013,2013,738825.55
139553,B1GVC,of which: Manufacturing (ISIC Rev.4),VNBQRSA,"National currency, constant prices, national base year, quarterly levels, seasonally adjusted",Q,Quarterly,2019-Q2,Q2-2019,MXN,Mexican Peso,6,Millions,2013,2013,743683.704
139554,B1GVC,of which: Manufacturing (ISIC Rev.4),VNBQRSA,"National currency, constant prices, national base year, quarterly levels, seasonally adjusted",Q,Quarterly,2019-Q3,Q3-2019,MXN,Mexican Peso,6,Millions,2013,2013,743124.4975
139555,B1GVC,of which: Manufacturing (ISIC Rev.4),VNBQRSA,"National currency, constant prices, national base year, quarterly levels, seasonally adjusted",Q,Quarterly,2019-Q4,Q4-2019,MXN,Mexican Peso,6,Millions,2013,2013,724119.963
