,SUBJECT,Subject,MEASURE,Measure,FREQUENCY,Frequency,TIME,Period,Unit Code,Unit,PowerCode Code,PowerCode,Reference Period Code,Reference Period,Value
34720,P31S14_S15B,Private final consumption expenditure by durability,CAR,"National currency, current prices, annual levels",Q,Quarterly,2018-Q3,Q3-2018,MXN,Mexican Peso,6,Millions,,,15318404.23
34721,P31S14_S15B,Private final consumption expenditure by durability,CAR,"National currency, current prices, annual levels",Q,Quarterly,2018-Q4,Q4-2018,MXN,Mexican Peso,6,Millions,,,15898559.86
34722,P31S14_S15B,Private final consumption expenditure by durability,CAR,"National currency, current prices, annual levels",Q,Quarterly,2019-Q1,Q1-2019,MXN,Mexican Peso,6,Millions,,,15134155.69
34723,P31S14_S15B,Private final consumption expenditure by durability,CAR,"National currency, current prices, annual levels",Q,Quarterly,2019-Q2,Q2-2019,MXN,Mexican Peso,6,Millions,,,15643571.0
34724,P31S14_S15B,Private final consumption expenditure by durability,CAR,"National currency, current prices, annual levels",Q,Quarterly,2019-Q3,Q3-2019,MXN,Mexican Peso,6,Millions,,,16106052.88
34725,P31S14_S15B,Private final consumption expenditure by durability,CAR,"National currency, current prices, annual levels",Q,Quarterly,2019-Q4,Q4-2019,MXN,Mexican Peso,6,Millions,,,16498335.93
34726,P31S14_S15B,Private final consumption expenditure by durability,CQR,"National currency, current prices, quarterly levels",Q,Quarterly,2018-Q1,Q1-2018,MXN,Mexican Peso,6,Millions,,,3629055.24
34727,P31S14_S15B,Private final consumption expenditure by durability,CQR,"National currency, current prices, quarterly levels",Q,Quarterly,2018-Q2,Q2-2018,MXN,Mexican Peso,6,Millions,,,3781989.3475
34728,P31S14_S15B,Private final consumption expenditure by durability,CQR,"National currency, current prices, quarterly levels",Q,Quarterly,2018-Q3,Q3-2018,MXN,Mexican Peso,6,Millions,,,3829601.0575
34729,P31S14_S15B,Private final consumption expenditure by durability,CQR,"National currency, current prices, quarterly levels",Q,Quarterly,2018-Q4,Q4-2018,MXN,Mexican Peso,6,Millions,,,3974639.965
34730,P31S14_S15B,Private final consumption expenditure by durability,CQR,"National currency, current prices, quarterly levels",Q,Quarterly,2019-Q1,Q1-2019,MXN,Mexican Peso,6,Millions,,,3783538.9225
34731,P31S14_S15B,Private final consumption expenditure by durability,CQR,"National currency, current prices, quarterly levels",Q,Quarterly,2019-Q2,Q2-2019,MXN,Mexican Peso,6,Millions,,,3910892.75
34732,P31S14_S15B,Private final consumption expenditure by durability,CQR,"National currency, current prices, quarterly levels",Q,Quarterly,2019-Q3,Q3-2019,MXN,Mexican Peso,6,Millions,,,4026513.22
34733,P31S14_S15B,Private final consumption expenditure by durability,CQR,"National currency, current prices, quarterly levels",Q,Quarterly,2019-Q4,Q4-2019,MXN,Mexican Peso,6,Millions,,,4124583.9825
34734,P31S14_S15B,Private final consumption expenditure by durability,VNBAR,"National currency, constant prices, national base year, annual levels",Q,Quarterly,2018-Q1,Q1-2018,MXN,Mexican Peso,6,Millions,2013,2013,12011827.83
34735,P31S14_S15B,Private final consumption expenditure by durability,VNBAR,"National currency, constant prices, national base year, annual levels",Q,Quarterly,2018-Q2,Q2-2018,MXN,Mexican Peso,6,Millions,2013,2013,12343826.44
34736,P31S14_S15B,Private final consumption expenditure by durability,VNBAR,"National currency, constant prices, national base year, annual levels",Q,Quarterly,2018-Q3,Q3-2018,MXN,Mexican Peso,6,Millions,2013,2013,12542438.77
34737,P31S14_S15B,Private final consumption expenditure by durability,VNBAR,"National currency, constant prices, national base year, annual levels",Q,Quarterly,2018-Q4,Q4-2018,MXN,Mexican Peso,6,Millions,2013,2013,12816061.96
34738,P31S14_S15B,Private final consumption expenditure by durability,VNBAR,"National currency, constant prices, national base year, annual levels",Q,Quarterly,2019-Q1,Q1-2019,MXN,Mexican Peso,6,Millions,2013,2013,12121934.8
34739,P31S14_S15B,Private final consumption expenditure by durability,VNBAR,"National currency, constant prices, national base year, annual levels",Q,Quarterly,2019-Q2,Q2-2019,MXN,Mexican Peso,6,Millions,2013,2013,12313707.8
34740,P31S14_S15B,Private final consumption expenditure by durability,VNBAR,"National currency, constant prices, national base year, annual levels",Q,Quarterly,2019-Q3,Q3-2019,MXN,Mexican Peso,6,Millions,2013,2013,12639217.81
34741,P31S14_S15B,Private final consumption expenditure by durability,VNBAR,"National currency, constant prices, national base year, annual levels",Q,Quarterly,2019-Q4,Q4-2019,MXN,Mexican Peso,6,Millions,2013,2013,12936645.58
34742,P31S14_S15B,Private final consumption expenditure by durability,VNBQR,"National currency, constant prices, national base year, quarterly levels",Q,Quarterly,2018-Q1,Q1-2018,MXN,Mexican Peso,6,Millions,2013,2013,3002956.9575
34743,P31S14_S15B,Private final consumption expenditure by durability,VNBQR,"National currency, constant prices, national base year, quarterly levels",Q,Quarterly,2018-Q2,Q2-2018,MXN,Mexican Peso,6,Millions,2013,2013,3085956.61
34744,P31S14_S15B,Private final consumption expenditure by durability,VNBQR,"National currency, constant prices, national base year, quarterly levels",Q,Quarterly,2018-Q3,Q3-2018,MXN,Mexican Peso,6,Millions,2013,2013,3135609.6925
34745,P31S14_S15B,Private final consumption expenditure by durability,VNBQR,"National currency, constant prices, national base year, quarterly levels",Q,Quarterly,2018-Q4,Q4-2018,MXN,Mexican Peso,6,Millions,2013,2013,3204015.49
34746,P31S14_S15B,Private final consumption expenditure by durability,VNBQR,"National currency, constant prices, national base year, quarterly levels",Q,Quarterly,2019-Q1,Q1-2019,MXN,Mexican Peso,6,Millions,2013,2013,3030483.7
34747,P31S14_S15B,Private final consumption expenditure by durability,VNBQR,"National currency, constant prices, national base year, quarterly levels",Q,Quarterly,2019-Q2,Q2-2019,MXN,Mexican Peso,6,Millions,2013,2013,3078426.95
34748,P31S14_S15B,Private final consumption expenditure by durability,VNBQR,"National currency, constant prices, national base year, quarterly levels",Q,Quarterly,2019-Q3,Q3-2019,MXN,Mexican Peso,6,Millions,2013,2013,3159804.4525
34749,P31S14_S15B,Private final consumption expenditure by durability,VNBQR,"National currency, constant prices, national base year, quarterly levels",Q,Quarterly,2019-Q4,Q4-2019,MXN,Mexican Peso,6,Millions,2013,2013,3234161.395
37630,P3S1,Final consumption expenditure,CAR,"National currency, current prices, annual levels",Q,Quarterly,2018-Q1,Q1-2018,MXN,Mexican Peso,6,Millions,,,17217664.91
37631,P3S1,Final consumption expenditure,CAR,"National currency, current prices, annual levels",Q,Quarterly,2018-Q2,Q2-2018,MXN,Mexican Peso,6,Millions,,,17916479.88
37632,P3S1,Final consumption expenditure,CAR,"National currency, current prices, annual levels",Q,Quarterly,2018-Q3,Q3-2018,MXN,Mexican Peso,6,Millions,,,17996706.18
37633,P3S1,Final consumption expenditure,CAR,"National currency, current prices, annual levels",Q,Quarterly,2018-Q4,Q4-2018,MXN,Mexican Peso,6,Millions,,,18692020.38
37634,P3S1,Final consumption expenditure,CAR,"National currency, current prices, annual levels",Q,Quarterly,2019-Q1,Q1-2019,MXN,Mexican Peso,6,Millions,,,17931401.32
37635,P3S1,Final consumption expenditure,CAR,"National currency, current prices, annual levels",Q,Quarterly,2019-Q2,Q2-2019,MXN,Mexican Peso,6,Millions,,,18475220.56
37636,P3S1,Final consumption expenditure,CAR,"National currency, current prices, annual levels",Q,Quarterly,2019-Q3,Q3-2019,MXN,Mexican Peso,6,Millions,,,18838397.42
37637,P3S1,Final consumption expenditure,CAR,"National currency, current prices, annual levels",Q,Quarterly,2019-Q4,Q4-2019,MXN,Mexican Peso,6,Millions,,,19389776.84
37638,P3S1,Final consumption expenditure,CQR,"National currency, current prices, quarterly levels",Q,Quarterly,2018-Q1,Q1-2018,MXN,Mexican Peso,6,Millions,,,4304416.2275
37639,P3S1,Final consumption expenditure,CQR,"National currency, current prices, quarterly levels",Q,Quarterly,2018-Q2,Q2-2018,MXN,Mexican Peso,6,Millions,,,4479119.97
37640,P3S1,Final consumption expenditure,CQR,"National currency, current prices, quarterly levels",Q,Quarterly,2018-Q3,Q3-2018,MXN,Mexican Peso,6,Millions,,,4499176.545
37641,P3S1,Final consumption expenditure,CQR,"National currency, current prices, quarterly levels",Q,Quarterly,2018-Q4,Q4-2018,MXN,Mexican Peso,6,Millions,,,4673005.095
37642,P3S1,Final consumption expenditure,CQR,"National currency, current prices, quarterly levels",Q,Quarterly,2019-Q1,Q1-2019,MXN,Mexican Peso,6,Millions,,,4482850.33
37643,P3S1,Final consumption expenditure,CQR,"National currency, current prices, quarterly levels",Q,Quarterly,2019-Q2,Q2-2019,MXN,Mexican Peso,6,Millions,,,4618805.14
37644,P3S1,Final consumption expenditure,CQR,"National currency, current prices, quarterly levels",Q,Quarterly,2019-Q3,Q3-2019,MXN,Mexican Peso,6,Millions,,,4709599.355
37645,P3S1,Final consumption expenditure,CQR,"National currency, current prices, quarterly levels",Q,Quarterly,2019-Q4,Q4-2019,MXN,Mexican Peso,6,Millions,,,4847444.21
39836,P3S13,General government final consumption expenditure,CAR,"National currency, current prices, annual levels",Q,Quarterly,2018-Q1,Q1-2018,MXN,Mexican Peso,6,Millions,,,2701443.954
39837,P3S13,General government final consumption expenditure,CAR,"National currency, current prices, annual levels",Q,Quarterly,2018-Q2,Q2-2018,MXN,Mexican Peso,6,Millions,,,2788522.483
39838,P3S13,General government final consumption expenditure,CAR,"National currency, current prices, annual levels",Q,Quarterly,2018-Q3,Q3-2018,MXN,Mexican Peso,6,Millions,,,2678301.945
39839,P3S13,General government final consumption expenditure,CAR,"National currency, current prices, annual levels",Q,Quarterly,2018-Q4,Q4-2018,MXN,Mexican Peso,6,Millions,,,2793460.521
39840,P3S13,General government final consumption expenditure,CAR,"National currency, current prices, annual levels",Q,Quarterly,2019-Q1,Q1-2019,MXN,Mexican Peso,6,Millions,,,2797245.625
39841,P3S13,General government final consumption expenditure,CAR,"National currency, current prices, annual levels",Q,Quarterly,2019-Q2,Q2-2019,MXN,Mexican Peso,6,Millions,,,2831649.559
39842,P3S13,General government final consumption expenditure,CAR,"National currency, current prices, annual levels",Q,Quarterly,2019-Q3,Q3-2019,MXN,Mexican Peso,6,Millions,,,2732344.537
39843,P3S13,General government final consumption expenditure,CAR,"National currency, current prices, annual levels",Q,Quarterly,2019-Q4,Q4-2019,MXN,Mexican Peso,6,Millions,,,2891440.913
39844,P3S13,General government final consumption expenditure,CARSA,"National currency, current prices, annual levels, seasonally adjusted",Q,Quarterly,2018-Q1,Q1-2018,MXN,Mexican Peso,6,Millions,,,2698838.16
39845,P3S13,General government final consumption expenditure,CARSA,"National currency, current prices, annual levels, seasonally adjusted",Q,Quarterly,2018-Q2,Q2-2018,MXN,Mexican Peso,6,Millions,,,2752557.6960000005
39846,P3S13,General government final consumption expenditure,CARSA,"National currency, current prices, annual levels, seasonally adjusted",Q,Quarterly,2018-Q3,Q3-2018,MXN,Mexican Peso,6,Millions,,,2751062.483
39847,P3S13,General government final consumption expenditure,CARSA,"National currency, current prices, annual levels, seasonally adjusted",Q,Quarterly,2018-Q4,Q4-2018,MXN,Mexican Peso,6,Millions,,,2762010.934
39848,P3S13,General government final consumption expenditure,CARSA,"National currency, current prices, annual levels, seasonally adjusted",Q,Quarterly,2019-Q1,Q1-2019,MXN,Mexican Peso,6,Millions,,,2780743.233
39849,P3S13,General government final consumption expenditure,CARSA,"National currency, current prices, annual levels, seasonally adjusted",Q,Quarterly,2019-Q2,Q2-2019,MXN,Mexican Peso,6,Millions,,,2802659.861
39850,P3S13,General government final consumption expenditure,CARSA,"National currency, current prices, annual levels, seasonally adjusted",Q,Quarterly,2019-Q3,Q3-2019,MXN,Mexican Peso,6,Millions,,,2810360.494
39851,P3S13,General government final consumption expenditure,CARSA,"National currency, current prices, annual levels, seasonally adjusted",Q,Quarterly,2019-Q4,Q4-2019,MXN,Mexican Peso,6,Millions,,,2860410.543
39852,P3S13,General government final consumption expenditure,CPCARSA,"US dollars, current prices, current PPPs, annual levels, seasonally adjusted",Q,Quarterly,2018-Q1,Q1-2018,USD,US Dollar,6,Millions,,,297902.081083
39853,P3S13,General government final consumption expenditure,CPCARSA,"US dollars, current prices, current PPPs, annual levels, seasonally adjusted",Q,Quarterly,2018-Q2,Q2-2018,USD,US Dollar,6,Millions,,,303381.68978
39854,P3S13,General government final consumption expenditure,CPCARSA,"US dollars, current prices, current PPPs, annual levels, seasonally adjusted",Q,Quarterly,2018-Q3,Q3-2018,USD,US Dollar,6,Millions,,,300687.777358
39855,P3S13,General government final consumption expenditure,CPCARSA,"US dollars, current prices, current PPPs, annual levels, seasonally adjusted",Q,Quarterly,2018-Q4,Q4-2018,USD,US Dollar,6,Millions,,,299360.61977600004
39856,P3S13,General government final consumption expenditure,CPCARSA,"US dollars, current prices, current PPPs, annual levels, seasonally adjusted",Q,Quarterly,2019-Q1,Q1-2019,USD,US Dollar,6,Millions,,,300215.555566
39857,P3S13,General government final consumption expenditure,CPCARSA,"US dollars, current prices, current PPPs, annual levels, seasonally adjusted",Q,Quarterly,2019-Q2,Q2-2019,USD,US Dollar,6,Millions,,,302121.131201
39858,P3S13,General government final consumption expenditure,CPCARSA,"US dollars, current prices, current PPPs, annual levels, seasonally adjusted",Q,Quarterly,2019-Q3,Q3-2019,USD,US Dollar,6,Millions,,,302830.26196100004
39859,P3S13,General government final consumption expenditure,CPCARSA,"US dollars, current prices, current PPPs, annual levels, seasonally adjusted",Q,Quarterly,2019-Q4,Q4-2019,USD,US Dollar,6,Millions,,,307812.155185
39860,P3S13,General government final consumption expenditure,CQR,"National currency, current prices, quarterly levels",Q,Quarterly,2018-Q1,Q1-2018,MXN,Mexican Peso,6,Millions,,,675360.9885
39861,P3S13,General government final consumption expenditure,CQR,"National currency, current prices, quarterly levels",Q,Quarterly,2018-Q2,Q2-2018,MXN,Mexican Peso,6,Millions,,,697130.62075
39862,P3S13,General government final consumption expenditure,CQR,"National currency, current prices, quarterly levels",Q,Quarterly,2018-Q3,Q3-2018,MXN,Mexican Peso,6,Millions,,,669575.48625
39863,P3S13,General government final consumption expenditure,CQR,"National currency, current prices, quarterly levels",Q,Quarterly,2018-Q4,Q4-2018,MXN,Mexican Peso,6,Millions,,,698365.13025
39864,P3S13,General government final consumption expenditure,CQR,"National currency, current prices, quarterly levels",Q,Quarterly,2019-Q1,Q1-2019,MXN,Mexican Peso,6,Millions,,,699311.40625
39865,P3S13,General government final consumption expenditure,CQR,"National currency, current prices, quarterly levels",Q,Quarterly,2019-Q2,Q2-2019,MXN,Mexican Peso,6,Millions,,,707912.38975
39866,P3S13,General government final consumption expenditure,CQR,"National currency, current prices, quarterly levels",Q,Quarterly,2019-Q3,Q3-2019,MXN,Mexican Peso,6,Millions,,,683086.13425
39867,P3S13,General government final consumption expenditure,CQR,"National currency, current prices, quarterly levels",Q,Quarterly,2019-Q4,Q4-2019,MXN,Mexican Peso,6,Millions,,,722860.22825
39868,P3S13,General government final consumption expenditure,CQRSA,"National currency, current prices, quarterly levels, seasonally adjusted",Q,Quarterly,2018-Q1,Q1-2018,MXN,Mexican Peso,6,Millions,,,674709.54
39869,P3S13,General government final consumption expenditure,CQRSA,"National currency, current prices, quarterly levels, seasonally adjusted",Q,Quarterly,2018-Q2,Q2-2018,MXN,Mexican Peso,6,Millions,,,688139.4240000001
39870,P3S13,General government final consumption expenditure,CQRSA,"National currency, current prices, quarterly levels, seasonally adjusted",Q,Quarterly,2018-Q3,Q3-2018,MXN,Mexican Peso,6,Millions,,,687765.62075
39871,P3S13,General government final consumption expenditure,CQRSA,"National currency, current prices, quarterly levels, seasonally adjusted",Q,Quarterly,2018-Q4,Q4-2018,MXN,Mexican Peso,6,Millions,,,690502.7335
39872,P3S13,General government final consumption expenditure,CQRSA,"National currency, current prices, quarterly levels, seasonally adjusted",Q,Quarterly,2019-Q1,Q1-2019,MXN,Mexican Peso,6,Millions,,,695185.80825
39873,P3S13,General government final consumption expenditure,CQRSA,"National currency, current prices, quarterly levels, seasonally adjusted",Q,Quarterly,2019-Q2,Q2-2019,MXN,Mexican Peso,6,Millions,,,700664.96525
39874,P3S13,General government final consumption expenditure,CQRSA,"National currency, current prices, quarterly levels, seasonally adjusted",Q,Quarterly,2019-Q3,Q3-2019,MXN,Mexican Peso,6,Millions,,,702590.1235
39875,P3S13,General government final consumption expenditure,CQRSA,"National currency, current prices, quarterly levels, seasonally adjusted",Q,Quarterly,2019-Q4,Q4-2019,MXN,Mexican Peso,6,Millions,,,715102.63575
39876,P3S13,General government final consumption expenditure,DNBSA,"Deflator, national base/reference year, seasonally adjusted",Q,Quarterly,2018-Q1,Q1-2018,IDX,Index,0,Units,2013,2013,121.956884
39877,P3S13,General government final consumption expenditure,DNBSA,"Deflator, national base/reference year, seasonally adjusted",Q,Quarterly,2018-Q2,Q2-2018,IDX,Index,0,Units,2013,2013,123.125421
39878,P3S13,General government final consumption expenditure,DNBSA,"Deflator, national base/reference year, seasonally adjusted",Q,Quarterly,2018-Q3,Q3-2018,IDX,Index,0,Units,2013,2013,125.005751
39879,P3S13,General government final consumption expenditure,DNBSA,"Deflator, national base/reference year, seasonally adjusted",Q,Quarterly,2018-Q4,Q4-2018,IDX,Index,0,Units,2013,2013,126.526417
39880,P3S13,General government final consumption expenditure,DNBSA,"Deflator, national base/reference year, seasonally adjusted",Q,Quarterly,2019-Q1,Q1-2019,IDX,Index,0,Units,2013,2013,127.363827
39881,P3S13,General government final consumption expenditure,DNBSA,"Deflator, national base/reference year, seasonally adjusted",Q,Quarterly,2019-Q2,Q2-2019,IDX,Index,0,Units,2013,2013,128.691903
39882,P3S13,General government final consumption expenditure,DNBSA,"Deflator, national base/reference year, seasonally adjusted",Q,Quarterly,2019-Q3,Q3-2019,IDX,Index,0,Units,2013,2013,130.098153
39883,P3S13,General government final consumption expenditure,DNBSA,"Deflator, national base/reference year, seasonally adjusted",Q,Quarterly,2019-Q4,Q4-2019,IDX,Index,0,Units,2013,2013,131.223988
39884,P3S13,General government final consumption expenditure,DOBSA,"Deflator, OECD reference year, seasonally adjusted",Q,Quarterly,2018-Q1,Q1-2018,IDX,Index,0,Units,2015,2015,110.624344
39885,P3S13,General government final consumption expenditure,DOBSA,"Deflator, OECD reference year, seasonally adjusted",Q,Quarterly,2018-Q2,Q2-2018,IDX,Index,0,Units,2015,2015,111.684297
39886,P3S13,General government final consumption expenditure,DOBSA,"Deflator, OECD reference year, seasonally adjusted",Q,Quarterly,2018-Q3,Q3-2018,IDX,Index,0,Units,2015,2015,113.389903
39887,P3S13,General government final consumption expenditure,DOBSA,"Deflator, OECD reference year, seasonally adjusted",Q,Quarterly,2018-Q4,Q4-2018,IDX,Index,0,Units,2015,2015,114.76926499999999
39888,P3S13,General government final consumption expenditure,DOBSA,"Deflator, OECD reference year, seasonally adjusted",Q,Quarterly,2019-Q1,Q1-2019,IDX,Index,0,Units,2015,2015,115.528861
39889,P3S13,General government final consumption expenditure,DOBSA,"Deflator, OECD reference year, seasonally adjusted",Q,Quarterly,2019-Q2,Q2-2019,IDX,Index,0,Units,2015,2015,116.733528
39890,P3S13,General government final consumption expenditure,DOBSA,"Deflator, OECD reference year, seasonally adjusted",Q,Quarterly,2019-Q3,Q3-2019,IDX,Index,0,Units,2015,2015,118.009106
39891,P3S13,General government final consumption expenditure,DOBSA,"Deflator, OECD reference year, seasonally adjusted",Q,Quarterly,2019-Q4,Q4-2019,IDX,Index,0,Units,2015,2015,119.030326
39892,P3S13,General government final consumption expenditure,GPSA,"Growth rate compared to previous quarter, seasonally adjusted",Q,Quarterly,2018-Q1,Q1-2018,PC,Percentage,0,Units,,,2.29527
39893,P3S13,General government final consumption expenditure,GPSA,"Growth rate compared to previous quarter, seasonally adjusted",Q,Quarterly,2018-Q2,Q2-2018,PC,Percentage,0,Units,,,1.022516
39894,P3S13,General government final consumption expenditure,GPSA,"Growth rate compared to previous quarter, seasonally adjusted",Q,Quarterly,2018-Q3,Q3-2018,PC,Percentage,0,Units,,,-1.557699
39895,P3S13,General government final consumption expenditure,GPSA,"Growth rate compared to previous quarter, seasonally adjusted",Q,Quarterly,2018-Q4,Q4-2018,PC,Percentage,0,Units,,,-0.808668
39896,P3S13,General government final consumption expenditure,GPSA,"Growth rate compared to previous quarter, seasonally adjusted",Q,Quarterly,2019-Q1,Q1-2019,PC,Percentage,0,Units,,,0.016259
39897,P3S13,General government final consumption expenditure,GPSA,"Growth rate compared to previous quarter, seasonally adjusted",Q,Quarterly,2019-Q2,Q2-2019,PC,Percentage,0,Units,,,-0.25195700000000004
39898,P3S13,General government final consumption expenditure,GPSA,"Growth rate compared to previous quarter, seasonally adjusted",Q,Quarterly,2019-Q3,Q3-2019,PC,Percentage,0,Units,,,-0.8091229999999999
39899,P3S13,General government final consumption expenditure,GPSA,"Growth rate compared to previous quarter, seasonally adjusted",Q,Quarterly,2019-Q4,Q4-2019,PC,Percentage,0,Units,,,0.907684
39900,P3S13,General government final consumption expenditure,GYSA,"Growth rate compared to the same quarter of previous year, seasonally adjusted",Q,Quarterly,2018-Q1,Q1-2018,PC,Percentage,0,Units,,,3.52451
39901,P3S13,General government final consumption expenditure,GYSA,"Growth rate compared to the same quarter of previous year, seasonally adjusted",Q,Quarterly,2018-Q2,Q2-2018,PC,Percentage,0,Units,,,4.690558
39902,P3S13,General government final consumption expenditure,GYSA,"Growth rate compared to the same quarter of previous year, seasonally adjusted",Q,Quarterly,2018-Q3,Q3-2018,PC,Percentage,0,Units,,,2.8775310000000003
39903,P3S13,General government final consumption expenditure,GYSA,"Growth rate compared to the same quarter of previous year, seasonally adjusted",Q,Quarterly,2018-Q4,Q4-2018,PC,Percentage,0,Units,,,0.90884
39904,P3S13,General government final consumption expenditure,GYSA,"Growth rate compared to the same quarter of previous year, seasonally adjusted",Q,Quarterly,2019-Q1,Q1-2019,PC,Percentage,0,Units,,,-1.339284
39905,P3S13,General government final consumption expenditure,GYSA,"Growth rate compared to the same quarter of previous year, seasonally adjusted",Q,Quarterly,2019-Q2,Q2-2019,PC,Percentage,0,Units,,,-2.583961
39906,P3S13,General government final consumption expenditure,GYSA,"Growth rate compared to the same quarter of previous year, seasonally adjusted",Q,Quarterly,2019-Q3,Q3-2019,PC,Percentage,0,Units,,,-1.843189
39907,P3S13,General government final consumption expenditure,GYSA,"Growth rate compared to the same quarter of previous year, seasonally adjusted",Q,Quarterly,2019-Q4,Q4-2019,PC,Percentage,0,Units,,,-0.144738
39908,P3S13,General government final consumption expenditure,VIXOBSA,"Volume index, OECD reference year, seasonally adjusted",Q,Quarterly,2018-Q1,Q1-2018,IDX,Index,0,Units,2015,2015,106.64808300000001
39909,P3S13,General government final consumption expenditure,VIXOBSA,"Volume index, OECD reference year, seasonally adjusted",Q,Quarterly,2018-Q2,Q2-2018,IDX,Index,0,Units,2015,2015,107.738576
39910,P3S13,General government final consumption expenditure,VIXOBSA,"Volume index, OECD reference year, seasonally adjusted",Q,Quarterly,2018-Q3,Q3-2018,IDX,Index,0,Units,2015,2015,106.06033300000001
39911,P3S13,General government final consumption expenditure,VIXOBSA,"Volume index, OECD reference year, seasonally adjusted",Q,Quarterly,2018-Q4,Q4-2018,IDX,Index,0,Units,2015,2015,105.20265800000001
39912,P3S13,General government final consumption expenditure,VIXOBSA,"Volume index, OECD reference year, seasonally adjusted",Q,Quarterly,2019-Q1,Q1-2019,IDX,Index,0,Units,2015,2015,105.21976200000002
39913,P3S13,General government final consumption expenditure,VIXOBSA,"Volume index, OECD reference year, seasonally adjusted",Q,Quarterly,2019-Q2,Q2-2019,IDX,Index,0,Units,2015,2015,104.954654
39914,P3S13,General government final consumption expenditure,VIXOBSA,"Volume index, OECD reference year, seasonally adjusted",Q,Quarterly,2019-Q3,Q3-2019,IDX,Index,0,Units,2015,2015,104.105441
39915,P3S13,General government final consumption expenditure,VIXOBSA,"Volume index, OECD reference year, seasonally adjusted",Q,Quarterly,2019-Q4,Q4-2019,IDX,Index,0,Units,2015,2015,105.050389
39916,P3S13,General government final consumption expenditure,VNBAR,"National currency, constant prices, national base year, annual levels",Q,Quarterly,2018-Q1,Q1-2018,MXN,Mexican Peso,6,Millions,2013,2013,2203385.69
39917,P3S13,General government final consumption expenditure,VNBAR,"National currency, constant prices, national base year, annual levels",Q,Quarterly,2018-Q2,Q2-2018,MXN,Mexican Peso,6,Millions,2013,2013,2272109.523
39918,P3S13,General government final consumption expenditure,VNBAR,"National currency, constant prices, national base year, annual levels",Q,Quarterly,2018-Q3,Q3-2018,MXN,Mexican Peso,6,Millions,2013,2013,2149966.442
39919,P3S13,General government final consumption expenditure,VNBAR,"National currency, constant prices, national base year, annual levels",Q,Quarterly,2018-Q4,Q4-2018,MXN,Mexican Peso,6,Millions,2013,2013,2204819.352
39920,P3S13,General government final consumption expenditure,VNBAR,"National currency, constant prices, national base year, annual levels",Q,Quarterly,2019-Q1,Q1-2019,MXN,Mexican Peso,6,Millions,2013,2013,2186295.76
39921,P3S13,General government final consumption expenditure,VNBAR,"National currency, constant prices, national base year, annual levels",Q,Quarterly,2019-Q2,Q2-2019,MXN,Mexican Peso,6,Millions,2013,2013,2205754.575
39922,P3S13,General government final consumption expenditure,VNBAR,"National currency, constant prices, national base year, annual levels",Q,Quarterly,2019-Q3,Q3-2019,MXN,Mexican Peso,6,Millions,2013,2013,2107905.883
39923,P3S13,General government final consumption expenditure,VNBAR,"National currency, constant prices, national base year, annual levels",Q,Quarterly,2019-Q4,Q4-2019,MXN,Mexican Peso,6,Millions,2013,2013,2200040.011
39924,P3S13,General government final consumption expenditure,VNBARSA,"National currency, constant prices, national base year, annual levels, seasonally adjusted",Q,Quarterly,2018-Q1,Q1-2018,MXN,Mexican Peso,6,Millions,2013,2013,2212944.509
39925,P3S13,General government final consumption expenditure,VNBARSA,"National currency, constant prices, national base year, annual levels, seasonally adjusted",Q,Quarterly,2018-Q2,Q2-2018,MXN,Mexican Peso,6,Millions,2013,2013,2235572.2180000003
39926,P3S13,General government final consumption expenditure,VNBARSA,"National currency, constant prices, national base year, annual levels, seasonally adjusted",Q,Quarterly,2018-Q3,Q3-2018,MXN,Mexican Peso,6,Millions,2013,2013,2200748.726
39927,P3S13,General government final consumption expenditure,VNBARSA,"National currency, constant prices, national base year, annual levels, seasonally adjusted",Q,Quarterly,2018-Q4,Q4-2018,MXN,Mexican Peso,6,Millions,2013,2013,2182951.982
39928,P3S13,General government final consumption expenditure,VNBARSA,"National currency, constant prices, national base year, annual levels, seasonally adjusted",Q,Quarterly,2019-Q1,Q1-2019,MXN,Mexican Peso,6,Millions,2013,2013,2183306.903
39929,P3S13,General government final consumption expenditure,VNBARSA,"National currency, constant prices, national base year, annual levels, seasonally adjusted",Q,Quarterly,2019-Q2,Q2-2019,MXN,Mexican Peso,6,Millions,2013,2013,2177805.904
39930,P3S13,General government final consumption expenditure,VNBARSA,"National currency, constant prices, national base year, annual levels, seasonally adjusted",Q,Quarterly,2019-Q3,Q3-2019,MXN,Mexican Peso,6,Millions,2013,2013,2160184.773
39931,P3S13,General government final consumption expenditure,VNBARSA,"National currency, constant prices, national base year, annual levels, seasonally adjusted",Q,Quarterly,2019-Q4,Q4-2019,MXN,Mexican Peso,6,Millions,2013,2013,2179792.42
39932,P3S13,General government final consumption expenditure,VNBQR,"National currency, constant prices, national base year, quarterly levels",Q,Quarterly,2018-Q1,Q1-2018,MXN,Mexican Peso,6,Millions,2013,2013,550846.4225
39933,P3S13,General government final consumption expenditure,VNBQR,"National currency, constant prices, national base year, quarterly levels",Q,Quarterly,2018-Q2,Q2-2018,MXN,Mexican Peso,6,Millions,2013,2013,568027.38075
39934,P3S13,General government final consumption expenditure,VNBQR,"National currency, constant prices, national base year, quarterly levels",Q,Quarterly,2018-Q3,Q3-2018,MXN,Mexican Peso,6,Millions,2013,2013,537491.6105
